N	3gram	Vinokur_St_2	FransuaR
1	то же время	1	10
2	в то же	1	10
3	до сих пор	5	8
4	в том что	16	6
5	в другом месте	2	3
6	в настоящее время	1	3
7	в том числе	1	3
8	в той же	1	3
9	в связи с	1	3
10	в своем романе	1	2
11	более или менее	2	2
12	и в особенности	1	2
13	с точки зрения	2	2
14	бы то ни	2	2
15	и др в	1	2
16	как мы видели	1	2
17	в данном случае	1	2
18	дело в том	4	2
19	в то время	1	2
20	о том что	11	2
21	не только не	2	2
22	с другой стороны	3	2
23	для того чтобы	5	2
24	том что она	1	1
25	точка зрения на	1	1
26	в чем же	1	1
27	по отношению к	1	1
28	того чтобы показать	1	1
29	на самом деле	1	1
30	вовсе не был	1	1
31	в самом деле	2	1
32	не похож на	1	1
33	сих пор они	1	1
34	он не только	1	1
35	вместе с тем	5	1
36	в отличие от	2	1
37	в этом отношении	9	1
38	говорит о себе	1	1
39	но он не	1	1
40	свидетельствуют о том	2	1
41	в приложении к	1	1
42	в наши дни	1	1
43	говорит о том	1	1
44	и в наши	1	1
45	века и в	2	1
46	в ту же	1	1
47	реальной действительности в	1	1
48	в свете этой	1	1
49	имел в виду	1	1
50	то ни было	2	1
51	на французском языке	1	1
52	так и в	2	1
53	в известном смысле	1	1
54	и в этом	2	1
55	по сравнению с	1	1
56	и вместе с	1	1
57	не в том	2	1
58	к первому тому	1	1
59	друг к другу	1	1
60	вместо того чтобы	1	1
61	потому что они	1	1
62	в свое время	1	1
63	на вопрос о	1	1
64	к этому и	1	1
65	потому что это	2	1
66	нет ни одного	1	1
67	не мог не	1	1
68	не потому ли	2	1
69	таким образом в	1	1
70	в точности соответствует	1	1
71	что в его	1	1
72	был тесно связан	1	1
73	с самого начала	3	1
74	вопрос о том	3	1
75	заключается в том	1	1
76	речь идет о	3	1
77	как бы ни	1	1
78	тесно связан с	1	1
79	ни о каком	1	1
80	в этом смысле	1	1
81	после того как	4	1
82	они не могли	2	1
83	взглянуть на них	1	1
84	в предисловии к	2	1
85	и его современниками	1	1
86	в какой-то мере	1	1
87	к тому же	2	1
88	в полной силе	1	1
89	судить о том	1	1
