N	3gram	Voloshinov_1	Tvorches
1	то же время	3	7
2	в то же	3	7
3	по отношению к	2	3
4	до сих пор	8	3
5	не может быть	13	3
6	в первой части	1	2
7	в самом деле	9	2
8	в одной из	1	2
9	и не может	9	2
10	в таком случае	2	2
11	в отличие от	5	2
12	в наше время	1	2
13	на этот вопрос	3	2
14	так же как	2	2
15	все же не	1	2
16	во всяком случае	2	2
17	с другой стороны	5	2
18	так и в	1	2
19	в том что	3	2
20	то все же	1	1
21	его именно в	2	1
22	нет и не	2	1
23	там нет и	1	1
24	в том числе	2	1
25	же как и	2	1
26	он ни был	1	1
27	взятая в ее	1	1
28	о том где	1	1
29	сами по себе	1	1
30	является одним из	2	1
31	может быть в	1	1
32	в литературе в	1	1
33	можно было бы	2	1
34	в этой главе	1	1
35	но уже в	1	1
36	со всех сторон	2	1
37	так сказать в	1	1
38	в применении к	1	1
39	по мере своего	1	1
40	но в то	2	1
41	не должен быть	1	1
42	не зависит от	1	1
43	в чем же	2	1
44	но при этом	2	1
45	и должно быть	1	1
46	не могут быть	2	1
47	в свою очередь	2	1
48	той или иной	1	1
49	переход от одной	1	1
50	в связи с	7	1
51	может быть понята	1	1
52	это не значит	1	1
53	в целом ряде	1	1
54	у нас не	1	1
55	одну и ту	1	1
56	в романе не	1	1
57	в нем нет	2	1
58	психологии и в	1	1
59	не является только	1	1
60	это и есть	2	1
61	другой стороны и	1	1
62	ничего общего с	2	1
63	с самого начала	4	1
64	том числе и	2	1
65	художественный образ и	2	1
66	или во всяком	1	1
67	и ту же	1	1
68	и прежде всего	2	1
69	друг за другом	1	1
70	все это делает	1	1
71	и между ними	1	1
72	в высшей степени	3	1
73	нуждается в конкретизации	1	1
74	и в другом	1	1
