N	3gram	Voloshinov_1	slovoVRo
1	то же время	3	12
2	в то же	3	12
3	в узком смысле	2	10
4	той или иной	1	9
5	с точки зрения	20	8
6	в большинстве случаев	3	6
7	в отношении к	4	6
8	во всяком случае	2	5
9	как мы сказали	1	4
10	с одной стороны	1	4
11	с другой стороны	5	4
12	большей или меньшей	1	4
13	но в то	2	4
14	хотя бы и	1	3
15	в большей или	1	3
16	более или менее	1	3
17	таким образом в	1	3
18	так и в	1	3
19	не выходит за	1	3
20	выходит за пределы	1	3
21	языка в смысле	2	3
22	в смысле системы	1	3
23	и в сущности	1	2
24	а между тем	1	2
25	точка зрения на	1	2
26	в широком смысле	1	2
27	свое выражение в	2	2
28	в этом случае	3	2
29	до сих пор	8	2
30	и не может	9	2
31	до известной степени	1	2
32	может быть только	1	2
33	в другом случае	1	2
34	в первом случае	3	2
35	не только в	1	2
36	не могут быть	2	2
37	в плане общего	1	2
38	в свою очередь	2	2
39	точки зрения самого	1	2
40	как бы ни	1	2
41	или во всяком	1	2
42	как мы уже	1	2
43	к тому что	1	2
44	можно было бы	2	2
45	друг с другом	1	2
46	и в другом	1	2
47	может войти в	1	1
48	а следовательно и	1	1
49	на данном языке	1	1
50	не могла быть	1	1
51	прежде всего как	1	1
52	одной и той	2	1
53	не значит конечно	1	1
54	какой степени не	1	1
55	значит конечно что	1	1
56	прежде всего в	1	1
57	и той же	2	1
58	слово в то	1	1
59	как мы видим	1	1
60	в тесной связи	1	1
61	укладываются в рамки	1	1
62	необходимые условия для	1	1
63	и так сказать	1	1
64	но именно эти	1	1
65	пор совершенно не	1	1
66	исходить из языка	1	1
67	с установкой на	2	1
68	синтаксиса и стилистики	1	1
69	в отличие от	5	1
70	в неразрывной связи	2	1
71	бы то ни	8	1
72	но и в	1	1
73	на самом же	2	1
74	в этом отношении	3	1
75	оно ничего не	1	1
76	по аналогии с	1	1
77	совершенно не изученных	1	1
78	и стилистики в	1	1
79	находит свое выражение	1	1
80	точки зрения не	2	1
81	в направлении к	5	1
82	во всех областях	2	1
83	рано или поздно	1	1
84	элементов языка и	1	1
85	нет ничего что	1	1
86	со всех сторон	2	1
87	сих пор совершенно	1	1
88	с этой точки	1	1
89	в меру своей	1	1
90	ни в какой	1	1
91	может быть и	3	1
92	в процессе своего	1	1
93	принципиальных вопросов философии	1	1
94	в этом как	1	1
95	в значительной степени	1	1
96	все же и	1	1
97	колебания социальной атмосферы	1	1
98	то ни было	8	1
99	и с точки	1	1
100	отношение к языку	1	1
101	среда в которой	1	1
102	единство языка в	1	1
103	система языковых норм	1	1
104	имеют громадное значение	1	1
105	и не было	1	1
106	его жизни и	1	1
107	и вне его	1	1
108	в какой степени	2	1
109	система языка в	2	1
110	неразрывной связи с	1	1
111	так или иначе	1	1
112	для индивидуального сознания	1	1
113	одни и те	5	1
114	это не значит	1	1
115	в точном смысле	1	1
116	науки о языке	3	1
117	все эти формы	1	1
118	так оно может	1	1
119	не может быть	13	1
120	к системе языка	1	1
121	до наших дней	1	1
122	тем не менее	2	1
123	и во всяком	1	1
124	очень далек от	1	1
125	нет подхода к	1	1
126	и потому как	1	1
127	оно ни было	2	1
128	каждое слово как	1	1
129	исторического становления и	1	1
130	равно как и	1	1
131	там где они	1	1
132	тесной связи с	1	1
133	этой точки зрения	1	1
134	с самого начала	4	1
135	обстоит дело и	1	1
136	не только не	1	1
137	и те же	5	1
138	громадное значение в	1	1
139	и прежде всего	2	1
140	можно сказать что	3	1
141	и от него	1	1
142	лежит в основе	1	1
143	к языку как	1	1
144	по преимуществу в	1	1
145	лишь там где	1	1
146	между словом и	1	1
147	о языке и	1	1
148	язык с этой	1	1
149	узком смысле и	1	1
150	при этом из	1	1
151	языка и может	1	1
152	самом же деле	2	1
153	для того чтобы	3	1
154	из языка как	1	1
155	в том что	3	1
156	в последнем счете	1	1
157	слово как мы	2	1
158	таким образом с	1	1
159	как мы видели	1	1
160	в пределах одного	2	1
