N	3gram	Vygotskiy__4	VeschiIm
1	и т д	2	20
2	не может быть	1	18
3	бы то ни	1	9
4	то ни было	1	9
5	что иное как	1	8
6	не что иное	1	8
7	в том что	12	6
8	на то что	6	6
9	в свою очередь	1	5
10	с точки зрения	4	4
11	не только в	1	4
12	то же время	1	4
13	значит ли это	1	4
14	в то же	1	4
15	есть как бы	1	3
16	в самом деле	7	3
17	подобно тому как	1	3
18	и в то	1	3
19	сам по себе	2	3
20	из того что	1	3
21	можно было бы	4	3
22	вместе с тем	2	3
23	только то что	1	3
24	сама по себе	3	3
25	что в результате	1	2
26	можно сказать что	1	2
27	этой точки зрения	1	2
28	дело в том	1	2
29	но это значит	1	2
30	о том как	2	2
31	для этого нужно	1	2
32	с этой точки	1	2
33	и в частности	2	2
34	то что оно	1	2
35	что в ней	2	2
36	и ничем не	1	2
37	есть не просто	1	2
38	и таким образом	1	2
39	нужно было бы	1	2
40	в нем нет	2	2
41	заключается в том	3	2
42	что это есть	1	2
43	для здравого смысла	1	2
44	к тому что	5	2
45	она не может	1	2
46	так или иначе	1	2
47	таким образом что	2	1
48	и может быть	4	1
49	как она есть	2	1
50	что она не	1	1
51	той же причине	1	1
52	даже больше того	1	1
53	прежде всего на	1	1
54	оно может быть	1	1
55	а не в	1	1
56	и ни на	1	1
57	когда речь идет	1	1
58	в этом смысле	1	1
59	том что он	3	1
60	должно было бы	2	1
61	том что это	1	1
62	он все же	1	1
63	до сих пор	3	1
64	и не может	1	1
65	сами по себе	3	1
66	не может понять	2	1
67	мы переходим к	1	1
68	в той же	1	1
69	самом деле не	1	1
70	что он не	4	1
71	не то что	3	1
72	по себе и	2	1
73	так как мы	2	1
74	та и другая	1	1
75	д все это	1	1
76	и что это	1	1
77	ни в какой	1	1
78	свой смысл и	1	1
79	как раз в	4	1
80	потому что он	2	1
81	того чтобы мы	1	1
82	то время как	2	1
83	так же как	3	1
84	или хотя бы	1	1
85	то что составляет	1	1
86	в том чтобы	3	1
87	что она и	1	1
88	тут у нас	1	1
89	с одной стороны	3	1
90	когда он говорит	1	1
91	в конце концов	3	1
92	смысле этого слова	3	1
93	мы будем говорить	1	1
94	и в этом	3	1
95	в каком случае	1	1
96	какой бы то	1	1
97	тем же самым	1	1
98	т д все	1	1
99	с другой стороны	2	1
100	потому что они	1	1
101	речь идет о	2	1
102	то что у	1	1
103	она и не	1	1
104	сказать что оно	1	1
105	что такое понимание	1	1
106	ясно что каждый	1	1
107	ни в каком	1	1
108	взятый сам по	1	1
109	во всяком случае	3	1
110	мы не можем	1	1
111	только одна из	1	1
112	и не надо	1	1
113	в то время	2	1
114	и вместе с	1	1
115	это и есть	3	1
116	о том что	10	1
117	не только не	2	1
118	можно формулировать так	2	1
119	вместо того чтобы	2	1
120	от жизни и	1	1
121	с этой стороны	1	1
122	и в результате	1	1
123	для того чтобы	19	1
124	она отличается от	1	1
125	мы видим что	2	1
126	было так то	1	1
127	и что он	2	1
128	друг с другом	4	1
129	ближе к истине	1	1
130	на то чтобы	2	1
131	что и в	1	1
132	несмотря на все	1	1
133	сам себя и	1	1
