N	2gram	Vygotskiy__4	FransuaR
1	и в	20	56
2	в его	11	18
3	таким образом	25	17
4	все эти	5	15
5	в этом	24	14
6	в том	42	13
7	так и	5	13
8	в то	1	12
9	и его	5	12
10	то же	16	11
11	в этих	3	11
12	и т.п	2	11
13	как бы	7	11
14	мы уже	5	10
15	еще не	2	10
16	в самом	6	9
17	и не	8	9
18	только в	10	9
19	но и	9	9
20	в сущности	4	8
21	во всех	1	8
22	не только	15	8
23	в нем	2	8
24	и с	4	8
25	и их	1	8
26	и даже	1	8
27	до сих	1	8
28	по своему	4	8
29	сих пор	1	8
30	все это	1	8
31	том что	35	8
32	и на	6	7
33	уже говорили	2	7
34	как мы	13	7
35	у него	2	7
36	в частности	5	7
37	той же	6	6
38	в этой	3	6
39	но в	3	6
40	на его	3	6
41	точки зрения	24	6
42	мы видим	10	6
43	связи с	3	6
44	связаны с	1	6
45	прежде всего	2	6
46	в той	2	6
47	потому что	12	6
48	одним из	2	5
49	но не	3	5
50	он не	1	5
51	так сказать	1	5
52	роль в	4	5
53	мы видели	6	5
54	такой же	2	5
55	в отношении	10	5
56	своего рода	1	5
57	в процессе	27	5
58	никогда не	5	5
59	в области	4	5
60	говорили что	1	5
61	один из	3	5
62	как и	9	5
63	в условиях	3	5
64	в результате	8	5
65	что в	19	5
66	между вещами	1	5
67	и другие	9	5
68	они не	2	5
69	ту же	2	4
70	например в	1	4
71	и потому	1	4
72	но по	1	4
73	в ней	2	4
74	и к	5	4
75	в которой	3	4
76	что это	2	4
77	в себе	10	4
78	при этом	12	4
79	и понятий	2	4
80	их в	2	4
81	что все	3	4
82	и ее	1	4
83	и более	7	4
84	даже в	2	4
85	того чтобы	7	4
86	по своей	6	4
87	во всем	3	4
88	в совершенно	3	4
89	и которые	2	4
90	и других	3	4
91	о том	5	4
92	с одной	9	4
93	в качестве	21	4
94	конечно не	1	4
95	так как	10	4
96	в основе	17	4
97	в своих	1	4
98	в их	12	3
99	внимательный анализ	1	3
100	не просто	2	3
101	связи и	1	3
102	в своем	4	3
103	перед нами	5	3
104	его к	4	3
105	главным образом	1	3
106	характер в	1	3
