N	3gram	Berdyaev_M_1	EvropaiE
1	в отношении к	1	12
2	в том что	1	6
3	для того чтобы	2	5
4	не только в	2	4
5	хотя бы и	2	3
6	можно было бы	1	3
7	во всяком случае	1	3
8	заключает в себе	3	3
9	прежде всего в	2	2
10	сплошь и рядом	1	2
11	к тому чтобы	2	2
12	по сравнению с	1	2
13	не может быть	17	2
14	есть не только	3	2
15	так же мало	1	2
16	но не только	1	2
17	не может не	2	1
18	а не к	1	1
19	плоти и кровь	2	1
20	он мог бы	1	1
21	и не было	1	1
22	том случае если	1	1
23	что россия есть	1	1
24	есть то что	1	1
25	в отличие от	1	1
26	но и в	4	1
27	и та же	1	1
28	культуры в течение	1	1
29	с тем что	3	1
30	мы увидим что	3	1
31	и кровь от	2	1
32	от плоти и	2	1
33	и различие между	1	1
34	именно потому и	1	1
35	может быть и	1	1
36	к западной европе	1	1
37	и когда мы	1	1
38	не только те	1	1
39	не заключается ли	1	1
40	плоть от плоти	2	1
41	отношении к культуре	1	1
42	в значительной степени	1	1
43	есть только одно	1	1
44	и связанной с	1	1
45	не могут быть	2	1
46	во всех этих	1	1
47	в том случае	1	1
48	то время как	2	1
49	друг к другу	1	1
50	одна и та	1	1
51	это потому что	1	1
52	кровь от крови	2	1
53	как и всякая	1	1
54	в начале xx	1	1
55	но также и	1	1
56	том смысле что	1	1
57	в то время	2	1
58	в своей потребности	1	1
59	начале xx века	1	1
60	своей потребности в	1	1
61	с еще большей	1	1
62	это значит что	3	1
63	одно из явлений	1	1
64	оно не может	1	1
65	выходит за пределы	1	1
66	но не в	1	1
67	и ту же	1	1
68	для нас в	1	1
69	в том смысле	2	1
70	во многих отношениях	1	1
71	к ней в	1	1
72	в себе в	1	1
73	одну и ту	1	1
74	и не быть	1	1
75	с разных точек	1	1
