N	3gram	Tiupa_Narr_1	RusskieA
1	в том что	5	18
2	состоит в том	2	13
3	в данном случае	8	6
4	для того чтобы	3	6
5	и т д	1	5
6	о том что	2	4
7	в этих случаях	1	3
8	в отличие от	2	3
9	не может быть	4	3
10	подобно тому как	3	3
11	тем не менее	3	2
12	что иное как	1	2
13	же как и	1	2
14	между тем это	1	2
15	в этом и	3	2
16	бросается в глаза	1	2
17	мы не можем	1	2
18	с одной стороны	1	2
19	на другой день	3	2
20	этом и состоит	3	1
21	а на другой	1	1
22	что каждый из	1	1
23	же в этой	1	1
24	потому что в	1	1
25	на себя внимание	3	1
26	более или менее	1	1
27	что один из	1	1
28	но в данном	1	1
29	а в поле	1	1
30	одна из особенностей	1	1
31	потому что на	1	1
32	но и в	2	1
33	как мы увидим	1	1
34	в этом отношении	3	1
35	из того что	1	1
36	у нас нет	1	1
37	одна из них	1	1
38	об этом не	1	1
39	может быть и	1	1
40	в предыдущей главе	1	1
41	в этой связи	1	1
42	он приходится на	1	1
43	может быть не	2	1
44	во всяком случае	2	1
45	жизни столь важное	1	1
46	в город с	2	1
47	так как это	1	1
48	не входит в	1	1
49	что именно в	1	1
50	дело в том	2	1
51	с другой стороны	1	1
52	быть не только	1	1
53	имея в виду	1	1
54	в свою очередь	2	1
55	к этому времени	1	1
56	ни одна из	1	1
57	не только на	2	1
58	братьев и сестер	1	1
59	можно сказать что	2	1
60	для его решения	1	1
61	на то что	2	1
62	мы уже знаем	1	1
63	по своим формам	1	1
64	как и в	1	1
65	как мы видели	1	1
