N	2gram	Losev_Vlad_3	Myslijsy
1	потому что	11	52
2	то есть	24	42
3	и в	40	39
4	может быть	8	27
5	в том	18	26
6	только в	13	25
7	не может	14	22
8	что в	17	22
9	не только	25	21
10	так как	7	21
11	а не	8	21
12	в нем	3	20
13	но и	18	20
14	и не	25	18
15	том что	18	16
16	так что	14	16
17	в этом	16	15
18	не в	3	15
19	если бы	3	14
20	в себе	9	13
21	таким образом	11	13
22	так и	6	13
23	было бы	4	12
24	в душе	1	11
25	есть только	9	11
26	точно так	4	11
27	мы не	2	10
28	как в	1	10
29	по себе	6	10
30	и что	8	10
31	а потому	1	10
32	то что	28	10
33	в человеке	1	10
34	не есть	10	10
35	но в	4	9
36	как и	7	9
37	для нас	5	9
38	там же	7	9
39	тем что	5	9
40	но не	4	8
41	точки зрения	13	8
42	в одном	5	8
43	того что	7	8
44	со стороны	2	8
45	вместе с	7	8
46	по его	2	7
47	в ней	5	7
48	в истории	5	7
49	же с	7	7
50	с этим	2	7
51	духа и	1	7
52	и воли	1	7
53	это не	3	7
54	в этих	2	7
55	должны быть	1	7
56	то и	2	7
57	с другой	5	7
58	должно быть	5	7
59	то же	4	6
60	независимо от	3	6
61	все же	4	6
62	и как	7	6
63	бы не	1	6
64	при этом	3	6
65	и по	2	6
66	не менее	9	6
67	того как	1	6
68	тем не	10	6
69	что на	2	6
70	в каком	4	6
71	что и	7	6
72	еще не	4	6
73	в природе	1	6
74	как бы	3	6
75	то это	10	5
76	во всех	1	5
77	не видно	1	5
78	то в	6	5
79	не имеют	2	5
80	с тем	7	5
81	несмотря на	7	5
82	возможно только	1	5
83	не имеет	4	5
84	и его	10	5
85	что при	1	5
86	которые мы	1	5
87	язык и	1	5
88	в его	14	5
89	вовсе не	13	5
90	друг друга	2	5
91	что человек	1	5
92	души и	1	5
93	так же	8	5
94	и потому	10	5
95	но это	6	5
96	и для	3	5
97	а в	7	5
98	другой стороны	2	5
99	в таком	3	5
100	этой теории	1	4
101	вопрос о	4	4
102	есть нечто	1	4
103	с но	1	4
104	а только	7	4
105	из этих	3	4
106	этом смысле	3	4
107	мы видели	3	4
108	том смысле	1	4
109	тем самым	2	4
110	в то	7	4
111	а так	1	4
112	никогда не	11	4
113	же время	2	4
114	и притом	3	4
115	во всем	6	4
116	не могут	2	4
117	к тому	7	4
118	каждый раз	1	4
119	бы в	2	4
120	и других	1	4
121	для него	8	4
122	само по	3	4
123	в более	1	4
124	не было	5	4
125	и даже	6	4
126	в действительности	1	4
127	прежде всего	10	4
128	притом не	1	4
129	что мы	2	4
130	самого себя	2	4
131	слова и	1	4
132	в смысле	6	4
133	от того	4	4
134	мы видим	1	4
135	в свою	1	4
136	в своих	7	4
137	а между	1	3
138	не иначе	2	3
139	того же	2	3
140	только потому	1	3
141	противном случае	1	3
142	должна быть	2	3
143	что если	4	3
144	есть вместе	1	3
145	и то	9	3
146	очевидно что	1	3
147	сама по	1	3
148	относится к	1	3
149	в своем	8	3
150	в противном	1	3
151	хотя и	7	3
152	что по	1	3
153	в самом	4	3
154	что это	9	3
155	думать что	1	3
156	что слово	1	3
157	он не	8	3
158	а вместе	1	3
159	то ни	3	3
160	что все	7	3
161	в мире	2	3
162	и с	9	3
163	заключается в	1	3
164	и тем	3	3
165	в жизни	2	3
166	в них	1	3
167	в этой	8	3
168	во внимание	1	3
169	не мог	6	3
170	не так	3	3
171	и при	1	3
172	в своей	9	3
173	и без	1	3
174	с точки	6	3
175	бытия и	2	3
176	друг другу	1	3
177	что сам	1	3
178	с так	1	3
179	тому что	4	3
180	она не	2	3
181	для того	2	3
182	и другое	1	3
183	самого начала	1	3
184	только из	1	3
185	на него	2	3
186	не могло	1	3
187	дух человеческий	1	3
188	оно не	3	3
189	для себя	5	3
190	и это	6	3
191	с самого	1	3
192	когда в	1	3
193	к первому	2	3
194	том как	1	3
195	и вообще	3	3
196	и во	1	3
197	в глазах	1	3
198	по мнению	4	3
199	но как	2	3
200	с одной	3	3
201	если мы	4	3
202	только на	5	3
203	есть уже	1	3
204	и их	1	3
205	представить себе	1	3
206	могло бы	2	3
207	нужно было	1	3
208	что для	1	3
209	связи с	2	3
210	но оно	2	3
211	в самой	1	3
212	одной стороны	3	3
213	в сравнении	2	3
214	в состоянии	1	3
215	только для	1	3
216	к которому	1	3
217	и от	6	3
218	имеют для	1	3
219	об отношении	2	3
220	развития и	1	3
221	то не	2	3
222	и все	4	3
223	к этой	2	3
224	мы должны	4	3
225	сказать что	12	3
226	по поводу	1	3
227	как на	3	3
228	во всяком	3	3
229	словом и	1	2
230	чтобы не	1	2
231	но тогда	2	2
232	по времени	1	2
233	и есть	1	2
234	есть не	2	2
235	в сущности	2	2
236	бы то	3	2
237	живых существ	1	2
238	то мы	1	2
239	то он	4	2
240	мы будем	2	2
241	не все	3	2
242	что дух	1	2
243	за пределы	3	2
244	которые не	2	2
245	в течение	4	2
246	сознания в	1	2
247	на что	1	2
248	в которой	2	2
249	в целом	2	2
250	образом и	1	2
251	на то	4	2
252	но на	2	2
253	и если	7	2
254	с первыми	1	2
255	теории и	1	2
256	после этого	1	2
257	так сказать	1	2
258	к одному	1	2
259	оно должно	4	2
260	в понятии	1	2
261	и более	2	2
262	что одно	1	2
263	с этой	2	2
264	но все	3	2
265	на все	1	2
266	мог бы	4	2
267	само собою	1	2
268	для них	1	2
269	но уже	2	2
270	о которых	2	2
271	чем в	4	2
272	в один	1	2
273	и необходимость	1	2
274	но если	5	2
275	что такая	2	2
276	взгляд на	2	2
277	в их	2	2
278	и понятия	1	2
279	природы но	1	2
280	но он	1	2
281	том и	1	2
282	том же	1	2
283	это будет	1	2
284	деятельности в	1	2
285	от нас	1	2
286	и всегда	2	2
287	то чего	1	2
288	дело в	5	2
289	на себе	1	2
290	что иное	1	2
291	того чтобы	3	2
292	только не	1	2
293	до своего	1	2
294	следовательно и	1	2
295	в разных	2	2
296	заметить что	2	2
297	как будто	1	2
298	все то	3	2
299	когда мы	1	2
300	сравнении с	2	2
301	идеи то	1	2
302	ничего общего	5	2
303	как мы	8	2
304	не будет	6	2
305	каждому из	1	2
306	с ее	1	2
307	только при	4	2
308	воля не	1	2
309	только то	2	2
310	и которые	1	2
311	стремление к	1	2
312	в виду	3	2
313	иное как	1	2
314	глазах самого	1	2
315	и должно	1	2
316	о том	11	2
317	никак не	4	2
318	одного из	1	2
319	утверждает что	4	2
320	все в	1	2
321	и только	3	2
322	еще более	1	2
323	что бы	3	2
324	в теории	2	2
325	еще только	1	2
326	и следовательно	1	2
327	как например	2	2
328	для нее	1	2
329	по этому	3	2
330	уже не	9	2
331	не можем	2	2
332	вопроса о	1	2
333	же в	3	2
334	в начале	2	2
335	при помощи	4	2
336	за ним	1	2
337	нуждается в	1	2
338	иначе как	1	2
339	и вместе	2	2
340	даже и	12	2
341	таком виде	1	2
342	влияние на	1	2
343	точке зрения	2	2
344	у нас	5	2
345	на этот	1	2
346	таком случае	2	2
347	для человека	1	2
348	в одно	2	2
349	если не	6	2
350	с а	1	2
351	нет ничего	2	2
352	с какою	1	2
353	его на	1	2
354	их к	1	2
355	тех и	1	2
356	можно думать	2	2
357	даже с	1	2
358	не создает	1	2
359	что же	9	2
360	и о	4	2
361	как предмет	1	2
362	заставляет нас	1	2
363	видно что	1	2
364	стороны и	2	2
365	между прочим	5	2
366	находится во	1	2
367	это последнее	2	2
368	нисколько не	3	2
369	но с	2	2
370	ли в	1	2
371	не существует	2	2
372	как дух	1	2
373	хотя бы	6	2
374	что а	2	2
375	только что	2	2
376	все они	2	2
377	ни было	1	2
378	но вместе	1	2
379	не что	1	2
380	что даже	2	2
381	из этого	2	2
382	жизни и	1	2
383	но эти	1	2
384	бы даже	1	2
385	то оно	1	2
386	все что	1	2
387	не зависит	1	1
388	то чему	2	1
389	слова является	1	1
390	отношения к	5	1
391	например в	1	1
392	же как	3	1
393	до него	1	1
394	человека и	3	1
395	начинается с	1	1
396	сам по	2	1
397	самом деле	1	1
398	силы и	1	1
399	бы для	1	1
400	решительно все	1	1
401	в чисто	1	1
402	скажет что	1	1
403	из его	1	1
404	едва ли	11	1
405	нельзя назвать	2	1
406	с таким	2	1
407	и этот	2	1
408	его не	1	1
409	можно и	1	1
410	менее если	3	1
411	мы имеем	3	1
412	вместе в	1	1
413	было больше	1	1
414	и духа	1	1
415	имеет свою	2	1
416	чувства какие	1	1
417	на эти	2	1
418	в возможности	1	1
419	не столько	3	1
420	и бытия	2	1
421	не вполне	2	1
422	на себя	2	1
423	природы то	1	1
424	они были	1	1
425	которое в	3	1
426	так а	1	1
427	в каждой	1	1
428	и самого	1	1
429	и на	6	1
430	не имел	2	1
431	на их	1	1
432	мы спросим	1	1
433	что его	2	1
434	в чем	3	1
435	бы мы	1	1
436	превращены в	1	1
437	с его	2	1
438	и бог	1	1
439	того чего	1	1
440	на самом	3	1
441	легко может	2	1
442	не то	1	1
443	если в	1	1
444	а и	2	1
445	уже как	1	1
446	некоторые черты	1	1
447	себе и	2	1
448	что они	1	1
449	может считаться	1	1
450	во что	2	1
451	о необходимости	3	1
452	него только	1	1
453	только ее	1	1
454	есть цель	1	1
455	и нет	1	1
456	перед нами	3	1
457	когда он	1	1
458	самая общая	1	1
459	более или	5	1
460	это определение	1	1
461	ясно и	1	1
462	от этого	2	1
463	еще на	1	1
464	та же	1	1
465	человеческую личность	1	1
466	бы с	1	1
467	он в	1	1
468	все эти	5	1
469	в нашем	2	1
470	так в	1	1
471	тоже не	5	1
472	в известном	1	1
473	с их	3	1
474	сказать чтобы	1	1
475	но его	1	1
476	не годится	1	1
477	мира но	1	1
478	как он	1	1
479	его но	1	1
480	говоря только	2	1
481	человек не	1	1
482	что каждая	1	1
483	представляются в	1	1
484	перестает быть	1	1
485	всем своем	1	1
486	во взаимном	1	1
487	есть переход	1	1
488	поэтому его	1	1
489	не как	2	1
490	без всяких	1	1
491	важную роль	1	1
492	не исчерпывают	1	1
493	само это	2	1
494	его от	1	1
495	что ни	1	1
496	может существовать	1	1
497	объективно и	1	1
498	что она	2	1
499	которое как	1	1
500	одно и	2	1
501	или слово	1	1
502	же не	2	1
503	времени а	1	1
504	лишь в	1	1
505	его в	2	1
506	было в	1	1
507	и мы	1	1
508	всю свою	1	1
509	истории и	1	1
510	должен был	2	1
511	даже по	1	1
512	которым он	1	1
513	только логически	1	1
514	который сам	1	1
515	которое хотя	1	1
516	этого слова	1	1
517	рядом с	1	1
518	все равно	1	1
519	далеко не	3	1
520	были в	2	1
521	этой чисто	1	1
522	не всегда	1	1
523	жизни но	1	1
524	нам не	1	1
525	с такой	2	1
526	развития которая	1	1
527	одно целое	1	1
528	можно считать	5	1
529	обратимся к	1	1
530	что собственно	1	1
531	возможность есть	1	1
532	любви и	1	1
533	или менее	5	1
534	для преобразования	1	1
535	выходила за	1	1
536	и вполне	2	1
537	во время	1	1
538	и другие	1	1
539	что истина	2	1
540	от своего	1	1
541	нужно говорить	1	1
542	организм есть	1	1
543	самое название	1	1
544	в отношении	5	1
545	в такой	1	1
546	в письме	1	1
547	все духовное	1	1
548	в котором	4	1
549	на свою	1	1
550	ничего в	1	1
551	себе а	1	1
552	или вернее	1	1
553	в которых	1	1
554	признать что	1	1
555	должны были	1	1
556	иначе а	1	1
557	но жизнь	1	1
558	своей жизни	1	1
559	есть его	1	1
560	выше мы	2	1
561	а есть	2	1
562	не понимает	2	1
563	их в	1	1
564	общего и	1	1
565	что этот	3	1
566	о значении	2	1
567	или если	1	1
568	возвращается к	1	1
569	как можно	2	1
570	даже в	4	1
571	случае мы	1	1
572	что есть	3	1
573	какие бы	1	1
574	ничего такого	1	1
575	случае эта	1	1
576	что с	1	1
577	виду что	1	1
578	начинает с	1	1
579	в науке	1	1
580	что историческое	1	1
581	но только	2	1
582	для всего	1	1
583	философской системы	2	1
584	ничего не	5	1
585	и весь	1	1
586	такого положения	1	1
587	ровно ничего	2	1
588	по своей	2	1
589	гораздо богаче	1	1
590	и чувства	1	1
591	это слово	1	1
592	вернее сказать	1	1
593	сознанием и	1	1
594	к этим	1	1
595	и теперь	1	1
596	до того	1	1
597	доказать что	1	1
598	этом отношении	2	1
599	был бы	3	1
600	в известных	1	1
601	может показаться	2	1
602	что вследствие	1	1
603	в духе	3	1
604	и другим	1	1
605	он вечно	1	1
606	и найти	2	1
607	указывает на	1	1
608	самостоятельно и	1	1
609	указываем на	1	1
610	необходимым и	1	1
611	ниже мы	1	1
612	им в	1	1
613	своего развития	1	1
614	как не	2	1
615	говоря уже	1	1
616	здесь не	3	1
617	всего этого	1	1
618	в ее	1	1
619	с каким	3	1
620	ни стало	2	1
621	такой взгляд	1	1
622	то время	4	1
623	всей своей	2	1
624	роль в	2	1
625	человеческой воли	1	1
626	различие между	1	1
627	если они	2	1
628	то как	3	1
629	iii в	1	1
630	можно было	5	1
631	другое в	1	1
632	те же	1	1
633	не с	4	1
634	мы только	1	1
635	здесь нет	2	1
636	оно как	1	1
637	еще в	5	1
638	в результате	4	1
639	и многое	1	1
640	не исчерпывается	1	1
641	зрения но	1	1
642	является в	2	1
643	он служит	1	1
644	о воплощении	1	1
645	отрицать что	1	1
646	другой не	1	1
647	смысле и	1	1
648	слова а	1	1
649	как идея	4	1
650	это все	1	1
651	мы могли	1	1
652	в другом	2	1
653	на вопрос	1	1
654	внимание на	1	1
655	разумеется в	1	1
656	притом в	1	1
657	и сделать	1	1
658	но об	1	1
659	отличаются от	1	1
660	к истине	1	1
661	или как	4	1
662	к нему	3	1
663	о влиянии	1	1
664	видели выше	2	1
665	во всей	1	1
666	вслед за	1	1
667	даже для	1	1
668	есть тоже	1	1
669	знания и	2	1
670	и об	1	1
671	других источников	1	1
672	таким а	1	1
673	значит что	6	1
674	тех пор	1	1
675	но так	1	1
676	мысль и	1	1
677	один из	1	1
678	то направление	1	1
679	мы действительно	1	1
680	которым мы	1	1
681	что он	5	1
682	мысли если	1	1
683	в какой	2	1
684	известного рода	1	1
685	как нечто	3	1
686	здесь три	1	1
687	это стремление	1	1
688	такое же	1	1
689	в обществе	2	1
690	перехода к	1	1
691	всяком случае	3	1
692	многое не	1	1
693	уже в	3	1
694	и необходимо	1	1
695	нами и	1	1
696	мы бы	7	1
697	в виде	13	1
698	и скорее	1	1
699	дух как	1	1
700	когда оно	2	1
701	мышления и	1	1
702	из них	2	1
703	разума и	2	1
704	он принадлежит	1	1
705	говорит что	1	1
706	него нет	1	1
707	не находит	1	1
708	нечто общее	1	1
709	ни в	10	1
710	ними нет	1	1
711	мы находим	2	1
712	не для	1	1
713	от тех	1	1
714	божественности и	1	1
715	очевидно не	1	1
716	из одной	1	1
717	но что	2	1
718	у него	24	1
719	него это	1	1
720	и никакой	1	1
721	должны сказать	2	1
722	не говорит	5	1
723	такой точки	1	1
724	же невозможно	1	1
725	легко можно	1	1
726	духовных сил	2	1
727	в свой	1	1
728	и произведения	1	1
729	до сих	1	1
730	свою историю	1	1
731	но собственно	1	1
732	нельзя сказать	3	1
733	говорить и	1	1
734	именно в	3	1
735	в каких	2	1
736	и красоте	2	1
737	представления но	1	1
738	еще и	18	1
739	себя и	1	1
740	многое другое	1	1
741	только к	2	1
742	их не	1	1
743	к сожалению	1	1
744	менее он	1	1
745	идеи в	1	1
746	не на	2	1
747	как невозможно	1	1
748	что несмотря	2	1
749	человеческой жизни	1	1
750	и непосредственно	1	1
751	именно так	1	1
752	к стремлению	1	1
753	человек есть	2	1
754	и оно	1	1
755	то по	2	1
756	понятие о	2	1
757	а следовательно	1	1
758	в боге	6	1
759	к высшему	1	1
760	в связи	3	1
761	как именно	3	1
762	я хочу	1	1
763	в творчестве	1	1
764	начиная с	1	1
