N	3gram	Tiupa_Hudo_2	Problema
1	с точки зрения	2	11
2	той или иной	1	11
3	тем не менее	3	10
4	содержит в себе	1	8
5	в том что	11	8
6	то же самое	2	6
7	с другой стороны	1	6
8	в данном случае	2	5
9	можно было бы	2	4
10	не только в	2	4
11	не только не	2	4
12	мы имеем дело	1	3
13	только в том	2	3
14	то и другое	1	3
15	точно так же	1	3
16	того или иного	2	3
17	о том что	7	3
18	и т д	2	3
19	и в других	1	2
20	хотя бы и	2	2
21	как будто бы	2	2
22	тот или иной	1	2
23	же самое время	1	2
24	здесь не в	1	2
25	то время как	1	2
26	а также и	1	2
27	и не было	1	2
28	не только для	1	2
29	только в таком	1	2
30	для того чтобы	3	2
31	заключается в том	1	2
32	в то время	1	2
33	в то же	4	2
34	к тому же	2	2
35	но все же	1	1
36	на том что	1	1
37	при переходе от	1	1
38	о себе в	1	1
39	дело здесь не	1	1
40	и сама жизнь	1	1
41	представляется в виде	1	1
42	дело в том	1	1
43	это было бы	1	1
44	но это только	1	1
45	о том как	2	1
46	же как и	1	1
47	как раз и	1	1
48	и в то	2	1
49	рядом с собой	2	1
50	что он не	1	1
51	бы то ни	1	1
52	что не только	1	1
53	том числе и	1	1
54	да и с	1	1
55	в жизни и	1	1
56	в таком случае	1	1
57	до сих пор	2	1
58	не то что	1	1
59	и то что	1	1
60	того чтобы не	1	1
61	так же как	2	1
62	но и его	1	1
63	и уже давно	1	1
64	сих пор мы	1	1
65	с одной стороны	3	1
66	имеем дело с	1	1
67	которая была бы	1	1
68	несмотря на свой	1	1
69	в том числе	1	1
70	а в том	1	1
71	в этом произведении	1	1
72	в соединении с	1	1
73	и т п	2	1
74	но и для	1	1
75	с самого начала	1	1
76	в настоящее время	1	1
77	к тому что	4	1
78	легко может быть	1	1
79	в это время	1	1
80	как и в	3	1
81	именно потому что	1	1
