N	2gram	Bakhtin_sl_2	Problemy
1	и не	22	31
2	и в	39	29
3	в его	7	24
4	может быть	37	24
5	в этом	16	22
6	а не	14	22
7	в нем	19	19
8	точки зрения	8	19
9	как бы	7	19
10	для него	7	18
11	не только	24	15
12	то что	2	15
13	то же	4	14
14	и его	33	14
15	рядом с	3	14
16	но и	21	14
17	в пределах	13	13
18	с точки	3	13
19	уже не	5	13
20	точка зрения	2	12
21	таким образом	8	12
22	как и	6	12
23	не может	20	12
24	о себе	1	12
25	в самом	1	10
26	в то	4	10
27	только в	5	10
28	в одном	2	10
29	там где	6	10
30	героя и	5	10
31	все эти	6	9
32	с его	7	9
33	все же	6	9
34	это не	5	9
35	же время	4	9
36	о нем	2	9
37	но не	6	9
38	в романе	46	9
39	по отношению	4	8
40	самого героя	1	8
41	что в	3	8
42	по себе	5	8
43	в каждом	1	8
44	как не	1	8
45	в том	5	8
46	что он	2	8
47	авторского слова	1	8
48	до конца	17	8
49	в своем	6	8
50	в своей	1	8
51	отношению к	4	8
52	и изображения	1	7
53	а как	1	7
54	и на	4	7
55	за пределы	2	7
56	и как	3	7
57	но в	6	7
58	в себе	2	7
59	самого автора	2	7
60	зрения на	2	7
61	входит в	4	7
62	с другими	4	7
63	достоевского и	1	7
64	том что	5	7
65	не в	9	7
66	вовсе не	10	7
67	она не	6	7
68	так и	15	7
69	в форме	2	7
70	слово героя	2	7
71	прежде всего	8	7
72	в романах	3	7
73	мира и	5	7
74	а в	4	7
75	одним из	2	6
76	изображения и	2	6
77	менее всего	2	6
78	в одной	1	6
79	как в	13	6
80	сливается с	4	6
81	в целом	1	6
82	выражение в	1	6
83	что она	1	6
84	в мире	1	6
85	его в	4	6
86	несмотря на	1	6
87	точку зрения	3	6
88	его целом	1	6
89	могут быть	7	6
90	к нему	3	6
91	на мир	2	6
92	в конце	1	6
93	так как	4	6
94	как раз	1	6
95	и потому	7	6
96	не могут	5	6
97	все это	16	6
98	это и	2	5
99	должна быть	3	5
100	в зависимости	4	5
101	той же	3	5
102	зависимости от	4	5
103	у него	3	5
104	с их	3	5
