N	2gram	Tiupa_Lite_2	Dialekti
1	и не	11	30
2	и т	2	21
3	и в	19	18
4	точки зрения	4	17
5	ничего не	3	17
6	может быть	17	17
7	в нем	3	16
8	не имеет	1	15
9	так что	4	15
10	потому что	2	14
11	а не	20	14
12	не только	8	13
13	и даже	8	13
14	то что	7	13
15	что в	4	13
16	в этом	9	12
17	было бы	2	12
18	с точки	3	12
19	и что	2	12
20	не может	9	12
21	что это	1	11
22	в себе	6	11
23	что он	3	11
24	так как	3	11
25	как бы	2	11
26	то же	12	10
27	прежде всего	4	10
28	и то	3	9
29	отнюдь не	4	9
30	так и	7	9
31	это не	1	9
32	том что	7	9
33	никогда не	3	9
34	в том	10	9
35	но это	3	8
36	и как	3	7
37	то в	2	7
38	что не	2	7
39	той или	1	7
40	отождествляется с	1	7
41	мы находим	1	7
42	вовсе не	2	7
43	не просто	1	7
44	но и	10	7
45	его не	1	6
46	хотя бы	2	6
47	в чем	1	6
48	но в	2	6
49	с другой	8	6
50	и вот	1	6
51	не в	4	6
52	в то	9	6
53	с ним	2	6
54	никак не	1	6
55	можно сказать	1	6
56	ни с	1	6
57	не было	2	6
58	я не	5	5
59	и он	3	5
60	общего с	1	5
61	в своем	1	5
62	все же	2	5
63	себе не	2	5
64	в противоположность	2	5
65	на то	1	5
66	и с	3	5
67	и мы	1	5
68	в этих	1	5
69	в отношении	1	5
70	в виду	2	5
71	можно было	1	5
72	не с	3	5
73	как же	1	5
74	он сам	1	5
75	в особенности	1	5
76	говорит о	1	5
77	есть и	1	5
78	а в	3	5
79	это и	1	4
80	мы говорим	1	4
81	как он	2	4
82	одно и	2	4
83	он есть	1	4
84	но лишь	3	4
85	у тютчева	1	4
86	по крайней	2	4
87	и притом	1	4
88	только и	1	4
89	же время	9	4
90	к тому	1	4
91	ничего общего	1	4
92	как мы	1	4
93	не могу	2	4
94	в душу	1	4
95	только то	1	4
96	быть может	3	4
97	о том	2	4
98	от него	1	4
99	крайней мере	2	4
100	это я	1	4
101	но не	5	4
102	и жизни	3	4
103	с какой	1	4
104	в конце	2	4
105	как раз	2	4
106	как это	2	4
107	так же	1	4
108	другой стороны	4	4
109	отношения к	1	3
110	самом деле	1	3
111	от самого	1	3
112	должна быть	1	3
113	есть не	1	3
114	в ней	4	3
115	мысли и	2	3
116	на самом	1	3
117	если в	2	3
118	все равно	2	3
119	стороны и	1	3
120	от этого	1	3
121	но эта	1	3
122	в самом	1	3
123	от бога	1	3
124	он не	5	3
125	всех этих	1	3
126	и еще	2	3
127	то как	2	3
128	что ни	1	3
129	в них	2	3
130	имеет ничего	1	3
131	в их	3	3
132	что я	2	3
133	даже в	4	3
134	тому что	1	3
135	вплоть до	3	3
136	на себе	1	3
137	в основе	2	3
138	но только	2	3
139	в сознании	1	3
140	могут быть	2	3
141	и о	1	3
142	жизнь и	1	3
143	что и	2	3
144	один из	4	3
145	но с	3	3
146	к свету	2	3
147	только на	1	3
148	даже и	2	3
149	же это	1	3
150	или иной	1	3
151	еще и	1	3
152	а он	1	3
153	и потому	1	3
154	в данном	3	3
155	что же	1	3
156	в его	4	3
157	тех или	1	3
158	не является	2	3
159	он чувствовал	1	3
160	и все	1	3
161	бы в	1	3
162	еще более	1	3
163	конце концов	1	3
164	отношении к	1	3
165	жизни и	4	3
166	гораздо более	1	3
167	же как	2	2
168	и управляет	1	2
169	и состоит	1	2
170	что уже	1	2
171	мы и	1	2
172	но как	2	2
173	себе и	3	2
174	относится к	1	2
175	на деле	1	2
176	и где	1	2
177	творчества как	2	2
178	он на	2	2
179	все эти	1	2
180	сам является	1	2
181	на земле	1	2
182	на этом	2	2
183	образа и	1	2
184	это конечно	1	2
185	в каждом	2	2
186	в мире	9	2
187	с другими	1	2
188	ничего такого	1	2
189	но уже	2	2
190	мы имеем	1	2
191	с этой	2	2
192	как и	10	2
193	между собою	1	2
194	со всей	1	2
195	в своей	1	2
196	то он	1	2
197	себе а	1	2
198	во всем	1	2
199	и от	1	2
200	ко всему	2	2
201	ни было	2	2
202	вещей и	1	2
203	того кто	1	2
204	можно указать	1	2
205	не знает	2	2
206	не менее	6	2
207	но они	1	2
208	не лучше	1	2
209	же он	1	2
210	из того	2	2
211	и эта	1	2
212	этом отношении	3	2
213	на нем	1	2
214	в другом	3	2
215	мог бы	1	2
216	для этого	2	2
217	тех кто	4	2
218	на что	1	2
219	грань между	1	2
220	для того	2	2
221	в него	2	2
222	того что	5	2
223	же можно	1	2
224	с одной	7	2
225	в качестве	5	2
226	с живыми	1	2
227	уже не	2	2
228	то и	3	2
229	из них	2	2
230	чего и	1	2
231	для него	4	2
232	т п	2	2
233	дальше в	1	2
234	ее на	1	2
235	со стороны	3	2
236	живой и	1	2
237	как у	1	2
238	что человек	1	2
239	именно в	1	2
240	а с	1	2
241	стремится к	1	2
242	только как	1	2
243	мы сами	2	2
244	он и	2	2
245	в частности	4	2
246	пространства и	1	2
247	как в	1	2
248	одной стороны	6	2
249	еще не	2	2
250	такой же	3	2
251	об одном	1	2
252	и для	3	2
253	быстрее и	1	2
254	не будучи	1	2
255	ни к	1	2
256	я в	7	2
257	свет и	1	2
258	о своем	1	2
259	к этому	1	2
260	этой точки	1	2
261	я и	4	1
262	жизни где	1	1
263	речь идет	3	1
264	что образ	1	1
265	и без	2	1
266	перед лицом	1	1
267	и закон	1	1
268	тем же	3	1
269	сказано что	1	1
270	и до	2	1
271	над которым	1	1
272	той же	2	1
273	и само	1	1
274	это совершенно	1	1
275	мы не	4	1
276	вот она	1	1
277	из этого	1	1
278	он как	1	1
279	вот я	1	1
280	но исключительно	1	1
281	на себя	2	1
282	как я	3	1
283	но даже	1	1
284	частный случай	1	1
285	думаю что	1	1
286	мы пошли	1	1
287	всю их	1	1
288	разумеется не	2	1
289	и этого	1	1
290	что по	1	1
291	себя а	1	1
292	столь же	5	1
293	от себя	1	1
294	говорит и	1	1
295	во всех	3	1
