N	2gram	Losev_Vlad_2	KulturaY
1	и т	1	54
2	т п	1	41
3	и в	30	23
4	точки зрения	7	23
5	в том	18	22
6	не только	12	17
7	в этом	20	16
8	было бы	9	16
9	с точки	3	16
10	самом деле	1	14
11	может быть	7	14
12	в области	3	14
13	в самом	2	13
14	что в	12	13
15	не менее	7	12
16	потому что	9	12
17	для того	2	12
18	том что	12	11
19	того чтобы	2	11
20	можно было	2	11
21	в его	11	11
22	того что	5	11
23	а не	7	11
24	можно говорить	3	10
25	у нас	6	10
26	и не	18	10
27	еще не	1	9
28	таким образом	3	9
29	тем не	6	9
30	хотя бы	3	9
31	так как	5	9
32	прежде всего	6	9
33	т д	1	8
34	лишь в	1	8
35	если бы	1	8
36	в виду	2	8
37	уже не	3	8
38	до сих	1	8
39	сих пор	1	8
40	между прочим	7	8
41	как это	7	7
42	все эти	5	7
43	в нашем	1	7
44	должно быть	3	7
45	речи в	1	7
46	того как	2	7
47	если мы	1	7
48	те же	3	7
49	и что	5	7
50	в данном	3	7
51	сказать что	11	7
52	то же	4	6
53	говорить о	1	6
54	в общем	2	6
55	только в	6	6
56	так и	5	6
57	при этом	5	6
58	и тем	1	6
59	с тем	2	6
60	в их	2	6
61	ничего не	2	6
62	связи с	8	6
63	не может	9	6
64	по себе	5	6
65	о том	4	6
66	после того	2	6
67	что и	3	6
68	тот же	5	6
69	что он	13	6
70	для этого	1	6
71	также и	6	5
72	и есть	2	5
73	как мы	11	5
74	я не	4	5
75	в чем	2	5
76	независимо от	1	5
77	все же	9	5
78	хотя и	6	5
79	из этих	3	5
80	как бы	5	5
81	что она	1	5
82	как и	5	5
83	здесь можно	2	5
84	не в	9	5
85	вовсе не	4	5
86	во внимание	1	5
87	от того	1	5
88	не могут	1	5
89	и должно	1	5
90	при чем	1	5
91	всякого рода	6	5
92	тем что	1	5
93	далеко не	1	5
94	в связи	8	5
95	что же	8	5
96	не будем	1	5
97	тем более	3	5
98	но это	4	5
99	а в	11	5
100	того же	5	4
101	тех же	1	4
102	отношения между	1	4
103	в сущности	2	4
104	точка зрения	1	4
105	как в	3	4
106	в своем	8	4
107	только тогда	2	4
108	целый ряд	1	4
109	вопросом о	1	4
110	в целом	4	4
111	ясно что	1	4
112	что значит	1	4
113	в своей	5	4
114	что такое	1	4
115	не столько	3	4
116	которые в	1	4
117	том чтобы	2	4
118	тогда когда	2	4
119	учения о	3	4
120	как раз	1	4
121	и о	4	4
122	данном случае	2	4
123	пор пока	1	4
124	для нас	7	4
125	а также	10	4
126	заключается в	2	4
127	тех пор	1	4
128	что не	2	4
129	о поэзии	1	4
130	не было	10	4
131	в той	2	4
132	этом случае	1	4
133	до тех	1	4
134	то что	20	4
135	только как	1	4
136	в таком	3	4
137	я и	2	3
138	то в	5	3
139	по преимуществу	1	3
140	той же	4	3
141	есть не	1	3
142	мы не	2	3
143	сам по	2	3
144	в ней	4	3
145	время в	4	3
146	только после	2	3
147	но не	3	3
148	то он	1	3
149	но как	1	3
150	отношение к	4	3
151	что именно	1	3
152	и к	6	3
153	бы и	1	3
154	что это	4	3
155	тому же	1	3
156	он не	4	3
157	в первую	1	3
158	и вот	3	3
159	и с	14	3
160	с этой	4	3
161	мы видели	2	3
162	не так	1	3
163	но если	1	3
164	в которых	1	3
165	не понимает	1	3
166	что сам	1	3
167	так называемого	1	3
168	в отношении	3	3
169	она не	2	3
170	в то	9	3
171	как о	1	3
172	не имеет	2	3
173	на него	1	3
174	говорить и	1	3
175	в каком	1	3
176	не есть	4	3
177	только то	1	3
178	в результате	5	3
179	на вопрос	1	3
180	но и	8	3
181	нас в	2	3
182	это не	2	3
183	этот вопрос	1	3
184	в какой	1	3
185	я в	3	3
186	уже в	3	3
187	в данной	1	3
188	ни в	7	3
189	мы находим	2	3
190	то это	4	3
191	именно в	4	3
192	а именно	6	3
193	первую очередь	1	3
194	xix века	1	3
195	когда мы	3	3
196	по существу	3	3
