N	2gram	Propp_Isto_3	Psycholo
1	то что	7	32
2	и в	22	31
3	в том	9	30
4	и т	16	26
5	что в	15	23
6	может быть	11	22
7	таким образом	10	20
8	при помощи	3	20
9	совершенно ясно	1	19
10	при этом	2	19
11	ясно что	1	19
12	так как	7	18
13	не может	4	17
14	как и	3	16
15	том что	8	16
16	и не	12	16
17	точки зрения	2	15
18	только в	4	14
19	не только	14	13
20	что и	9	13
21	а не	6	13
22	мы не	1	12
23	так же	3	12
24	в этом	17	12
25	не в	4	11
26	могут быть	5	11
27	на то	1	10
28	того что	5	10
29	потому что	3	10
30	самом деле	1	9
31	по себе	1	9
32	ни в	2	9
33	как в	2	9
34	т д	15	8
35	и что	2	8
36	никогда не	3	8
37	что мы	1	8
38	вместе с	9	8
39	все это	1	8
40	во всяком	2	8
41	том чтобы	1	7
42	заключается в	1	7
43	сказать что	3	7
44	и его	4	7
45	о том	3	7
46	тому как	1	7
47	что он	9	7
48	что это	1	6
49	отнюдь не	1	6
50	целый ряд	3	6
51	из этих	3	6
52	что она	5	6
53	было бы	3	6
54	если бы	6	6
55	в его	3	6
56	всяком случае	2	6
57	вовсе не	2	6
58	и даже	2	6
59	одной стороны	2	6
60	а в	6	6
61	художественного творчества	1	6
62	и есть	2	5
63	то же	6	5
64	время как	2	5
65	в ее	1	5
66	с одной	2	5
67	в целом	3	5
68	подобно тому	1	5
69	показывает что	5	5
70	она не	4	5
71	в то	2	5
72	как будто	2	5
73	утверждать что	2	5
74	то время	2	5
75	для нас	4	5
76	с другой	7	5
77	мы видим	8	5
78	так что	5	5
79	совершенно не	2	5
80	как бы	1	5
81	этой точки	1	5
82	все же	5	5
83	и для	2	5
84	и все	3	5
85	другой стороны	7	5
86	же как	2	4
87	в котором	2	4
88	мы имеем	19	4
89	столь же	1	4
90	у него	3	4
91	со всеми	1	4
92	одной и	1	4
93	одна из	2	4
94	совершенно правильно	1	4
95	у нас	4	4
96	очень часто	3	4
97	к тому	3	4
98	со стороны	3	4
99	никак не	1	4
100	прежде всего	3	4
101	между тем	2	4
102	все время	2	4
103	один из	5	4
104	мы увидим	3	4
105	и у	3	4
106	могло бы	1	4
107	мы можем	6	4
108	там где	7	4
109	и так	2	4
110	как это	4	4
111	этого слова	1	4
112	с этой	1	4
113	и о	2	4
114	в этих	11	4
115	указывает на	1	4
116	и другие	4	4
117	к этому	7	4
118	например в	2	3
119	это и	1	3
120	почти всегда	1	3
121	должна быть	1	3
122	той же	2	3
123	вопрос о	2	3
124	в которых	2	3
125	мысль что	1	3
126	но не	7	3
127	с этим	8	3
128	стороны и	3	3
129	в своем	2	3
130	хотя и	2	3
131	что по	2	3
132	и к	3	3
133	но в	10	3
134	уже в	1	3
135	в этой	5	3
136	его и	4	3
137	тому же	2	3
138	состоит в	3	3
139	надо сказать	1	3
140	в силу	2	3
141	и вот	2	3
142	и по	1	3
143	не будет	1	3
144	с тем	2	3
145	мы знаем	2	3
146	в своей	1	3
147	представление о	3	3
148	для объяснения	1	3
149	и той	1	3
150	случае в	2	3
151	точно так	2	3
152	только не	2	3
153	во всем	1	3
154	что на	4	3
155	у меня	5	3
156	и другой	1	3
157	не есть	1	3
158	что при	1	3
159	и это	2	3
160	роль в	2	3
161	так и	2	3
162	что у	3	3
163	каждого из	1	3
164	по тому	1	3
165	он не	5	3
166	ее от	1	3
167	в частности	5	3
168	дело с	2	3
169	который в	1	3
170	не можем	1	3
171	только на	2	3
172	от того	1	3
173	и только	1	3
174	до сих	5	3
175	не было	2	3
176	под влиянием	1	3
177	в одной	3	3
178	исходя из	1	3
179	в состоянии	1	3
180	сих пор	5	3
181	но это	3	3
182	и другими	1	3
183	от всех	1	3
184	т е	16	3
185	жизни и	2	3
186	все что	3	3
187	как на	1	3
188	в таком	1	3
189	ту же	2	2
190	таком случае	1	2
191	и то	2	2
192	на самом	2	2
193	из всех	1	2
194	есть не	1	2
195	она в	1	2
196	как мы	8	2
197	бы что	1	2
198	на место	1	2
199	на эти	1	2
200	человека и	1	2
201	целом не	2	2
202	это отношение	1	2
203	быть в	1	2
204	в чем	3	2
205	только то	1	2
206	в область	1	2
207	но как	1	2
208	не то	1	2
209	отношение к	4	2
210	что они	8	2
211	как говорит	1	2
212	если она	1	2
213	независимо от	2	2
214	есть ли	2	2
215	в себя	1	2
216	действия и	1	2
217	представляет собой	3	2
218	остановиться на	1	2
219	и тот	1	2
220	в нем	9	2
221	главным образом	1	2
222	представления об	1	2
223	в немецкой	3	2
224	как они	1	2
225	и с	4	2
226	не дает	2	2
227	его в	3	2
228	и тем	1	2
229	в них	6	2
230	тенденция к	1	2
231	далеко не	3	2
232	и очень	1	2
233	не всегда	4	2
234	нигде не	1	2
235	такой же	2	2
236	что такое	1	2
237	в такой	1	2
238	с точки	1	2
239	одном из	3	2
240	каждое из	1	2
241	тем не	5	2
242	их в	3	2
243	даже в	2	2
244	можно ли	3	2
245	не менее	5	2
246	из нас	1	2
247	это мы	1	2
248	казалось бы	1	2
249	ничего не	6	2
250	в русском	2	2
251	видим что	4	2
