N	2gram	Trubetskoy_1	FransuaR
1	и в	14	45
2	то есть	1	25
3	и не	19	15
4	в этом	17	14
5	но в	2	14
6	не только	9	14
7	во всех	5	13
8	в его	4	13
9	как бы	4	12
10	во время	2	12
11	что в	4	12
12	то же	11	11
13	в своем	6	11
14	в то	10	11
15	в нем	5	10
16	и с	7	10
17	как и	4	10
18	в том	17	10
19	но и	10	10
20	прежде всего	8	10
21	же время	10	9
22	в ней	2	8
23	таким образом	11	8
24	в самой	1	8
25	как мы	1	8
26	жизни и	4	8
27	вовсе не	1	8
28	так же	2	8
29	также и	1	7
30	он был	1	7
31	том что	9	7
32	не в	4	7
33	потому что	5	7
34	в эпоху	1	7
35	что и	3	7
36	в конце	3	7
37	и все	1	7
38	все это	6	7
39	в этой	4	6
40	он не	5	6
41	всех этих	3	6
42	того чтобы	8	6
43	связи с	3	6
44	так и	1	6
45	что он	6	6
46	так как	4	6
47	для того	6	6
48	самом деле	7	5
49	на самом	6	5
50	это и	1	5
51	с ее	1	5
52	и на	5	5
53	и как	3	5
54	и к	6	5
55	в себя	1	5
56	и у	1	5
57	все эти	2	5
58	его в	4	5
59	с ним	2	5
60	этом отношении	1	5
61	одной из	3	5
62	человека с	1	5
63	и их	1	5
64	в связи	1	5
65	не может	22	5
66	но это	2	5
67	есть и	2	5
68	же как	1	4
69	мы уже	2	4
70	мы не	1	4
71	и о	2	4
72	в сущности	1	4
73	но не	4	4
74	в общем	1	4
75	перед нами	1	4
76	в самом	3	4
77	тому же	1	4
78	по своему	1	4
79	об этом	1	4
80	точки зрения	11	4
81	известной степени	1	4
82	в их	4	4
83	до известной	1	4
84	в основе	1	4
85	у него	2	4
86	и это	1	4
87	можно было	4	4
88	о том	7	4
89	и во	3	4
90	связаны с	1	4
91	только в	5	4
92	с этим	2	4
93	и даже	2	4
94	а не	2	4
95	как это	1	4
96	и от	2	4
97	бы в	1	4
98	все они	3	4
99	а в	5	4
100	как на	8	4
101	такой же	1	4
102	том числе	1	4
103	права и	1	3
104	но она	2	3
105	того же	1	3
106	из этих	3	3
107	в одной	1	3
108	но на	1	3
109	вообще не	1	3
110	и вот	2	3
111	об этой	1	3
112	ни в	2	3
113	до сих	5	3
114	нисколько не	2	3
115	в своей	5	3
116	в которых	1	3
117	не менее	1	3
118	дело в	1	3
119	здесь же	1	3
120	что на	1	3
121	от того	4	3
122	всего этого	1	3
123	не могло	1	3
124	в другом	3	3
125	и внутреннее	1	3
126	это не	1	3
127	именно в	3	3
128	того что	3	3
129	и прежде	1	3
130	для всех	6	3
131	для него	6	3
132	не было	3	3
133	еще и	1	3
134	связь с	1	3
135	вместе с	4	3
136	в течение	2	3
137	по существу	5	3
138	сих пор	5	3
139	и для	6	3
140	и ни	3	3
141	на этот	1	3
142	ту же	1	2
143	и есть	2	2
144	не хочет	1	2
145	с точки	9	2
146	и за	1	2
147	мы говорили	3	2
148	говорить о	3	2
149	в различных	1	2
150	в данном	7	2
151	в сторону	1	2
152	нет и	1	2
153	в истории	1	2
154	все же	4	2
155	кто не	1	2
156	когда он	1	2
157	и наконец	2	2
158	от этого	1	2
159	что это	3	2
160	им в	1	2
161	роль в	1	2
162	и если	7	2
163	при этом	5	2
164	он должен	5	2
165	в начале	2	2
166	но дело	1	2
167	так например	1	2
168	том же	2	2
169	на все	1	2
170	в будущее	1	2
171	лишь в	3	2
172	мира сего	1	2
173	было бы	5	2
174	для них	3	2
175	она и	1	2
176	с тем	6	2
177	несмотря на	3	2
178	у народа	1	2
179	в церкви	1	2
180	народа и	2	2
181	и без	1	2
182	не столько	1	2
183	из области	1	2
184	нельзя было	1	2
185	точку зрения	4	2
186	даже в	1	2
187	что эта	1	2
188	если в	6	2
189	на него	1	2
190	слова но	1	2
191	больше чем	2	2
192	к ней	1	2
193	с другом	14	2
194	три века	1	2
195	в духе	1	2
196	не могут	4	2
197	что все	3	2
198	числе и	1	2
199	к тому	7	2
200	должен быть	1	2
201	если мы	1	2
202	данном случае	3	2
203	и что	2	2
204	на том	3	2
205	же самое	1	2
206	вот это	1	2
207	другом месте	1	2
208	и т.д	4	2
209	но мы	3	2
210	можно сказать	1	2
211	в значительной	3	2
212	к нему	2	2
213	между тем	5	2
214	переходит в	1	2
215	борьба с	1	2
216	в свете	1	2
217	происходит в	1	2
218	внутреннее противоречие	1	2
219	в качестве	3	2
220	в большинстве	3	2
221	значение и	1	2
222	большинстве случаев	2	2
223	роль и	1	2
224	в известной	1	2
225	мы можем	2	2
226	идет в	1	2
227	может быть	9	2
228	церкви и	9	2
229	и только	5	2
230	не подлежит	2	2
231	себя и	5	2
232	превращается в	1	2
233	один из	1	2
234	на эту	2	2
235	в одно	1	2
236	эти последние	1	2
237	нет ни	1	2
238	конечно не	5	2
239	друг с	14	2
240	оставаясь в	1	2
241	благодаря этому	2	2
242	своей жизни	1	2
243	только для	2	2
244	неразрывно связаны	1	2
245	в другое	4	2
246	хотя бы	5	2
247	то что	13	2
248	жизни в	5	2
249	ко всему	1	2
250	это в	2	2
251	к этому	1	2
252	с новыми	1	1
253	вряд ли	3	1
254	играют в	1	1
255	он может	1	1
256	то в	3	1
257	тем же	1	1
258	но главное	1	1
259	и этот	3	1
260	есть не	1	1
261	от всякой	1	1
262	и иерархических	1	1
263	на эти	1	1
264	не была	1	1
265	только эта	1	1
266	то это	3	1
267	проявляется в	2	1
268	чем больше	1	1
269	столь же	1	1
270	время в	2	1
271	с реальной	1	1
272	особенно если	1	1
273	но как	1	1
274	нельзя понимать	1	1
275	по отношению	2	1
276	не просто	2	1
277	друг от	2	1
278	себя вне	1	1
279	что они	3	1
280	земного шара	1	1
281	что во	1	1
282	что кроме	1	1
283	целый ряд	2	1
284	что по	1	1
285	жизни нет	1	1
286	имеет в	1	1
287	он на	1	1
288	и стремления	1	1
289	формы в	1	1
290	бы не	1	1
291	в себе	9	1
292	другом случае	2	1
293	связи между	1	1
294	материальных потребностей	1	1
295	на то	5	1
296	этой культуры	2	1
297	время и	1	1
298	а скорее	1	1
299	о которой	1	1
300	творца и	1	1
301	же это	1	1
302	никакому сомнению	1	1
303	котором мы	1	1
304	только но	1	1
305	и верующих	1	1
306	на земле	4	1
307	чтобы в	2	1
308	быть самим	4	1
309	никому не	1	1
310	и по	3	1
311	находит себе	1	1
312	но все	1	1
313	человека в	1	1
314	как оно	1	1
315	значительной степени	1	1
316	в одну	1	1
317	для всей	1	1
318	целое как	1	1
319	в мире	4	1
320	и неизбежно	1	1
321	свой разум	1	1
322	момент и	1	1
323	самим собой	12	1
324	полной мере	1	1
325	на этой	2	1
326	всех областях	1	1
327	и мы	1	1
328	чаще всего	1	1
329	в жизни	1	1
330	явствует что	1	1
331	о которых	3	1
332	его было	1	1
333	что не	1	1
334	а за	1	1
