N	2gram	Propp_Russ_1	Problema
1	то есть	3	46
2	в его	2	43
3	и не	6	42
4	и в	36	38
5	не может	4	27
6	может быть	8	26
7	как бы	5	22
8	по отношению	1	21
9	отнюдь не	2	19
10	отношению к	1	19
11	и с	2	17
12	и его	1	16
13	в этом	12	15
14	в нем	2	15
15	и т	10	14
16	только в	4	13
17	т п	1	13
18	независимо от	2	13
19	но не	2	12
20	к материалу	2	11
21	во всех	4	11
22	в области	3	11
23	ни в	1	11
24	и для	2	11
25	таким образом	6	10
26	в их	4	10
27	к нему	1	10
28	не только	22	9
29	не имеет	6	9
30	его в	1	9
31	но и	16	9
32	и как	2	8
33	входит в	4	8
34	было бы	1	8
35	точки зрения	3	8
36	место в	1	8
37	в том	17	8
38	и др	4	8
39	то что	6	8
40	еще не	4	7
41	как и	10	7
42	как мы	10	7
43	между тем	7	7
44	слова в	3	7
45	что в	19	7
46	самом деле	1	6
47	на основе	1	6
48	там где	2	6
49	в м	1	6
50	и наконец	1	6
51	в пределах	1	6
52	не к	1	6
53	не всегда	1	6
54	с точки	3	6
55	ничего не	3	6
56	мы можем	2	6
57	все же	5	6
58	а в	9	6
59	только как	1	6
60	отличие от	1	5
61	в своем	3	5
62	все эти	2	5
63	при этом	6	5
64	то же	3	5
65	это не	10	5
66	в них	6	5
67	далеко не	3	5
68	в отличие	1	5
69	так и	7	5
70	форму в	1	5
71	в основе	1	5
72	и о	1	5
73	с ним	2	5
74	большинстве случаев	2	5
75	дело и	1	5
76	в большинстве	2	5
77	не на	2	5
78	а не	2	5
79	могут быть	2	5
80	имеет место	2	5
81	мы здесь	1	4
82	на самом	2	4
83	должна быть	1	4
84	в виду	1	4
85	в ней	2	4
86	относится к	1	4
87	как в	5	4
88	но в	2	4
89	в нашем	2	4
90	в себе	1	4
91	в данном	1	4
92	значение слова	1	4
93	не менее	3	4
94	но они	3	4
95	в то	1	4
96	должны быть	1	4
97	данном случае	1	4
98	можно было	1	4
99	не с	3	4
100	о том	8	4
101	которых мы	1	4
102	с ними	5	4
103	в других	11	4
104	в форме	1	4
105	к которому	1	4
106	что не	1	4
107	только по	2	4
108	и потому	2	4
109	в более	2	4
110	между ними	1	4
111	сказать что	1	4
112	также и	1	3
113	например в	2	3
114	противном случае	1	3
115	которую мы	1	3
116	говорить о	1	3
117	на них	1	3
118	точка зрения	1	3
119	иногда и	5	3
120	значение имеет	1	3
121	кроме того	1	3
122	и к	3	3
123	не будем	3	3
124	в целом	2	3
125	он не	1	3
126	и тем	1	3
127	несмотря на	3	3
128	том что	19	3
129	тем не	3	3
130	в противном	1	3
131	или как	1	3
132	как только	1	3
133	и это	1	3
134	хотя и	2	3
135	приводит к	3	3
136	в дальнейшем	2	3
137	если бы	1	3
138	но здесь	1	3
139	природы и	2	3
140	на почве	1	3
141	мы увидим	8	3
142	и должна	1	3
143	оно не	1	3
144	себя и	2	3
145	его как	2	3
146	в иных	1	3
147	в область	1	3
148	и на	10	3
149	в тех	4	3
150	но это	4	3
151	все это	6	3
152	не является	1	3
153	и другими	2	3
154	от него	1	3
155	и все	1	3
