N	2gram	Potebnia_M_4	Problema
1	и в	23	44
2	вовсе не	7	37
3	и не	18	35
4	не есть	9	35
5	то есть	34	34
6	может быть	26	28
7	по себе	11	25
8	потому что	33	25
9	то что	29	23
10	в том	23	21
11	только в	15	19
12	а не	12	18
13	в этом	23	17
14	если мы	2	16
15	даже и	3	16
16	для нас	14	16
17	сказать что	8	16
18	когда мы	6	15
19	художественного произведения	1	14
20	и то	5	14
21	не только	10	14
22	и даже	2	14
23	и т	7	13
24	то же	14	13
25	т д	3	13
26	не в	11	13
27	но в	8	12
28	том что	12	12
29	той или	1	12
30	так что	5	12
31	есть символ	1	11
32	то это	8	10
33	так и	6	10
34	как и	14	10
35	тем не	4	10
36	не менее	5	10
37	у нас	2	10
38	в виду	3	10
39	но и	11	10
40	не имеет	5	9
41	в нем	7	9
42	и с	4	9
43	это не	7	9
44	и тем	4	9
45	в то	4	9
46	и это	2	9
47	в его	5	9
48	что и	7	9
49	что он	4	9
50	как нечто	1	9
51	так как	14	9
52	в данном	4	9
53	как бы	5	9
54	же самое	4	9
55	таким образом	24	9
56	во всяком	5	9
57	у гоголя	1	8
58	перед нами	1	8
59	в себе	14	8
60	он не	2	8
61	было бы	8	8
62	но это	3	8
63	и вообще	2	8
64	есть нечто	5	8
65	связи с	3	8
66	как мы	2	8
67	того что	14	8
68	при помощи	3	8
69	а именно	4	8
70	что же	5	8
71	художественное произведение	2	8
72	что мы	10	8
73	что в	17	8
74	мы не	8	7
75	в связи	1	7
76	на самом	3	7
77	все эти	3	7
78	мы должны	2	7
79	указывает на	2	7
80	ничего общего	1	7
81	данном случае	2	7
82	с ним	5	7
83	и что	7	7
84	с другой	2	7
85	уже не	3	7
86	не может	11	7
87	и потому	10	7
88	здесь только	1	7
89	сам по	4	6
90	все же	1	6
91	и к	6	6
92	о том	8	6
93	и если	3	6
94	ясно что	1	6
95	но если	1	6
96	никогда не	3	6
97	другими словами	8	6
98	можно сказать	4	6
99	и только	3	6
100	что символ	1	6
101	всяком случае	3	6
102	сами по	2	6
103	мы можем	10	6
104	нет ничего	3	6
105	в виде	2	6
106	жизни и	1	6
107	и есть	3	5
108	есть не	4	5
109	еще не	3	5
110	значение и	2	5
111	за пределы	1	5
112	в своем	8	5
113	хотя и	5	5
114	в нашем	2	5
115	с тем	7	5
116	есть именно	1	5
117	и сам	1	5
118	точки зрения	4	5
119	в своей	1	5
120	является только	1	5
121	тем самым	4	5
122	как о	1	5
123	и его	2	5
124	и вполне	2	5
125	и о	4	5
126	в ней	2	5
127	и здесь	2	5
128	крайней мере	5	5
129	что здесь	1	5
