N	3gram	Vinokur_Ku_2	Hudozhes
1	в том что	10	11
2	о том что	1	7
3	то же время	3	4
4	в то же	3	4
5	к тому что	1	4
6	том что в	1	3
7	в самом деле	7	3
8	не может быть	4	3
9	как и в	1	3
10	в конечном счете	2	3
11	с одной стороны	1	3
12	для того чтобы	8	3
13	тем не менее	5	3
14	в соответствии с	2	3
15	состоит в том	1	2
16	с точки зрения	8	2
17	только в том	2	2
18	до сих пор	1	2
19	хотя бы и	2	2
20	ни одного слова	1	2
21	и т п	24	2
22	можно было бы	9	2
23	так же как	2	2
24	в данном случае	1	2
25	не более чем	1	2
26	того или иного	2	2
27	все те же	1	2
28	не только в	4	2
29	к тому же	1	2
30	и т д	14	2
31	в частности и	1	1
32	дает себя знать	1	1
33	то что я	1	1
34	что если бы	1	1
35	что я не	3	1
36	не следует что	1	1
37	дело в том	1	1
38	в настоящее время	1	1
39	тот или иной	1	1
40	и в других	1	1
41	что это все	1	1
42	что он не	1	1
43	в том случае	2	1
44	бы то ни	1	1
45	в этом отношении	3	1
46	было бы так	1	1
47	между тем не	1	1
48	точно так же	3	1
49	прежде всего тем	1	1
50	то или иное	2	1
51	только для того	1	1
52	не то что	1	1
53	и то что	1	1
54	том случае если	2	1
55	того чтобы не	1	1
56	в значительной степени	1	1
57	и что на	2	1
58	едва ли не	1	1
59	приводит к тому	1	1
60	мы знаем что	2	1
61	это своего рода	1	1
62	что в глазах	1	1
63	тем что он	2	1
64	сказывается и в	1	1
65	и все его	1	1
66	всего тем что	1	1
67	а также и	1	1
68	с того момента	1	1
69	то время как	1	1
70	не только для	1	1
71	так или иначе	2	1
72	всю свою жизнь	1	1
73	все более и	1	1
74	которая была бы	1	1
75	он уже не	1	1
76	за собой и	1	1
77	лишь в том	1	1
78	с другой стороны	7	1
79	на этом пути	1	1
80	и в том	2	1
81	что же такое	1	1
82	но с другой	1	1
83	заключается в том	1	1
84	в то время	1	1
85	в этом случае	2	1
86	этого термина а	1	1
87	и в самом	2	1
88	но и для	1	1
89	с самого начала	1	1
90	более и более	1	1
91	но все же	2	1
92	можно сказать что	2	1
93	как мы знаем	1	1
94	после того как	1	1
95	что можно сказать	2	1
96	человек в разговоре	1	1
97	оснований говорить о	1	1
98	не нуждается в	1	1
99	случае если бы	1	1
