N	2gram	Tiupa_Narr_1	Dialekti
1	не есть	3	47
2	и не	20	30
3	может быть	25	20
4	не только	32	19
5	и в	19	19
6	по себе	5	18
7	а не	12	16
8	в себе	8	15
9	потому что	1	14
10	то что	11	14
11	в том	18	14
12	и даже	3	14
13	как бы	4	14
14	вовсе не	1	13
15	то же	4	12
16	точки зрения	10	12
17	но и	23	12
18	и все	2	12
19	есть всегда	2	11
20	и как	5	10
21	что это	3	10
22	в нем	4	10
23	ни в	3	10
24	как и	7	10
25	том что	14	10
26	сказать что	4	10
27	так и	9	10
28	это не	2	10
29	по крайней	1	9
30	никогда не	3	9
31	времени и	7	9
32	крайней мере	1	9
33	не может	10	9
34	мы уже	1	8
35	в этом	17	8
36	с точки	2	8
37	не в	14	8
38	есть нечто	1	8
39	личности в	2	8
40	она не	2	8
41	прежде всего	4	8
42	и то	1	7
43	есть не	1	7
44	и к	1	7
45	как это	6	7
46	как будто	3	7
47	совершенно не	2	7
48	пространства и	1	7
49	но это	1	7
50	что в	3	7
51	но не	5	6
52	что они	3	6
53	отнюдь не	5	6
54	в вечности	1	6
55	в то	3	6
56	и вообще	1	6
57	что он	6	6
58	что не	4	6
59	того что	1	6
60	да и	4	6
61	и может	1	6
62	жизни и	3	6
63	и потому	2	5
64	должна быть	2	5
65	говорить о	2	5
66	в силу	4	5
67	все равно	1	5
68	же время	4	5
69	и его	5	5
70	и с	4	5
71	в виду	1	5
72	о том	6	5
73	можно сказать	5	5
74	но как	2	5
75	не мешает	1	5
76	не то	2	5
77	что и	1	5
78	с другой	8	5
79	не обязательно	3	5
80	а именно	3	5
81	и пр	1	5
82	по своему	1	5
83	в смысле	1	5
84	как раз	2	5
85	и времени	1	5
86	в самом	1	5
87	только в	4	5
88	и есть	1	4
89	мифа в	1	4
90	еще не	7	4
91	самом деле	2	4
92	или иное	2	4
93	независимо от	2	4
94	в своем	2	4
95	все же	7	4
96	только то	1	4
97	та же	2	4
98	личность но	1	4
99	при этом	9	4
100	он не	3	4
101	содержит в	1	4
102	и по	1	4
103	таким образом	1	4
104	содержать в	1	4
105	как таковой	1	4
106	но он	1	4
107	с ним	1	4
108	не нуждается	1	4
109	по своей	3	4
110	связи с	4	4
111	в таком	2	4
112	не могут	1	4
113	что оно	1	4
114	той или	4	4
115	в ее	3	4
116	то или	3	4
117	и когда	2	4
118	в другом	1	4
119	может не	3	4
120	к нему	5	4
121	и только	2	4
122	может содержать	1	4
123	субъекта и	2	4
124	во времени	8	4
125	уже в	3	4
126	ни с	1	4
127	одно из	2	4
128	от того	1	4
129	нельзя сказать	1	4
130	в связи	2	4
131	в меру	1	4
132	могут быть	3	4
133	быть и	1	4
134	хотя бы	4	4
135	а в	11	4
136	другой стороны	4	4
137	же как	3	3
138	таком случае	2	3
139	сам по	1	3
140	это и	3	3
141	как мы	3	3
142	что если	1	3
143	что иное	2	3
144	оно есть	1	3
145	иное как	2	3
146	в чем	1	3
147	в этой	5	3
148	она сама	1	3
149	и где	1	3
150	от этого	1	3
151	это за	1	3
152	но без	2	3
153	может существовать	1	3
154	же не	4	3
155	об этом	1	3
156	его в	2	3
157	это было	1	3
158	было бы	4	3
159	в один	1	3
160	мы имеем	2	3
161	и уже	1	3
162	и тогда	1	3
163	сами по	2	3
164	и более	1	3
165	что этот	1	3
166	времени а	1	3
167	даже в	2	3
168	не менее	3	3
169	ничего не	2	3
170	как только	1	3
171	общения с	1	3
172	уже не	5	3
173	как они	1	3
174	грань между	1	3
175	нуждается в	5	3
176	все время	1	3
177	может иметь	1	3
178	будто бы	3	3
179	с нею	1	3
180	из них	3	3
181	о котором	1	3
182	как же	1	3
183	не было	2	3
184	себе не	2	3
185	о чем	2	3
186	в данном	5	3
187	в той	6	3
188	когда мы	2	3
189	в это	1	3
190	и от	1	3
191	становления и	1	3
192	понимать как	1	3
193	не что	2	3
194	они не	2	3
195	как известно	2	2
196	также и	1	2
197	на самом	1	2
198	он может	1	2
199	только потому	1	2
200	например в	2	2
201	как не	1	2
202	в ней	3	2
203	во всех	1	2
204	если в	3	2
205	в общем	1	2
206	очевидно что	1	2
207	мере в	1	2
208	в акте	1	2
209	как в	7	2
