N	3gram	Losev_Prob_1	Tvorches
1	и т д	10	11
2	в то же	4	7
3	в братьях карамазовых	1	6
4	в записках из	1	3
5	до сих пор	3	3
6	записках из подполья	1	3
7	не может быть	2	3
8	если не считать	1	2
9	в самом деле	2	2
10	в таком случае	6	2
11	и в то	1	2
12	по крайней мере	2	2
13	именно в этом	2	2
14	в известной мере	1	2
15	в этой сцене	1	2
16	так же как	2	2
17	в том же	1	2
18	во всяком случае	3	2
19	с другой стороны	3	2
20	так и в	1	2
21	и т п	1	2
22	о том что	5	2
23	в том что	5	2
24	его именно в	1	1
25	если он не	1	1
26	хотя и не	2	1
27	ничего не говорит	1	1
28	но это общее	1	1
29	с первого взгляда	1	1
30	дело в том	3	1
31	никогда не является	1	1
32	и нет ничего	1	1
33	преступление и наказание	1	1
34	и потому что	1	1
35	с аверинцев в	1	1
36	о том как	2	1
37	может и не	1	1
38	т д и	4	1
39	есть по преимуществу	1	1
40	же как и	1	1
41	с с аверинцев	1	1
42	в дальнейшем мы	1	1
43	сами по себе	3	1
44	является одним из	1	1
45	в первую очередь	1	1
46	и здесь необходимо	1	1
47	а может быть	2	1
48	что в нем	3	1
49	можно было бы	2	1
50	точно так же	4	1
51	об этом не	1	1
52	но уже в	2	1
53	д все это	1	1
54	то или иное	1	1
55	не то что	1	1
56	только потому что	2	1
57	но в таком	4	1
58	и что в	2	1
59	только то что	4	1
60	как будто бы	1	1
61	еще ничего не	1	1
62	но в то	1	1
63	тем что он	1	1
64	в чем же	1	1
65	в известном смысле	1	1
66	и должно быть	1	1
67	и в этом	2	1
68	в первом из	1	1
69	не могут быть	1	1
70	нам представляется что	1	1
71	той или иной	4	1
72	переход от одной	1	1
73	в связи с	4	1
74	у древних греков	1	1
75	это не значит	1	1
76	не только потому	1	1
77	к тому же	1	1
78	т д все	1	1
79	тем что они	1	1
80	и это не	1	1
81	в то время	1	1
82	того или иного	2	1
83	в себе всегда	1	1
84	д и т	3	1
85	не является только	1	1
86	и в мистическом	1	1
87	должна указывать на	1	1
88	ничего общего с	7	1
89	не может нас	2	1
90	при этом что	1	1
91	но отнюдь не	3	1
92	нам хотелось бы	1	1
93	содержит в себе	7	1
94	потому и является	1	1
95	здесь необходимо сказать	1	1
96	и в литературе	1	1
97	это не просто	1	1
98	не значит что	1	1
99	и в том	1	1
100	что в них	1	1
101	признать что в	1	1
102	в какой-то мере	1	1
103	как и в	1	1
104	что никогда не	1	1
105	и в другом	1	1
