N	2gram	Nazirov_Tv_2	Komedia
1	и в	20	26
2	в комедии	1	19
3	в г	1	17
4	едва ли	2	14
5	и не	9	14
6	и его	9	12
7	к тому	1	12
8	так и	6	12
9	тому же	2	11
10	может быть	8	11
11	в том	8	11
12	в этом	8	10
13	но и	8	10
14	столь же	1	9
15	том что	4	9
16	молодого человека	1	9
17	если бы	4	9
18	вместе с	3	9
19	что в	7	9
20	молодой человек	1	9
21	ясно что	1	8
22	было бы	1	8
23	и на	5	7
24	не только	13	7
25	на себя	1	7
26	что и	1	7
27	из них	2	7
28	ли не	2	7
29	еще не	5	6
30	о том	5	6
31	в нем	3	6
32	в доме	1	6
33	таким образом	10	6
34	в то	10	6
35	потому что	7	6
36	и здесь	1	6
37	наряду с	7	6
38	во время	1	6
39	то что	3	6
40	в которой	2	5
41	с его	1	5
42	что он	6	5
43	так что	2	5
44	в истории	2	5
45	с этим	1	5
46	а затем	3	5
47	ни в	1	5
48	и с	8	5
49	хоть и	1	5
50	один из	3	5
51	действующих лиц	2	5
52	к этому	3	5
53	по адресу	1	4
54	уже в	2	4
55	в наиболее	1	4
56	хотя и	4	4
57	в самом	3	4
58	что это	1	4
59	в целом	6	4
60	из этих	1	4
61	с их	1	4
62	в них	1	4
63	как и	6	4
64	в этих	1	4
65	место в	3	4
66	тому что	1	4
67	не менее	2	4
68	как будто	1	4
69	как мы	1	4
70	в в	1	4
71	что у	4	4
72	сразу же	1	4
73	можно было	1	4
74	еще в	1	4
75	его в	3	4
76	восходит к	2	4
77	между тем	3	4
78	в его	10	4
79	в середине	1	4
80	только в	2	4
81	в начале	3	4
82	так как	3	4
83	у него	6	4
84	на этот	2	4
85	что для	1	4
86	прежде всего	8	4
87	в частности	2	4
88	как это	1	4
89	все же	5	4
90	и для	1	4
91	и от	4	4
92	одной из	3	4
93	речь идет	1	3
94	например в	5	3
95	в котором	3	3
96	то же	7	3
97	в их	3	3
98	той же	1	3
99	что его	2	3
100	во всех	1	3
101	как правило	2	3
102	но не	5	3
