N	2gram	Propp_Russ_1	FransuaR
1	и в	36	56
2	то есть	3	24
3	в его	2	18
4	таким образом	6	17
5	все эти	2	15
6	в этом	12	14
7	в том	17	13
8	так и	7	13
9	он был	2	12
10	в то	1	12
11	и его	1	12
12	то же	3	11
13	в них	6	11
14	в этих	3	11
15	до конца	2	11
16	как бы	5	11
17	и до	2	10
18	мы уже	1	10
19	еще не	4	10
20	и не	6	9
21	только в	4	9
22	но и	16	9
23	во всех	4	8
24	не только	22	8
25	в нем	2	8
26	и с	2	8
27	и их	4	8
28	и др	4	8
29	по своему	1	8
30	все это	6	8
31	том что	19	8
32	и на	10	7
33	в большинстве	2	7
34	как мы	10	7
35	у него	2	7
36	в частности	2	7
37	в этой	1	6
38	но в	2	6
39	точки зрения	3	6
40	мы видим	2	6
41	связи с	4	6
42	большинстве случаев	2	6
43	связаны с	3	6
44	границы между	1	6
45	в той	1	6
46	и все	1	6
47	потому что	10	6
48	с его	1	5
49	но не	2	5
50	в пределах	1	5
51	он не	1	5
52	мы видели	1	5
53	такой же	2	5
54	во время	14	5
55	своего рода	3	5
56	в области	3	5
57	один из	8	5
58	не было	2	5
59	как и	10	5
60	что в	19	5
61	есть и	1	5
62	и другие	13	5
63	они не	1	5
64	ту же	1	4
65	например в	2	4
66	и потому	2	4
67	они были	2	4
68	в ней	2	4
69	не был	1	4
70	и к	3	4
71	в которой	1	4
72	что это	3	4
73	в себе	1	4
74	при этом	6	4
75	их в	3	4
76	что все	1	4
77	и ее	1	4
78	и более	2	4
79	одна из	4	4
80	форм и	1	4
81	в духе	1	4
82	наконец в	1	4
83	того времени	1	4
84	в совершенно	1	4
85	и других	7	4
86	о том	8	4
87	в качестве	3	4
88	так как	15	4
89	в особенности	2	4
90	в основе	1	4
91	в свете	2	4
92	в народной	2	4
93	в своих	2	4
94	в году	2	3
95	в их	4	3
96	на них	1	3
97	не просто	2	3
98	в своем	3	3
99	перед нами	1	3
100	кроме того	1	3
101	и наконец	1	3
102	его к	2	3
103	сливаются в	1	3
104	и всей	2	3
105	главным образом	2	3
106	всех этих	2	3
107	и самый	1	3
108	во времена	1	3
109	в форме	1	3
110	здесь мы	1	3
111	и был	1	3
112	и о	1	3
113	мы наблюдаем	2	3
114	в образе	2	3
115	и здесь	2	3
116	настоящее время	3	3
117	а также	3	3
118	между тем	7	3
119	как например	3	3
120	так что	2	3
121	по традиции	1	3
122	уже не	6	3
123	что и	7	3
124	может быть	8	3
125	к которому	1	3
126	еще и	1	3
127	что для	1	3
128	в некоторых	4	3
129	не на	2	3
130	сказать что	1	3
131	там где	2	3
132	не были	2	3
133	в первой	1	3
134	он видел	1	3
135	в связи	4	3
136	в настоящее	3	3
137	то что	6	3
138	также и	1	2
139	самом деле	1	2
140	на самом	2	2
141	по преимуществу	1	2
142	на две	1	2
143	что эти	1	2
144	их и	3	2
145	из всех	1	2
146	мы не	6	2
147	названия и	1	2
148	они связаны	1	2
149	совсем не	1	2
150	значение и	2	2
151	себе и	1	2
152	что они	7	2
153	хотя и	2	2
154	когда он	2	2
155	целый ряд	1	2
156	и как	2	2
157	за это	1	2
158	в нашем	2	2
159	были связаны	2	2
160	и те	3	2
