N	2gram	Nazirov_Vr_1	Psycholo
1	и в	8	38
2	то что	7	35
3	в том	3	25
4	в самом	1	25
5	что в	7	20
6	может быть	4	19
7	и что	8	18
8	на то	3	16
9	точки зрения	2	16
10	в ней	4	15
11	том что	3	14
12	как бы	4	14
13	потому что	1	14
14	в этом	8	13
15	в этой	2	13
16	не только	9	12
17	таким образом	2	12
18	было бы	1	12
19	что он	4	11
20	то же	5	10
21	что это	1	10
22	и не	5	10
23	и все	7	10
24	с точки	2	9
25	и то	2	8
26	с этим	1	8
27	все же	6	8
28	и как	3	8
29	как и	6	8
30	в одном	1	8
31	и это	2	8
32	как раз	2	8
33	для нас	4	8
34	из этого	1	8
35	с другой	1	7
36	заключается в	1	7
37	не может	2	7
38	в ее	1	7
39	что у	3	7
40	между тем	5	7
41	а в	2	7
42	он не	3	6
43	в котором	6	6
44	не имеет	1	6
45	и его	3	6
46	ясно что	1	6
47	о том	4	6
48	один из	1	6
49	из них	2	6
50	до сих	1	6
51	я не	3	5
52	в своем	3	5
53	несмотря на	4	5
54	в своей	2	5
55	в его	3	5
56	но и	7	5
57	вместе с	2	5
58	в той	2	5
59	сих пор	1	5
60	о котором	1	5
61	другой стороны	1	5
62	наше чувство	1	5
63	во всех	1	4
64	что они	1	4
65	идет о	1	4
66	как в	1	4
67	в целом	1	4
68	раз в	3	4
69	в себе	2	4
70	в нем	6	4
71	при этом	4	4
72	не мог	2	4
73	не могли	1	4
74	что этот	1	4
75	что эта	1	4
76	одна из	2	4
77	из него	1	4
78	никогда не	2	4
79	в виду	4	4
80	при помощи	2	4
81	у него	5	4
82	и даже	6	4
83	из которых	1	4
84	по своему	1	4
85	того что	1	4
86	речь идет	3	4
87	в свою	2	4
88	который не	1	4
89	в своих	4	4
90	того же	1	3
91	едва ли	1	3
92	и этот	1	3
93	по его	1	3
94	из всех	1	3
95	полагает что	1	3
96	совсем не	1	3
97	что как	1	3
98	но в	6	3
99	больше не	1	3
100	одно и	1	3
101	конечно в	1	3
102	бы в	1	3
103	его в	3	3
104	в них	2	3
105	далеко не	3	3
106	необходимую для	1	3
107	без всяких	1	3
108	место в	2	3
109	в поэме	1	3
110	в то	5	3
111	в плане	1	3
112	того как	1	3
113	на это	2	3
114	и о	3	3
115	из двух	1	3
116	наряду с	3	3
117	он был	3	3
118	ее не	1	3
119	к ним	2	3
120	тем что	3	3
121	такое же	1	3
122	этот рассказ	2	3
123	но это	2	3
124	все это	4	3
125	к этому	3	3
126	как на	1	3
127	в таком	1	3
128	от этой	1	2
129	отношения к	2	2
130	себя как	1	2
131	что образ	1	2
132	которую они	1	2
133	по преимуществу	1	2
134	той же	1	2
135	совпадает с	1	2
136	столь же	2	2
137	одним словом	1	2
138	совершенно прав	1	2
139	но как	2	2
140	не просто	1	2
141	отнюдь не	2	2
142	и я	1	2
143	в истории	4	2
144	как к	1	2
145	целый ряд	4	2
146	и наконец	1	2
147	не могла	1	2
148	своим собственным	1	2
149	всех этих	1	2
150	в силу	1	2
151	человек который	1	2
152	и уже	3	2
153	такой же	1	2
154	в эту	2	2
155	и ее	2	2
156	с необычайным	1	2
157	но он	3	2
158	но они	1	2
159	их в	2	2
160	в этих	1	2
161	в русской	3	2
162	он хочет	1	2
163	нельзя не	1	2
164	ничего не	1	2
165	ли это	1	2
166	с ее	1	2
167	свою очередь	1	2
168	то время	1	2
169	этого как	1	2
170	вошел в	1	2
171	том как	1	2
172	внимание к	1	2
173	с ним	4	2
174	но мы	1	2
175	и во	3	2
176	и психологическое	1	2
177	что только	1	2
178	по мнению	2	2
179	это же	1	2
180	в качестве	1	2
181	для всех	1	2
182	уже не	2	2
183	чтобы он	3	2
184	сочувствие к	1	2
185	к своим	1	2
186	для него	2	2
187	всяком случае	1	2
188	в конце	3	2
189	это будет	1	2
190	как же	2	2
191	а с	2	2
192	говорит о	1	2
193	до конца	1	2
194	уже давно	1	2
195	эти слова	3	2
196	к себе	2	2
197	что за	1	2
198	что же	1	2
199	в первой	1	2
200	и другими	1	2
201	к смерти	1	2
202	не должна	1	2
203	только что	1	2
204	же в	2	2
205	так же	4	2
206	нам не	1	2
207	к этой	1	2
208	они не	1	2
209	во всяком	1	2
210	ну что	1	1
211	а между	1	1
212	как известно	1	1
213	этот характер	1	1
214	у гоголя	1	1
215	же как	2	1
216	которые до	1	1
217	это и	1	1
218	и есть	1	1
219	ему что	1	1
220	он придал	1	1
221	и служило	1	1
