N	3gram	Voloshinov_1	KFilosof
1	по отношению к	2	21
2	не может быть	13	11
3	с точки зрения	20	10
4	в его целом	1	9
5	может быть только	1	6
6	в едином и	1	5
7	по отношению ко	1	4
8	в данный момент	2	3
9	на самом деле	1	3
10	в этом смысле	2	3
11	не было бы	1	3
12	в ее целом	3	3
13	может быть в	1	3
14	место в бытии	2	2
15	она могла бы	1	2
16	и для него	1	2
17	места в бытии	1	2
18	ничего общего не	1	2
19	бы то ни	8	2
20	он ни был	1	2
21	то ни было	8	2
22	один и тот	3	2
23	то же время	3	2
24	в моем сознании	1	2
25	в котором мы	1	2
26	вопрос о том	2	2
27	той или иной	1	2
28	в то же	3	2
29	тем не менее	2	2
30	в том что	3	2
31	а не в	1	2
32	и тот же	3	2
33	то все же	1	1
34	общего не имеют	1	1
35	а следовательно и	1	1
36	нет и не	2	1
37	тоже только в	1	1
38	сознания и не	1	1
39	ни в один	1	1
40	и того же	5	1
41	ее содержания т.е	1	1
42	между прочим и	1	1
43	не зависит от	1	1
44	хотя бы только	1	1
45	равно как и	1	1
46	в настоящее время	6	1
47	он не дает	1	1
48	какого бы то	2	1
49	может быть понята	1	1
50	что и для	1	1
51	или иную эпоху	1	1
52	равно себе самому	1	1
53	как если бы	2	1
54	проникают друг друга	1	1
55	оно должно быть	1	1
56	бы ни была	1	1
57	хотя бы и	1	1
58	и та же	1	1
59	нет подхода к	1	1
60	независимо от того	1	1
61	в основе своей	1	1
62	лишь в процессе	1	1
63	со всех сторон	2	1
64	в данном контексте	1	1
65	и как бы	1	1
66	может быть и	3	1
67	нет места для	1	1
68	ту или иную	1	1
69	слова и его	2	1
70	если мы возьмем	1	1
71	может быть понято	2	1
72	в первом случае	3	1
73	но в то	2	1
74	лежит в основе	1	1
75	смысле этого слова	2	1
76	в ней в	1	1
77	отсюда следует что	2	1
78	каком бы то	1	1
79	при этом условии	2	1
80	это не значит	1	1
81	во всяком случае	2	1
82	одна и та	1	1
83	мы не найдем	2	1
84	и т.п но	1	1
85	в смысле совокупности	3	1
86	и противоречие между	1	1
87	для того чтобы	3	1
88	не имеют с	1	1
89	вместо того чтобы	1	1
90	и пр и	2	1
91	оно ни было	2	1
92	только при этом	2	1
93	в каком бы	2	1
94	в нем нет	2	1
95	в значительной степени	1	1
96	не является только	1	1
97	говорить о примате	1	1
98	в свою очередь	2	1
99	само по себе	1	1
100	отношению ко всякому	1	1
101	будем говорить в	1	1
102	целостного и единого	1	1
103	и все остальные	1	1
104	не может стать	1	1
105	как бы ни	1	1
106	могла бы и	1	1
107	и есть его	1	1
108	данного момента и	1	1
109	одного и того	5	1
110	все остальное в	1	1
111	в другом случае	1	1
112	в большинстве случаев	3	1
113	к тому что	1	1
114	и этот момент	2	1
115	и в нем	1	1
116	момент в нем	1	1
117	в ту или	1	1
118	может быть дано	1	1
119	то же самое	3	1
120	и вопрос о	1	1
