N	3gram	Savitsky_E_1	Dialekti
1	и т д	1	23
2	это значит что	1	21
3	с точки зрения	16	14
4	не может быть	2	6
5	есть то что	1	5
6	само по себе	4	5
7	то время как	1	4
8	в то время	1	4
9	т е не	1	4
10	и не только	1	3
11	с одной стороны	8	3
12	в каком смысле	1	3
13	в том что	6	3
14	и прежде всего	3	3
15	на то что	2	3
16	только тогда когда	1	3
17	хотя и не	1	2
18	в силу этого	1	2
19	хотя бы только	1	2
20	не говоря уже	2	2
21	того или иного	4	2
22	говоря уже о	1	2
23	из того что	2	2
24	с этой точки	5	2
25	так же как	5	2
26	и в этом	4	2
27	не могут быть	1	2
28	с другой стороны	2	2
29	во всяком случае	3	2
30	есть не только	2	2
31	этой точки зрения	5	2
32	мы не можем	1	2
33	той или иной	4	2
34	для нас в	1	2
35	к тому что	1	2
36	к тому же	1	2
37	в этом мире	1	1
38	из всего этого	1	1
39	чем в других	1	1
40	имеет место в	2	1
41	сотни и тысячи	1	1
42	одной стороны и	6	1
43	то что с	1	1
44	же как и	3	1
45	если так то	1	1
46	в лучшем случае	1	1
47	и в то	8	1
48	и та же	1	1
49	в этом отношении	3	1
50	и даже более	1	1
51	религии и философии	1	1
52	не значит ли	1	1
53	этом отношении с	1	1
54	и в частности	2	1
55	это может быть	1	1
56	в последнее время	1	1
57	в применении к	3	1
58	в данном случае	2	1
59	и имеет место	1	1
60	только в виде	1	1
61	и в отношении	1	1
62	так как мы	1	1
63	мы отнюдь не	1	1
64	именно тогда когда	1	1
65	одна и та	1	1
66	но так как	1	1
67	этом несмотря на	1	1
68	более или менее	1	1
69	то же время	14	1
70	вовсе не в	1	1
71	том смысле что	1	1
72	это потому что	1	1
73	связи с этим	1	1
74	в одном из	2	1
75	и это потому	1	1
76	и эта последняя	1	1
77	бы то ни	4	1
78	речь идет о	1	1
79	то ни было	4	1
80	в то же	15	1
81	в связи с	1	1
82	в том смысле	1	1
83	тех или иных	1	1
84	во всем его	1	1
85	не более как	1	1
86	совершенно достаточно чтобы	1	1
87	в себе не	1	1
88	поскольку речь идет	1	1
