N	2gram	Potebnia_M_4	Narrotol
1	не только	10	32
2	может быть	26	25
3	но и	11	23
4	в качестве	1	21
5	и не	18	20
6	то есть	34	19
7	и в	23	19
8	в том	23	18
9	в этом	23	17
10	не в	11	14
11	в частности	1	14
12	том что	12	14
13	состоит в	2	13
14	тогда как	4	12
15	своего рода	1	12
16	а не	12	12
17	то что	29	11
18	а в	5	11
19	точки зрения	4	10
20	не может	11	10
21	при этом	15	9
22	в мире	2	9
23	так и	6	9
24	в его	5	9
25	со стороны	3	9
26	в себе	14	8
27	с другой	2	8
28	еще не	3	7
29	по отношению	10	7
30	как в	7	7
31	все же	1	7
32	времени и	1	7
33	как и	14	7
34	к тому	3	7
35	а также	1	7
36	с одной	1	7
37	одной стороны	1	7
38	но не	1	6
39	в той	4	6
40	то в	3	6
41	тем самым	4	6
42	в себя	1	6
43	о том	8	6
44	что он	4	6
45	именно в	3	6
46	как это	1	6
47	отношению к	8	6
48	том числе	1	6
49	но в	8	6
50	не все	1	5
51	отличие от	1	5
52	и как	2	5
53	уже не	3	5
54	в этой	1	5
55	далеко не	1	5
56	по себе	11	5
57	и его	2	5
58	к нему	5	5
59	в форме	1	5
60	в данном	4	5
61	можно сказать	4	5
62	речь идет	1	4
63	переход от	3	4
64	данном случае	2	4
65	то же	14	4
66	из которых	2	4
67	перед нами	1	4
68	в нем	7	4
69	в силу	7	4
70	но все	1	4
71	и с	4	4
72	было бы	8	4
73	и тем	4	4
74	не мог	1	4
75	связи с	3	4
76	числе и	1	4
77	той или	1	4
78	те же	3	4
79	о нем	1	4
80	же время	3	4
81	во втором	1	4
82	вслед за	1	4
83	только в	15	4
84	хотя бы	4	4
85	в пространстве	1	4
86	при всей	1	4
87	у него	1	4
88	что не	6	4
89	прежде всего	1	4
90	если не	1	4
91	как бы	5	4
92	да и	4	4
93	же в	1	4
94	одной из	1	4
95	сказать что	8	4
96	другой стороны	1	4
97	в первом	3	3
98	в сущности	2	3
99	в ней	2	3
100	и на	3	3
101	может не	1	3
102	в ее	2	3
103	как говорит	1	3
104	хотя и	5	3
105	что это	7	3
106	уже в	5	3
107	из этих	2	3
108	не есть	9	3
109	он не	2	3
110	не будет	3	3
111	обратимся к	1	3
112	тем не	4	3
113	бы быть	1	3
114	не менее	5	3
115	в то	4	3
116	тем что	10	3
117	никогда не	3	3
118	а до	1	3
119	этом отношении	1	3
120	могут быть	7	3
121	как мы	2	3
122	свою очередь	1	3
123	в произведении	1	3
124	на том	2	3
125	не с	2	3
126	о ней	1	3
127	столь же	2	3
128	как было	1	3
129	между тем	9	3
130	а именно	4	3
131	один из	2	3
132	но о	1	3
133	из них	1	3
134	к содержанию	1	3
135	из двух	1	3
136	и даже	2	3
137	даже не	2	3
138	или иначе	2	3
139	в свою	2	3
140	а с	1	3
141	как будто	1	3
142	не существует	2	3
143	что в	17	3
144	жизни и	1	3
145	одним из	1	2
146	например в	3	2
147	таком случае	2	2
148	и потому	10	2
149	самом деле	3	2
150	идет о	1	2
151	к другому	1	2
152	и до	3	2
153	должна быть	1	2
154	мы имеем	4	2
155	говорить о	5	2
156	ему в	1	2
157	он сам	1	2
158	иное как	2	2
159	действующее лицо	1	2
160	но как	1	2
161	не то	5	2
162	отношение к	2	2
163	нет и	1	2
164	первый взгляд	1	2
165	независимо от	6	2
166	в своем	8	2
167	кто говорит	2	2
168	что по	2	2
169	так или	2	2
170	все эти	3	2
171	бы не	3	2
172	всей своей	1	2
173	в известном	1	2
174	и тот	3	2
175	роль в	1	2
176	та же	1	2
177	например как	1	2
178	они в	1	2
179	состоит именно	1	2
180	не как	2	2
181	подобно тому	2	2
182	человека в	2	2
183	значительной степени	2	2
184	а по	1	2
185	его в	4	2
186	от одного	3	2
187	это не	7	2
188	истории и	1	2
189	самого важного	1	2
190	на первый	1	2
191	с точки	3	2
192	даже в	2	2
193	есть всегда	3	2
194	она не	2	2
195	что иное	2	2
196	не могло	1	2
197	не имеет	5	2
198	ничего не	1	2
199	имеем дело	2	2
200	что на	2	2
201	когда мы	6	2
202	оно не	2	2
203	утверждать что	1	2
204	говоря словами	2	2
205	но сама	2	2
206	то она	1	2
207	говорит и	1	2
208	языка и	3	2
209	в собственном	1	2
210	в пределах	1	2
211	и когда	2	2
212	что у	3	2
213	можно было	2	2
214	или в	1	2
215	было в	3	2
216	во второй	1	2
217	быть может	4	2
218	с человеком	1	2
219	времени в	1	2
220	лица и	3	2
221	и только	3	2
222	от всех	1	2
223	субъекта и	1	2
224	дело с	1	2
225	есть в	5	2
226	по выражению	1	2
227	но от	1	2
228	одно из	1	2
229	для него	5	2
230	сами по	2	2
231	к которому	1	2
232	и др	2	2
233	не было	12	2
234	ей не	1	2
235	его как	1	2
236	как ни	2	2
237	его по	1	2
238	не всегда	3	2
239	на чем	1	2
240	а если	2	2
241	тому как	2	2
242	исходя из	1	2
243	только о	2	2
244	что мы	10	2
245	что нет	1	2
246	и для	2	2
247	в связи	1	2
248	мира и	1	2
249	которая в	1	2
250	в двух	2	2
251	и все	4	2
252	тем более	5	2
253	тогда в	1	2
254	надо полагать	1	2
255	хотя в	2	2
256	все то	1	2
257	не от	3	2
258	к самому	1	2
259	этот способ	1	2
260	между ними	4	2
261	не что	2	2
262	этого слова	7	2
263	так же	4	2
264	в таком	4	2
265	точно так	2	2
266	для образования	1	1
267	и через	1	1
268	того же	1	1
269	в разные	1	1
270	на самом	3	1
271	он может	1	1
272	и есть	3	1
273	не признает	1	1
274	отношения между	2	1
275	др в	1	1
276	с прежним	1	1
277	уже по	2	1
278	есть не	4	1
279	им самим	1	1
280	бы уже	1	1
281	уже более	1	1
282	в первый	2	1
283	гуманитарных наук	2	1
284	есть нечто	5	1
285	одной только	1	1
286	и над	1	1
287	в некотором	1	1
288	мы и	2	1
289	которое в	3	1
290	как не	1	1
291	о роли	1	1
292	сам по	4	1
293	оно живет	2	1
294	меньшей степени	1	1
295	к своему	1	1
296	думая о	1	1
297	разумеется не	1	1
298	столько же	1	1
299	нам представляется	2	1
300	в различных	2	1
301	в чем	1	1
302	во всех	1	1
303	по своему	2	1
304	без которого	2	1
305	в столь	1	1
306	иметь в	2	1
307	самым мы	1	1
308	могло быть	1	1
309	только потому	4	1
310	для обозначения	1	1
311	эта особенность	1	1
312	иногда и	1	1
313	друг от	1	1
314	может считаться	1	1
315	один и	5	1
316	того не	1	1
317	что как	4	1
318	как нам	1	1
319	могли бы	4	1
320	и к	6	1
321	в действительности	3	1
322	в самом	3	1
323	а во-вторых	1	1
324	сказать о	1	1
325	таковы например	1	1
326	формы в	3	1
327	не оставляет	1	1
328	он думает	2	1
329	одно на	1	1
330	имеет для	5	1
331	но на	1	1
332	так сказать	5	1
333	на его	3	1
334	по-видимому не	2	1
335	широкое и	1	1
336	он ни	1	1
337	человек не	2	1
338	это явление	1	1
339	раз когда	1	1
340	скоро и	1	1
341	есть переход	1	1
342	отношений между	2	1
343	том чтобы	1	1
344	свое время	1	1
345	какой бы	1	1
346	что ни	1	1
347	на наш	1	1
348	такова например	1	1
349	и по	3	1
350	на этом	1	1
351	образа и	3	1
352	таким образом	24	1
353	и за	1	1
354	здесь мы	2	1
355	изучения природы	1	1
356	и может	4	1
357	в другом	1	1
358	об этом	2	1
359	мы уже	3	1
360	входит в	1	1
361	с другими	4	1
362	который и	1	1
363	ко второму	2	1
364	должен был	1	1
365	понимание было	1	1
366	но уже	3	1
367	в них	3	1
368	человеческой деятельности	1	1
369	все равно	3	1
370	восприятие и	1	1
371	жизни то	1	1
372	в слове	22	1
373	на другое	1	1
374	мы видели	1	1
375	мы не	8	1
376	в развитии	1	1
377	и тогда	1	1
378	одного и	1	1
379	на разных	1	1
380	сводятся к	2	1
381	что если	6	1
382	таким же	5	1
383	самой его	1	1
384	поводу этой	1	1
385	свою речь	1	1
386	в следующем	1	1
387	этого момента	1	1
388	в котором	4	1
389	в их	1	1
390	к предмету	1	1
391	к одному	3	1
392	в которых	3	1
393	мысли и	7	1
394	не представляется	1	1
395	от его	2	1
396	признать что	2	1
397	слова в	3	1
398	и другого	1	1
399	есть его	1	1
400	образом и	1	1
401	но он	1	1
402	теми же	2	1
403	по крайней	5	1
404	и более	4	1
405	их в	3	1
406	тому чтобы	1	1
407	том же	2	1
408	что этот	1	1
409	и то	5	1
410	а от	1	1
411	возникает в	1	1
412	человек и	1	1
413	до известной	2	1
414	но еще	1	1
415	дело не	2	1
416	дело в	1	1
417	и сама	2	1
418	в процессе	3	1
419	к изучению	1	1
420	бытия и	1	1
421	вытекает из	1	1
422	почему в	1	1
423	что весьма	1	1
424	это то	1	1
425	этих двух	1	1
426	нечто большее	1	1
427	оно есть	2	1
428	к ней	2	1
429	связь и	2	1
430	лишь в	3	1
431	потому что	33	1
432	к этим	1	1
433	сознание это	1	1
434	на всем	1	1
435	не по	1	1
436	в области	2	1
437	перед ним	1	1
438	а как	2	1
439	от того	4	1
440	у нас	2	1
441	настоящего времени	2	1
442	начиная с	1	1
443	ни был	3	1
444	не могут	2	1
445	случае его	1	1
446	же самое	4	1
447	силу которого	2	1
448	мысли о	2	1
449	они и	1	1
450	образом достигает	1	1
451	для кого	1	1
452	всегда в	1	1
453	его признаков	1	1
454	от друга	1	1
455	что все	4	1
456	в виду	3	1
457	и сами	2	1
458	узком значении	1	1
459	называемой в	1	1
460	мысль о	6	1
461	представляется возможным	1	1
462	лучше сказать	1	1
463	с языком	2	1
464	слова а	1	1
465	и совершенно	1	1
466	и сам	1	1
467	что никогда	1	1
468	к его	2	1
469	было и	2	1
470	тот же	2	1
471	является в	1	1
472	на них	1	1
473	если бы	13	1
474	и вообще	2	1
475	состоящий в	1	1
476	к языку	1	1
477	с ним	5	1
478	и здесь	2	1
479	возможна только	1	1
480	в самой	2	1
481	следует иметь	1	1
482	внимание на	5	1
483	религиозные и	1	1
484	что каждый	1	1
485	на что	1	1
486	там же	3	1
487	или меньшую	1	1
488	не заключает	1	1
489	в толпе	1	1
490	и во	1	1
491	подлежит сомнению	1	1
492	нас в	2	1
493	и того	1	1
494	в ряд	2	1
495	на одном	1	1
496	что и	7	1
497	это предполагает	1	1
498	в глазах	2	1
499	по-видимому только	1	1
500	крайней мере	5	1
501	чем и	1	1
502	них в	1	1
503	еще только	1	1
504	если это	1	1
505	может иметь	2	1
506	или может	1	1
507	оно еще	1	1
508	того что	14	1
509	оно и	1	1
510	с ними	3	1
511	известного рода	1	1
512	как пламя	1	1
513	с соответствующими	1	1
514	или же	1	1
515	большее а	1	1
516	место из	2	1
517	отдельных лиц	1	1
518	человека с	1	1
519	с нею	3	1
520	и у	2	1
521	имеет уже	1	1
522	то и	4	1
523	разные времена	1	1
