N	3gram	Propp_Isto_5	Problema
1	о том что	4	14
2	тем не менее	4	12
3	во всяком случае	1	10
4	в этом случае	7	7
5	и т д	18	6
6	в данном случае	2	5
7	с одной стороны	7	5
8	в связи с	4	5
9	с другой стороны	8	5
10	только в том	1	4
11	до сих пор	2	4
12	на то что	2	4
13	в то же	1	4
14	в том что	2	4
15	одной стороны и	1	3
16	но и в	2	3
17	точно так же	1	3
18	так как иначе	1	3
19	не может быть	3	3
20	это значит что	2	3
21	можно сказать что	1	3
22	только тогда когда	1	3
23	на самом деле	1	2
24	в самом деле	1	2
25	в том числе	1	2
26	никак не может	1	2
27	с самого начала	1	2
28	том числе и	1	2
29	для того чтобы	3	2
30	и многие другие	1	2
31	не только в	2	2
32	само по себе	1	2
33	вопрос о том	1	2
34	несмотря на всю	1	2
35	подобно тому как	1	2
36	и здесь мы	1	2
37	мы еще не	1	2
38	представление о них	1	1
39	все еще не	1	1
40	в тот момент	1	1
41	на том что	2	1
42	к сожалению однако	1	1
43	но все еще	1	1
44	иметь в виду	1	1
45	здесь может быть	1	1
46	это было бы	1	1
47	но то что	1	1
48	свидетельствует о том	1	1
49	о том как	2	1
50	же как и	2	1
51	он не может	2	1
52	и не только	1	1
53	в зависимости от	1	1
54	но для нас	1	1
55	нами и что	2	1
56	не знаем о	1	1
57	здесь как будто	1	1
58	по своему содержанию	1	1
59	что не только	1	1
60	но это не	2	1
61	что и здесь	1	1
62	что все это	1	1
63	вместе с тем	6	1
64	и тем не	1	1
65	не может считаться	1	1
66	это может быть	1	1
67	имеются не только	1	1
68	в ней уже	1	1
69	то время как	1	1
70	так же как	3	1
71	здесь мы имеем	3	1
72	но как только	1	1
73	в одно время	1	1
74	тем что он	2	1
75	мы не знаем	2	1
76	что может быть	1	1
77	только один из	1	1
78	как и вообще	1	1
79	в одном случае	1	1
80	со своим значением	1	1
81	но вместе с	3	1
82	она все же	1	1
83	и должны были	1	1
84	мы можем здесь	1	1
85	но тем не	1	1
86	то обстоятельство что	1	1
87	в то время	1	1
88	это заставляет нас	1	1
89	мы не будем	2	1
90	хотя бы в	1	1
91	и тем самым	1	1
92	животных вовсе не	1	1
93	что представление о	2	1
94	но все же	4	1
95	в этих случаях	6	1
96	по себе но	1	1
97	мы и здесь	2	1
98	во многих отношениях	1	1
99	и входит в	1	1
100	со стороны их	1	1
