N	3gram	Vygotskiy__6	DiskursI
1	в отличие от	1	12
2	в данном случае	1	6
3	в том что	19	6
4	как и в	1	5
5	по отношению к	10	4
6	в этом отношении	3	4
7	с одной стороны	1	4
8	не может быть	2	3
9	и все же	1	3
10	той или иной	1	3
11	и того же	4	2
12	состоит в том	2	2
13	подобно тому как	1	2
14	в этом случае	2	2
15	с точки зрения	10	2
16	и не может	2	2
17	в первую очередь	3	2
18	и то что	2	2
19	содержит в себе	1	2
20	и как бы	1	2
21	одного и того	4	2
22	том что в	1	1
23	не в состоянии	2	1
24	при переходе от	5	1
25	мы имеем дело	2	1
26	потому что в	1	1
27	к другому в	1	1
28	в самом деле	1	1
29	в качестве своего	1	1
30	и там где	2	1
31	друг от друга	1	1
32	с другой стороны	2	1
33	в состоянии решить	1	1
34	до известной степени	2	1
35	и именно в	1	1
36	только то что	2	1
37	то что в	1	1
38	по аналогии с	1	1
39	в противоположную сторону	1	1
40	случае мы имеем	1	1
41	на каждом шагу	1	1
42	в этот период	1	1
43	одном и том	2	1
44	именно в этом	2	1
45	и могут быть	1	1
46	не совпадает с	1	1
47	и том же	2	1
48	во втором случае	2	1
49	не могут быть	2	1
50	а не как	1	1
51	и той же	3	1
52	данном случае мы	1	1
53	принципиальное различие между	1	1
54	которое может быть	1	1
55	с самого начала	7	1
56	но в этом	1	1
57	в этом заключается	2	1
58	включает в себя	1	1
59	можно сказать что	6	1
60	один из важнейших	1	1
61	на всем протяжении	1	1
62	собственно и составляет	1	1
63	в том числе	1	1
64	одной и той	3	1
65	тем не менее	1	1
66	об одном и	2	1
67	не принадлежит к	1	1
68	связи и отношения	1	1
69	том числе и	1	1
70	в пределах одного	1	1
