N	3gram	Bakhtin_Fr_2	Narrotol
1	в том что	1	8
2	с одной стороны	3	7
3	о том что	3	6
4	по отношению к	1	6
5	не может быть	4	5
6	с другой стороны	3	4
7	но все же	2	4
8	можно сказать что	2	4
9	в этом отношении	3	3
10	то же время	6	3
11	в то же	6	3
12	именно в том	1	2
13	подобно тому как	2	2
14	с точки зрения	5	2
15	в значительной степени	2	2
16	не только в	5	2
17	того или иного	1	2
18	то есть в	1	2
19	тому или другому	1	1
20	к однозначности и	1	1
21	существенную роль в	1	1
22	только потому что	1	1
23	так и его	1	1
24	как и для	1	1
25	прежде всего в	1	1
26	дело в том	1	1
27	на самом деле	1	1
28	в этом последнем	1	1
29	одной из этих	1	1
30	и в особенности	1	1
31	и т.п то	1	1
32	в том же	1	1
33	до сих пор	4	1
34	не подлежит сомнению	1	1
35	людей так и	1	1
36	и в то	2	1
37	до известной степени	1	1
38	не входит в	1	1
39	при этом что	1	1
40	в первую очередь	1	1
41	на что не	1	1
42	только то что	2	1
43	к тому или	1	1
44	в особенности его	2	1
45	из них как	1	1
46	до наших дней	2	1
47	же время в	1	1
48	содержит в себе	2	1
49	далеко не всегда	1	1
50	в первый раз	1	1
51	мира но не	1	1
52	и тот же	1	1
53	в году в	2	1
54	ни на что	1	1
55	области художественной литературы	1	1
56	большую или меньшую	1	1
57	лично для себя	1	1
58	в свое время	3	1
59	один и тот	1	1
60	и до наших	1	1
61	и события но	1	1
62	так и в	1	1
63	в том чтобы	1	1
64	на протяжении всего	5	1
65	включает в себя	2	1
66	но и там	1	1
67	во всех его	1	1
68	и прежде всего	1	1
69	как своего рода	1	1
70	с этого момента	1	1
71	как мы уже	3	1
72	в области художественной	1	1
73	друг с другом	1	1
74	особое отношение к	1	1
75	то есть к	1	1
76	он видит в	2	1
77	как и в	1	1
78	как мы видели	2	1
