N	2gram	Propp_Russ_2	DiskursI
1	при этом	6	17
2	в этом	11	16
3	как и	11	16
4	состоит в	15	16
5	и в	29	16
6	в качестве	3	16
7	может быть	13	16
8	и не	1	15
9	а не	4	14
10	отличие от	3	12
11	в отличие	3	12
12	тогда как	2	11
13	но в	5	11
14	представляет собой	2	11
15	но и	8	11
16	не только	10	10
17	том что	22	10
18	своего рода	1	10
19	так и	1	9
20	не может	5	9
21	как в	7	8
22	в том	22	8
23	а также	4	8
24	но не	5	7
25	в данном	6	7
26	в нем	1	7
27	не менее	2	7
28	прежде всего	2	7
29	то же	4	6
30	еще не	6	6
31	данном случае	7	6
32	отнюдь не	1	6
33	все же	2	6
34	в своей	2	6
35	по своей	1	6
36	в своих	2	6
37	и на	6	5
38	в своем	1	5
39	в то	2	5
40	с другой	2	5
41	что в	22	5
42	для него	1	5
43	то что	5	5
44	а с	2	5
45	и то	2	4
46	в этой	3	4
47	в основе	1	4
48	потому что	5	4
49	этом отношении	1	4
50	о том	9	4
51	в пределах	1	4
52	с одной	2	4
53	одно из	2	4
54	в одном	1	4
55	одной стороны	2	4
56	как бы	18	4
57	не является	1	4
58	в период	1	4
59	к этому	5	4
60	например в	1	3
61	и ее	2	3
62	к жизни	5	3
63	перед нами	1	3
64	и как	2	3
65	и наконец	1	3
66	все эти	3	3
67	из этих	2	3
68	не следует	1	3
69	в другом	1	3
70	его в	8	3
71	это не	5	3
72	в этих	3	3
73	в котором	3	3
74	не столько	2	3
75	не в	4	3
76	в русской	1	3
77	могут быть	2	3
78	приводит к	1	3
79	еще в	2	3
80	в его	1	3
81	но она	2	3
82	только в	1	3
83	и его	1	3
84	уже не	4	3
85	из них	4	3
86	в них	4	3
87	в исторической	1	3
88	здесь в	2	3
89	не было	2	3
90	как будто	1	3
91	можно сказать	1	3
92	но это	1	3
93	и все	4	3
94	жизни в	2	3
95	следует признать	1	3
96	как на	1	3
97	же как	4	2
98	и это	1	2
99	место в	1	2
100	исторической перспективе	1	2
101	совпадает с	1	2
102	говорить о	1	2
103	в ней	1	2
104	мы имеем	6	2
105	отношение к	1	2
106	первый взгляд	1	2
107	стороны и	1	2
108	как уже	2	2
109	рассказ о	1	2
110	не более	1	2
111	в первую	1	2
112	не к	2	2
113	с таким	1	2
114	подобно тому	3	2
115	и с	10	2
116	входит в	1	2
117	или из	1	2
118	должно быть	2	2
119	такой же	1	2
120	все это	10	2
121	на первый	3	2
122	этом случае	6	2
123	как все	1	2
124	пока еще	2	2
125	их в	4	2
126	дело в	1	2
127	никогда не	2	2
128	сводится к	1	2
129	что на	2	2
130	здесь не	1	2
131	это еще	1	2
132	не с	2	2
133	живет в	3	2
134	там же	12	2
135	первую очередь	1	2
136	между тем	3	2
137	что и	2	2
138	по свидетельству	1	2
139	к их	1	2
140	есть в	2	2
141	в большинстве	1	2
142	именно в	4	2
143	с той	1	2
144	далеко не	4	2
145	не на	1	2
146	может иметь	1	2
147	вместе с	6	2
148	или по	1	2
149	о чем	4	2
150	тому как	3	2
151	а потом	1	2
152	и для	2	2
153	а к	2	2
154	а в	9	2
155	с ней	5	2
156	другой стороны	1	2
157	что он	1	2
158	и состоит	1	2
159	это в	2	2
160	одним из	2	1
161	а между	1	1
162	переход от	2	1
163	это и	2	1
164	и есть	1	1
165	можно говорить	1	1
166	на две	2	1
167	похожее на	1	1
168	но если	3	1
169	в году	3	1
170	основе которой	1	1
171	и была	1	1
172	мы не	6	1
173	собой как	1	1
174	выходят на	1	1
175	несут в	1	1
176	вопрос о	4	1
177	под ней	1	1
178	этом не	1	1
179	не была	1	1
180	это время	2	1
181	он был	1	1
182	во всех	3	1
183	тем как	1	1
184	там и	2	1
185	привели к	1	1
186	как правило	1	1
187	в ее	3	1
188	если в	1	1
189	ответ на	1	1
190	состоял в	1	1
191	а через	2	1
192	не просто	1	1
193	человека с	1	1
194	в одной	1	1
195	некоторое время	1	1
196	ней в	2	1
197	в одних	1	1
198	совершается на	1	1
199	хотя и	1	1
200	в круг	1	1
201	к числу	2	1
202	в этот	10	1
203	в самом	1	1
204	еще на	1	1
205	в которой	2	1
206	этого круга	1	1
207	так в	2	1
208	право на	2	1
209	ни одна	1	1
210	лица и	1	1
211	но на	1	1
212	как у	1	1
213	к выводу	1	1
214	так сказать	1	1
215	о которой	1	1
216	и еще	2	1
217	он должен	1	1
218	на этом	3	1
219	образа и	1	1
220	человек с	1	1
221	с этой	2	1
222	именно это	1	1
223	таким образом	6	1
224	совпадают с	1	1
225	об этом	2	1
226	того или	1	1
227	как при	1	1
228	не соответствует	1	1
229	еще одно	1	1
230	к теории	1	1
231	из первых	1	1
232	несмотря на	1	1
233	различные формы	1	1
234	в такой	1	1
235	земле где	1	1
236	в которых	4	1
237	как другие	1	1
238	человеком и	1	1
239	тем не	2	1
240	и более	1	1
241	том же	4	1
242	что этот	1	1
243	остаются на	1	1
244	случае мы	1	1
245	при всех	1	1
246	но они	1	1
247	в таких	3	1
248	она не	3	1
249	виду что	1	1
250	как о	1	1
251	дело не	2	1
252	одна из	11	1
253	или другие	1	1
254	на него	1	1
255	каждый день	1	1
256	всей их	1	1
257	о них	2	1
258	в игру	1	1
259	будто именно	1	1
260	не имели	2	1
261	ничего не	1	1
262	того как	2	1
263	к ней	2	1
264	и до	1	1
265	такая же	1	1
266	во всем	2	1
267	звучит в	1	1
268	и несколько	1	1
269	или не	1	1
270	от их	1	1
271	начиная с	2	1
272	к себе	1	1
273	он видел	1	1
274	на некоторое	1	1
275	мир иной	1	1
276	но все	1	1
277	и другой	3	1
278	предыдущей главе	1	1
279	в полной	1	1
280	имеет место	1	1
281	оно не	1	1
282	в применении	1	1
283	должен быть	2	1
284	представляют собой	7	1
285	в в	1	1
286	говорится что	4	1
287	в образе	2	1
288	по аналогии	1	1
289	не всякий	1	1
290	можно только	1	1
291	ней и	1	1
292	для этого	5	1
293	и даже	1	1
294	с ним	1	1
295	каждый из	2	1
296	состоять в	1	1
297	и здесь	1	1
298	не был	2	1
299	другом месте	1	1
300	и что	5	1
301	может не	1	1
302	аналогии с	1	1
303	нас в	1	1
304	и во	1	1
305	должно было	3	1
306	в форме	2	1
307	бога к	1	1
308	и следовательно	1	1
309	и мир	1	1
310	в современной	1	1
311	и так	1	1
312	от них	1	1
313	так что	4	1
314	же и	1	1
315	только на	1	1
316	время этого	1	1
