N	3gram	Tiupa_Anal_3	Myslijsy
1	по отношению к	7	8
2	в том что	7	7
3	до тех пор	1	6
4	в этом случае	1	5
5	по крайней мере	4	5
6	не может быть	1	5
7	само по себе	1	5
8	о том что	5	5
9	а между тем	1	4
10	до сих пор	1	4
11	сам по себе	1	4
12	можно сказать что	2	4
13	для того чтобы	1	4
14	тем не менее	2	4
15	на самом деле	1	3
16	с точки зрения	2	3
17	во всяком случае	2	3
18	то же время	3	3
19	не только не	3	3
20	в то же	3	3
21	что иное как	1	2
22	подобно тому как	2	2
23	в таком случае	1	2
24	хотя бы и	1	2
25	до известной степени	3	2
26	между тем как	1	2
27	на этот вопрос	1	2
28	в данном случае	3	2
29	не могут быть	1	2
30	мы имеем дело	4	2
31	так или иначе	1	2
32	не в том	1	2
33	то есть от	1	2
34	один и тот	1	2
35	а в том	2	2
36	и как бы	1	2
37	то есть в	1	2
38	что и в	1	2
39	вопрос о том	1	2
40	в переносном смысле	1	2
41	обратить внимание на	1	2
42	в большинстве случаев	1	2
43	не что иное	1	2
44	и тот же	1	2
45	хотя и не	1	1
46	лицом к лицу	1	1
47	в одном слове	1	1
48	и того же	3	1
49	дело в том	2	1
50	и той же	2	1
51	со всех сторон	1	1
52	еще не умеет	1	1
53	имеем дело не	2	1
54	в этом отношении	3	1
55	и здесь мы	1	1
56	в эту минуту	1	1
57	с ними в	1	1
58	при всей своей	1	1
59	случае мы имеем	1	1
60	тогда как в	1	1
61	который и сам	1	1
62	здесь мы имеем	1	1
63	дело не с	1	1
64	с одной стороны	2	1
65	в связи с	1	1
66	никакого понятия о	1	1
67	имеем дело с	1	1
68	таким же образом	1	1
69	в свою очередь	4	1
70	то есть не	1	1
71	а не как	1	1
72	не только к	2	1
73	к лицу с	1	1
74	со стороны его	1	1
75	лишь в том	1	1
76	с другой стороны	5	1
77	слова в слове	1	1
78	в свое время	2	1
79	есть не что	1	1
80	таким образом в	1	1
81	личные местоимения не	1	1
82	заключается в том	1	1
83	в том чтобы	1	1
84	как в произведении	1	1
85	только не противоречит	1	1
86	в одном из	1	1
87	во сне не	1	1
88	как бы ни	1	1
89	в связь с	1	1
90	имеет в своем	1	1
91	речь идет о	1	1
92	одного и того	3	1
93	друг от друга	1	1
94	они могут быть	1	1
95	одной и той	2	1
96	дело не в	1	1
97	в сравнении с	2	1
98	и в слове	1	1
99	как нам представляется	2	1
100	как и в	4	1
101	не менее как	1	1
102	но и к	1	1
