N	3gram	Vinokur_Ku_1	Myshleni
1	в том что	15	17
2	вместе с тем	3	10
3	заключается в том	2	7
4	для того чтобы	15	7
5	в отличие от	1	6
6	так же как	1	6
7	в собственном смысле	1	6
8	в зависимости от	5	5
9	можно было бы	3	5
10	с одной стороны	1	5
11	в связи с	3	5
12	тем не менее	4	5
13	что и в	1	5
14	и того же	2	4
15	ни один из	1	4
16	ни в какой	1	4
17	смысле этого слова	1	4
18	во всяком случае	5	4
19	одного и того	2	4
20	о том что	5	3
21	состоит в том	3	3
22	сами по себе	1	3
23	в этом отношении	5	3
24	того что они	2	3
25	а с другой	3	3
26	с другой стороны	6	3
27	то обстоятельство что	8	3
28	та или иная	1	3
29	с тем что	1	3
30	является то обстоятельство	1	3
31	на то что	2	3
32	в том виде	1	2
33	только потому что	6	2
34	этой точки зрения	2	2
35	по отношению к	8	2
36	в этом смысле	3	2
37	с помощью которого	1	2
38	в силу того	2	2
39	только в том	3	2
40	вопрос об отношении	1	2
41	стадия в развитии	1	2
42	было бы неправильно	1	2
43	потому что оно	1	2
44	не может быть	3	2
45	того или иного	3	2
46	силу того что	2	2
47	собственном смысле слова	1	2
48	с этой точки	1	2
49	так и в	2	2
50	и вместе с	1	2
51	в свою очередь	3	2
52	само по себе	1	2
53	той или иной	1	2
54	том что она	1	1
55	что иное как	1	1
56	мы сказали бы	1	1
57	в действии и	1	1
58	в виду не	1	1
59	более или менее	3	1
60	на том основании	1	1
61	так или иначе	2	1
62	во многих случаях	1	1
63	которые говорили бы	2	1
64	о том как	3	1
65	в этом случае	2	1
66	с точки зрения	9	1
67	до сих пор	4	1
68	потому что так	2	1
69	тот или иной	1	1
70	что мы имеем	1	1
71	хотя бы и	2	1
72	есть в сущности	1	1
73	в случае с	1	1
74	между тем как	1	1
75	во всех этих	1	1
76	тогда когда он	2	1
77	по аналогии с	1	1
78	к тому чтобы	1	1
79	ни в каком	1	1
80	иначе как с	2	1
81	обратить внимание на	2	1
82	что оно не	1	1
83	речи так как	1	1
84	в одинаковых условиях	1	1
85	точно так же	1	1
86	поэтому было бы	1	1
87	отнюдь не является	1	1
88	речи и не	1	1
89	отношения и связи	1	1
90	в применении к	1	1
91	может рассматриваться как	1	1
92	не что иное	1	1
93	не потому что	3	1
94	в том чтобы	8	1
95	мы наблюдаем в	1	1
96	не только в	1	1
97	приходится иметь дело	1	1
98	и в его	1	1
99	на этот раз	1	1
100	всего тем что	1	1
101	которые могли бы	1	1
102	в качестве основного	1	1
103	потому что она	1	1
104	не может возникнуть	1	1
105	как с помощью	2	1
106	в совершенно ином	1	1
107	в которых оно	1	1
108	этого слова и	1	1
109	а вместе с	1	1
110	целый ряд слов	1	1
111	том основании что	1	1
112	на наших глазах	1	1
113	как и всякая	1	1
114	с их помощью	1	1
115	не только потому	1	1
116	ничего общего с	1	1
117	и в самом	2	1
118	прямой связи с	1	1
119	может быть решена	1	1
120	друг от друга	1	1
121	таким образом не	1	1
122	и не потому	1	1
123	к тому что	2	1
124	в силу которого	1	1
125	именно в силу	1	1
126	с этим мы	1	1
127	к вопросу о	1	1
128	по сравнению со	1	1
129	но было бы	1	1
130	то что они	1	1
131	всех этих случаях	1	1
132	мы увидим что	2	1
