N	2gram	Medvedev_F_3	Analitik
1	не только	9	22
2	и в	27	18
3	как и	14	14
4	так и	21	14
5	в этом	18	14
6	и его	19	13
7	но и	10	13
8	том что	4	12
9	в качестве	1	12
10	и не	30	12
11	в частности	1	12
12	при этом	8	11
13	а в	1	10
14	как бы	8	10
15	что в	8	9
16	может быть	25	9
17	со стороны	4	9
18	а не	17	9
19	в том	7	9
20	со своей	1	8
21	с его	2	8
22	и даже	2	8
23	по отношению	3	7
24	как раз	8	7
25	в его	7	7
26	с другой	6	7
27	но не	5	7
28	отношению к	3	7
29	еще не	6	6
30	в этой	2	6
31	он не	1	6
32	в их	1	6
33	не в	12	6
34	к тому	4	6
35	для него	1	6
36	о том	4	6
37	художественное целое	1	6
38	в начале	1	6
39	того же	3	5
40	той же	3	5
41	мы имеем	1	5
42	в самом	11	5
43	лишь в	9	5
44	в слове	4	5
45	однако в	2	5
46	в мире	1	5
47	или иной	2	5
48	в сущности	2	5
49	что и	2	5
50	между тем	7	5
51	уже не	3	5
52	в конце	3	5
53	никогда не	5	5
54	прежде всего	4	5
55	не является	5	5
56	в результате	5	5
57	другой стороны	5	5
58	и на	3	4
59	столь же	3	4
60	а и	3	4
61	что он	6	4
62	отнюдь не	8	4
63	в своем	2	4
64	и как	4	4
65	таким образом	18	4
66	по себе	4	4
67	тем самым	1	4
68	в одном	1	4
69	не менее	7	4
70	в пределах	8	4
71	можно сказать	3	4
72	себя в	1	4
73	не есть	4	4
74	о чем	1	4
75	в данном	6	4
76	все же	6	4
77	героя и	2	4
78	я и	1	3
79	здесь и	6	3
80	его не	1	3
81	который в	1	3
82	мы не	4	3
83	всех без	1	3
84	говорить о	2	3
85	в целом	4	3
86	уже в	4	3
87	здесь не	2	3
88	что они	5	3
89	как в	4	3
90	с этим	1	3
91	из этих	2	3
92	с их	1	3
93	художественной реальности	1	3
94	роль в	4	3
95	роли в	1	3
96	литературных произведений	1	3
97	ключ к	1	3
98	подобно тому	4	3
99	без исключения	5	3
100	то же	15	3
101	в каждом	5	3
102	не будет	1	3
103	его в	7	3
104	и того	1	3
105	одного и	1	3
106	точки зрения	16	3
107	все это	7	3
108	до известной	2	3
109	в то	7	3
110	дело не	2	3
111	только не	2	3
112	ничего не	2	3
113	же время	7	3
114	той или	1	3
115	с ее	2	3
116	в ее	4	3
117	данном случае	4	3
118	в произведении	3	3
119	так в	2	3
120	жизнь и	3	3
121	путь к	1	3
122	именно в	1	3
123	было бы	6	3
124	дело с	3	3
125	этом отношении	3	3
126	еще и	1	3
127	не было	1	3
128	он и	3	3
129	как это	4	3
130	известной степени	2	3
131	к этому	2	3
132	только к	1	2
133	отношения к	2	2
134	самом деле	16	2
135	мере в	1	2
136	от своей	1	2
137	в первом	1	2
138	в литературу	5	2
139	есть не	1	2
140	а для	1	2
141	в ней	5	2
142	не от	2	2
143	во всех	3	2
144	ними в	1	2
145	в стихе	1	2
146	в общем	2	2
147	очевидно что	2	2
148	отличие от	2	2
149	это и	2	2
150	сама по	1	2
151	и той	1	2
152	нам кажется	2	2
153	но в	6	2
154	бы и	3	2
155	все эти	6	2
156	в себе	3	2
157	не могла	1	2
158	так сказать	5	2
159	что она	2	2
160	в нем	15	2
161	видеть в	1	2
162	не как	2	2
163	художественного высказывания	1	2
164	одной и	2	2
165	и по	1	2
166	значительной степени	1	2
167	входит в	8	2
168	формы целого	1	2
169	это не	3	2
170	в жизни	11	2
171	в них	3	2
172	о которых	1	2
173	с тем	7	2
174	или из	1	2
175	анекдот и	1	2
176	высказывания как	3	2
177	или точнее	2	2
178	с точки	14	2
179	в принципе	1	2
180	в отличие	2	2
181	от его	3	2
182	тем не	2	2
183	даже в	2	2
184	чистом виде	1	2
185	дело в	2	2
186	одна из	2	2
187	у о	1	2
188	сводится к	5	2
189	представляется нам	1	2
190	в момент	1	2
191	могут быть	4	2
192	е о	1	2
193	в себя	1	2
194	в дальнейшем	5	2
195	те же	3	2
196	не с	1	2
197	поэтому в	2	2
198	об этом	1	2
199	произведения как	6	2
200	и здесь	1	2
201	в значительной	1	2
202	в форме	1	2
203	дистанция между	1	2
204	один из	1	2
205	но с	1	2
206	только в	8	2
207	то в	2	2
208	который как	1	2
209	и ее	6	2
210	тот или	1	2
211	с одной	1	2
212	все они	1	2
213	в точке	1	2
214	для всех	1	2
215	вопроса о	1	2
216	само становится	1	2
217	в большинстве	4	2
218	всяком случае	6	2
219	нуждается в	3	2
220	произведения и	3	2
221	мы можем	4	2
222	тем что	5	2
223	одной стороны	1	2
224	всякое высказывание	3	2
225	в романе	4	2
226	говорит о	1	2
227	одну из	2	2
228	там где	7	2
229	что мы	1	2
230	совершенно очевидно	1	2
231	не может	24	2
232	вместе с	6	2
233	и потому	5	2
234	в той	3	2
235	тому как	5	2
236	да и	4	2
237	этого слова	2	2
238	в контексте	1	2
239	ни для	2	2
240	и для	6	2
241	и от	11	2
242	мира и	1	2
243	хотя и	1	2
244	и все	8	2
245	не должен	1	2
246	из существеннейших	1	2
247	же в	1	2
248	в готовом	1	2
249	то что	8	2
250	сказать что	3	2
251	совершенно не	7	2
252	тогда не	1	2
253	в искусстве	7	2
254	во всяком	6	2
255	но наоборот	1	1
256	как известно	1	1
257	произведения но	4	1
258	также что	1	1
259	неотделима от	1	1
260	таком случае	1	1
261	человека и	2	1
262	рассматривать в	1	1
263	сам по	1	1
264	себе путь	1	1
265	на самом	14	1
266	дело обстоит	1	1
267	ситуации высказывания	1	1
268	тем же	7	1
269	к другому	2	1
270	и литературой	1	1
271	автора то	1	1
272	и до	1	1
273	занимает место	1	1
274	не имеют	1	1
275	с таким	2	1
276	приводимые в	1	1
277	в зависимости	5	1
278	в доме	1	1
279	собою в	1	1
280	формы их	1	1
281	мы уже	3	1
282	первой и	1	1
283	готовом виде	1	1
284	что между	1	1
285	данном контексте	1	1
286	единство и	1	1
287	обстоятельств места	1	1
288	ни единого	1	1
289	высказывания в	1	1
290	никак не	3	1
291	оно есть	1	1
292	с политической	1	1
293	в полной	2	1
294	бы ни	4	1
295	мы и	3	1
296	жанров в	2	1
297	зависимости от	5	1
298	и был	1	1
299	произведения со	1	1
300	проявляется в	2	1
301	стороны его	3	1
302	в таком	2	1
303	целое и	3	1
304	он был	4	1
305	между собой	4	1
306	из литературы	1	1
307	время в	3	1
308	всего этого	1	1
309	так если	1	1
310	тем как	1	1
311	то мы	3	1
312	а отношение	1	1
313	герой не	1	1
314	должны были	1	1
315	за пределы	2	1
316	к литературе	1	1
317	один и	1	1
318	последующих его	1	1
319	в истории	5	1
320	независимо от	5	1
321	с чисто	1	1
322	его внутреннюю	1	1
323	путь в	1	1
324	не это	1	1
325	не два	1	1
326	этом же	1	1
327	который будет	1	1
328	произведения так	2	1
329	выделены в	1	1
330	ответную реакцию	1	1
331	от этого	2	1
332	существенных моментах	1	1
333	или иную	1	1
334	целого произведения	2	1
335	не можем	2	1
336	та же	1	1
337	и у	1	1
338	идет не	2	1
339	эти герои	1	1
340	так или	1	1
341	бы не	2	1
342	в иную	1	1
343	и тот	1	1
344	на то	1	1
345	вследствие этого	3	1
346	не следует	3	1
347	искусства говорит	1	1
348	в отдельности	1	1
349	время и	1	1
350	все другие	1	1
351	новой формы	1	1
352	переходит от	1	1
353	евгения онегина	1	1
354	на жизнь	2	1
355	какой бы	2	1
356	в нее	1	1
357	ни был	1	1
358	от других	2	1
359	мы обнаруживаем	1	1
360	человека в	2	1
361	поэтому слово	1	1
362	этим самым	2	1
363	факт что	1	1
364	и может	1	1
365	говорящих и	1	1
366	бы быть	2	1
367	высказывания и	5	1
368	большинстве случаев	5	1
369	все их	1	1
370	в художественном	5	1
371	с другими	1	1
372	от одного	2	1
373	жизненной практике	1	1
374	и иных	1	1
375	этом смысле	2	1
376	отца и	1	1
377	чаще всего	1	1
378	отсюда и	1	1
379	еще одно	1	1
380	из нее	2	1
381	место и	1	1
382	литературе как	2	1
383	в чистом	1	1
384	должно быть	1	1
385	всех этих	2	1
386	в эту	2	1
387	не выдерживает	1	1
388	этом случае	1	1
389	в своей	6	1
390	таким же	2	1
391	никаких оснований	3	1
392	а от	1	1
393	формы так	1	1
394	место в	10	1
395	себе а	1	1
396	произведение есть	2	1
397	для данного	4	1
398	остается вне	1	1
399	времени не	1	1
400	субъективного сознания	4	1
401	теми же	1	1
402	войти в	5	1
403	произведения в	6	1
404	из виду	2	1
405	для этого	2	1
406	грамматическая форма	1	1
407	ни были	1	1
408	или иного	1	1
409	же мы	1	1
410	то с	1	1
411	автора и	1	1
412	с ним	1	1
413	как о	2	1
414	принадлежат к	2	1
415	на себе	1	1
416	на него	1	1
417	в основе	3	1
418	совпадает с	2	1
419	того чтобы	5	1
420	не могло	2	1
421	художественная реальность	2	1
422	поскольку оно	2	1
423	слова как	2	1
424	и является	4	1
425	потому что	7	1
426	и теперь	6	1
427	связи с	5	1
428	художественной организации	1	1
429	же слова	2	1
430	не нуждается	3	1
431	ему в	1	1
432	в подобном	1	1
433	эстетический объект	1	1
434	у нас	3	1
435	к самому	2	1
436	не могут	10	1
437	своего становления	1	1
438	к истолкованию	1	1
439	с полной	1	1
440	что уже	2	1
441	в наши	1	1
442	слова с	1	1
443	что при	1	1
444	тем случаи	1	1
445	как мы	8	1
446	всех сторон	2	1
447	и о	1	1
448	этого целого	1	1
449	общения между	1	1
450	только при	1	1
451	на чуждую	1	1
452	формы и	3	1
453	для всего	1	1
454	реальной действительности	3	1
455	него самого	1	1
456	из двух	1	1
457	в одну	1	1
458	ориентировано на	2	1
459	произведения не	1	1
460	учение о	2	1
461	ценностный центр	4	1
462	здесь слово	1	1
463	является в	2	1
464	строго говоря	1	1
465	жанра в	2	1
466	если бы	12	1
467	его роли	1	1
468	именно потому	2	1
469	действительность с	1	1
470	искусства и	1	1
471	и должно	1	1
472	в самой	2	1
473	одного из	1	1
474	произведение является	1	1
475	роман и	2	1
476	того или	1	1
477	и смыслом	1	1
478	связь между	4	1
479	от них	1	1
480	а потому	1	1
481	или напротив	1	1
482	и только	2	1
483	новая форма	1	1
484	ее содержание	1	1
485	не тот	1	1
486	может иметь	2	1
487	на почве	2	1
488	того что	3	1
489	является подлинным	1	1
490	эпических жанров	1	1
491	тот же	1	1
492	одной из	2	1
493	одного сознания	1	1
494	проблема была	1	1
495	историческую действительность	1	1
496	и так	1	1
497	этим словом	1	1
498	его героя	1	1
499	человека с	1	1
500	так что	1	1
501	промежуток времени	1	1
502	есть в	1	1
503	оказывается в	1	1
504	завершение в	1	1
505	литературы в	1	1
506	да еще	1	1
507	или даже	1	1
508	его и	3	1
509	ту или	2	1
510	характерно что	2	1
511	мы знаем	4	1
512	одно из	1	1
513	себе в	1	1
514	и их	5	1
515	в единое	1	1
516	ведь это	1	1
517	могло бы	1	1
518	слова в	1	1
519	вовсе не	28	1
520	не о	3	1
521	случае не	1	1
522	и никогда	1	1
523	автор и	2	1
524	то у	1	1
525	и делает	1	1
526	нет в	1	1
527	обнаружения в	1	1
528	внутреннего мира	2	1
529	лишь к	2	1
530	не противоречит	1	1
531	для того	4	1
532	лишь для	5	1
533	между которыми	5	1
534	до сих	1	1
535	может и	3	1
536	как у	1	1
537	или иначе	1	1
538	точнее как	1	1
539	связаны с	2	1
540	ее в	3	1
541	которыми располагается	2	1
542	не сводится	1	1
543	к которому	2	1
544	и между	5	1
545	наконец в	1	1
546	тематические и	1	1
547	и др	2	1
548	целым рядом	1	1
549	и затем	1	1
550	по тем	1	1
551	превращается в	2	1
552	зависит от	1	1
553	не знает	1	1
554	она является	1	1
555	он становится	2	1
556	или с	1	1
557	на общий	1	1
558	человека как	2	1
559	с помощью	8	1
560	на фоне	3	1
561	своей значимости	1	1
562	не удается	1	1
563	в предыдущей	1	1
564	требует от	1	1
565	неотделимо от	2	1
566	и мир	2	1
567	литературу то	2	1
568	в течение	1	1
569	произведение оно	1	1
570	любое произведение	1	1
571	в литературе	6	1
572	для их	1	1
573	отдельности и	1	1
574	другого человека	1	1
575	пределах одной	2	1
576	дело здесь	1	1
577	тот факт	1	1
578	с этой	1	1
579	и формы	5	1
580	высказывания жанр	1	1
581	художественное произведение	11	1
582	сих пор	1	1
583	высказывания но	2	1
584	но это	2	1
585	и тогда	2	1
586	каждой из	1	1
587	такого высказывания	1	1
588	в связи	4	1
589	в пределе	2	1
590	со всех	1	1
591	с читателями	1	1
592	ни одного	1	1
593	есть система	1	1
594	от него	2	1
595	бы в	6	1
596	мы должны	2	1
597	правда не	1	1
598	стороны в	1	1
599	от всего	1	1
600	хотя бы	6	1
601	но если	2	1
602	только литературного	1	1
603	в стихах	2	1
604	однако герой	1	1
605	жизни в	3	1
606	а о	1	1
607	между ними	15	1
608	словарного слова	1	1
609	и внутренне	1	1
610	от всех	4	1
611	к его	3	1
612	оно не	3	1
613	формы высказывания	1	1
614	из этого	4	1
615	искусства является	1	1
616	героя в	3	1
617	новыми и	1	1
618	жизнь в	1	1
619	жизни и	4	1
620	произведения есть	1	1
621	в своих	6	1
622	они не	4	1
