N	3gram	Vinokur_St_1	Psycholo
1	для того чтобы	10	19
2	на то что	4	16
3	в том что	17	14
4	с одной стороны	2	12
5	в зависимости от	1	6
6	о том что	11	6
7	заключается в том	3	6
8	к тому что	1	6
9	в самом деле	5	5
10	до сих пор	7	5
11	с другой стороны	6	5
12	тот факт что	1	4
13	а с другой	1	4
14	по этому поводу	2	4
15	одним и тем	2	3
16	должен был бы	1	3
17	в лучшем случае	1	3
18	на этот вопрос	1	3
19	и то что	2	3
20	и что в	1	3
21	то что он	1	3
22	и тем же	2	3
23	и т п	9	3
24	можно было бы	8	3
25	и т д	21	3
26	в этом отношении	7	3
27	о котором говорит	1	2
28	в этом случае	2	2
29	как это делает	1	2
30	может быть и	2	2
31	с точки зрения	8	2
32	является то что	1	2
33	то что в	2	2
34	обратить внимание на	1	2
35	потому что он	1	2
36	то что оно	1	2
37	так же как	3	2
38	в данном случае	6	2
39	сами по себе	1	2
40	в том чтобы	1	2
41	если бы мы	2	2
42	не только в	4	2
43	во всех трех	2	2
44	в конце концов	1	2
45	ответ на этот	1	2
46	в том и	1	2
47	именно в том	1	2
48	и для нас	1	2
49	он должен был	2	2
50	не может быть	5	2
51	и в самом	3	2
52	или вернее сказать	1	2
53	вопрос о том	2	2
54	той или иной	1	2
55	друг от друга	1	2
56	и таким образом	1	2
57	на самом деле	6	2
58	всякий раз когда	1	1
59	во время чумы	2	1
60	том что в	3	1
61	по его словам	1	1
62	на том что	1	1
63	прямую линию к	1	1
64	еще почти не	1	1
65	что в то	1	1
66	чуть ли не	2	1
67	дело в том	4	1
68	по отношению к	3	1
69	в этом смысле	1	1
70	ни на чем	1	1
71	во многих случаях	2	1
72	том что он	1	1
73	именно об этом	1	1
74	а в том	1	1
75	же как и	1	1
76	и в этом	3	1
77	в одной из	1	1
78	что с точки	1	1
79	и говорит я	1	1
80	в другом месте	1	1
81	что он не	1	1
82	жизни и смерти	1	1
83	каждом отдельном случае	1	1
84	только то что	1	1
85	что в нем	2	1
86	то что она	1	1
87	по крайней мере	2	1
88	и не в	1	1
89	то или иное	3	1
90	он является в	1	1
91	и вовсе не	1	1
92	в том случае	1	1
93	ясно указано что	1	1
94	показать что и	1	1
95	в применении к	3	1
96	то время как	1	1
97	смысле этого слова	1	1
98	без всякого внимания	1	1
99	потому что она	1	1
100	как будто бы	1	1
101	как и вообще	1	1
102	имеем дело с	2	1
103	я имею в	1	1
104	у нас не	1	1
105	что он делает	1	1
106	и в том	2	1
107	данном случае в	2	1
108	того или иного	4	1
109	сих пор не	1	1
110	надо сказать что	1	1
111	ни в каком	1	1
112	ни в чем	1	1
113	имею в виду	1	1
114	и что от	1	1
115	то обстоятельство что	2	1
116	что в этой	2	1
117	в то время	2	1
118	нет ни одной	1	1
119	пир во время	1	1
120	после того как	1	1
121	те или иные	1	1
122	ничего общего с	3	1
123	речь идет о	2	1
124	в целом ряде	1	1
125	что это не	2	1
126	в каждом отдельном	1	1
127	в том смысле	2	1
128	тому что с	1	1
129	исключительно для того	1	1
130	мы имеем дело	1	1
131	что у нас	1	1
132	именно в области	1	1
133	и только в	3	1
