N	3gram	Bakhtin_sl_2	Literetu
1	то же время	4	7
2	в то же	4	7
3	в этом отношении	3	5
4	в отличие от	12	5
5	по отношению к	4	4
6	с одной стороны	5	4
7	о том что	1	4
8	в том что	4	4
9	в том числе	1	3
10	с точки зрения	3	3
11	не может быть	15	3
12	как например в	1	2
13	одной стороны и	3	2
14	но и в	1	2
15	том числе и	1	2
16	не только в	2	2
17	с другой стороны	1	2
18	той или иной	5	2
19	на то что	1	2
20	в этом его	1	1
21	именно там где	1	1
22	хотя и не	1	1
23	в той или	3	1
24	и его аудитории	1	1
25	и там где	3	1
26	и не только	1	1
27	хотя бы и	2	1
28	а также в	1	1
29	и т п	33	1
30	во всей ее	1	1
31	могли бы быть	1	1
32	самого по себе	1	1
33	всегда остается в	1	1
34	может быть только	1	1
35	в значительной степени	6	1
36	на этой почве	1	1
37	вообще не знает	1	1
38	на том пути	1	1
39	в себе как	1	1
40	в связи с	2	1
41	лишь тогда когда	2	1
42	и наконец в	2	1
43	в целом ряде	1	1
44	то есть от	2	1
45	для того чтобы	2	1
46	а не только	1	1
47	между тем как	1	1
48	в самую гущу	1	1
49	одно из существеннейших	1	1
50	более или менее	2	1
51	в свою очередь	2	1
52	при этом и	1	1
53	не только не	1	1
54	может и не	1	1
55	при этом с	1	1
56	это как бы	1	1
57	такое отношение к	1	1
58	в отношении к	4	1
59	сама по себе	3	1
60	этот как и	1	1
61	тем не менее	1	1
62	слово как таковое	1	1
