N	3gram	Trubetskoy_1	Problemy
1	с точки зрения	9	13
2	то же время	10	9
3	о себе самом	1	9
4	в то же	10	9
5	по отношению к	1	8
6	в его целом	1	6
7	в том что	7	6
8	и в этом	1	5
9	но в то	1	5
10	в конце концов	3	5
11	на самом деле	6	4
12	не может быть	4	4
13	в этом отношении	1	3
14	во всяком случае	6	3
15	но все же	1	2
16	в самом деле	1	2
17	до сих пор	5	2
18	и не может	3	2
19	в лучшем случае	3	2
20	бы то ни	4	2
21	только то что	1	2
22	в данном случае	3	2
23	идет не об	1	2
24	по себе еще	1	2
25	что он есть	1	2
26	в большинстве случаев	2	2
27	можно было бы	3	2
28	себе еще не	1	2
29	в другом месте	1	1
30	а следовательно и	2	1
31	то ни стало	3	1
32	дело в том	1	1
33	в свою очередь	1	1
34	он не может	1	1
35	каждая из них	1	1
36	в том и	2	1
37	то же самое	1	1
38	в этом случае	3	1
39	может быть назван	1	1
40	во что бы	3	1
41	данном случае и	1	1
42	то и другое	1	1
43	и в других	1	1
44	здесь мы подходим	1	1
45	не могло бы	1	1
46	в себе и	2	1
47	прежде всего необходимо	1	1
48	точно так же	2	1
49	на этот вопрос	1	1
50	приходится признать что	1	1
51	в противном случае	1	1
52	по крайней мере	1	1
53	всяком случае не	1	1
54	по этому пути	1	1
55	есть то что	1	1
56	что оно есть	1	1
57	мы уже указали	1	1
58	и в частности	1	1
59	что бы то	3	1
60	при том условии	3	1
61	и что в	1	1
62	так же как	1	1
63	то что для	1	1
64	тем что он	1	1
65	то ни было	1	1
66	на первый взгляд	1	1
67	тех или иных	1	1
68	так чтобы в	1	1
69	зависит от того	1	1
70	точку зрения все	1	1
71	мы подходим к	1	1
72	но на самом	1	1
73	что же это	1	1
74	второстепенную роль и	1	1
75	и во всяком	2	1
76	о том что	2	1
77	того или иного	2	1
78	а в том	1	1
79	и вот в	1	1
80	более или менее	4	1
81	друг к другу	1	1
82	заключается в том	1	1
83	она не может	2	1
84	это и есть	1	1
85	и видеть в	1	1
86	с самого начала	1	1
87	как бы ни	1	1
88	ни одна из	2	1
89	в своем стремлении	1	1
90	в настоящее время	2	1
91	в полной мере	1	1
92	к тому что	2	1
93	до известной степени	1	1
94	сама по себе	2	1
95	друг с другом	14	1
96	быть не может	1	1
97	для того чтобы	6	1
98	с нею в	1	1
99	перед нами не	1	1
100	различны в зависимости	1	1
101	и только в	1	1
102	единство все же	1	1
103	не только к	2	1
