N	3gram	Vygotskiy__5	Narrotol
1	в данном случае	2	8
2	не только в	2	6
3	во времени и	1	6
4	в том что	14	5
5	той или иной	2	4
6	не может быть	2	4
7	по отношению к	1	3
8	в этом отношении	3	3
9	для того чтобы	19	3
10	речь идет о	1	3
11	о том что	6	2
12	состоит в том	2	2
13	мы имеем дело	1	2
14	в самом деле	5	2
15	то же самое	3	2
16	до сих пор	5	2
17	сами по себе	2	2
18	в отличие от	2	2
19	заключает в себе	4	2
20	как если бы	1	2
21	и т.п и	1	2
22	в зависимости от	6	2
23	одно и то	3	2
24	и то же	3	2
25	имеем дело с	1	2
26	дело в том	1	2
27	и все же	1	2
28	в свою очередь	1	2
29	можно сказать что	2	2
30	на то что	16	2
31	и того же	2	1
32	и ему не	1	1
33	что иное как	2	1
34	это могло бы	1	1
35	ни о чем	1	1
36	только потому что	1	1
37	как один из	1	1
38	более или менее	1	1
39	в ответ на	1	1
40	один и тот	1	1
41	же как и	1	1
42	с другой стороны	5	1
43	с точки зрения	2	1
44	но еще не	1	1
45	потому что на	1	1
46	до известной степени	1	1
47	сам по себе	3	1
48	жизни и смерти	1	1
49	в первой главе	1	1
50	только то что	1	1
51	том что именно	1	1
52	и то что	3	1
53	из того что	3	1
54	его жизни но	1	1
55	в сущности говоря	8	1
56	по крайней мере	1	1
57	именно в этом	1	1
58	не то что	1	1
59	в том случае	1	1
60	может быть и	2	1
61	жизни но и	1	1
62	не могло быть	1	1
63	а стало быть	1	1
64	в последних словах	1	1
65	едва ли не	1	1
66	с одной стороны	12	1
67	и тот же	1	1
68	так как это	3	1
69	в частности в	1	1
70	друг с другом	3	1
71	а с другой	4	1
72	и как бы	4	1
73	потому что в	2	1
74	что у него	1	1
75	каждого из нас	1	1
76	не мог бы	1	1
77	которое никак не	1	1
78	то что не	1	1
79	в том именно	1	1
80	мы не можем	1	1
81	то что мы	2	1
82	само по себе	2	1
83	и в самом	2	1
84	в конечном счете	1	1
85	то что даже	1	1
86	ни одна из	1	1
87	в нашем сознании	1	1
88	что один из	1	1
89	о смерти он	2	1
90	в русской литературе	1	1
91	отдельного слова в	1	1
92	одного и того	2	1
93	друг от друга	2	1
94	в себе два	1	1
95	к тому что	6	1
96	на самом деле	2	1
97	бы перед нами	1	1
98	обратим внимание на	1	1
99	и т д	3	1
100	что она в	1	1
