N	2gram	Propp_Isto_7	slovoVRo
1	и в	24	39
2	может быть	14	37
3	и т	17	35
4	и его	3	33
5	т п	1	33
6	не только	21	24
7	и не	4	22
8	но и	11	21
9	не может	14	20
10	в нем	6	19
11	в этом	12	16
12	все это	8	16
13	так и	5	15
14	а не	8	14
15	человек и	1	14
16	как в	12	13
17	во всех	7	12
18	вовсе не	4	10
19	к своему	1	9
20	и с	1	9
21	не в	9	9
22	со своим	4	9
23	таким образом	7	8
24	оно не	1	8
25	прежде всего	2	8
26	точки зрения	4	8
27	еще не	8	7
28	с его	3	7
29	в него	1	7
30	при этом	4	7
31	в этих	13	7
32	с ним	5	7
33	никогда не	4	7
34	как мы	3	7
35	в его	1	7
36	и даже	3	7
37	и потому	1	7
38	как бы	4	7
39	но не	6	6
40	в своем	1	6
41	все же	9	6
42	и к	1	6
43	но в	5	6
44	все эти	2	6
45	в них	3	6
46	как и	6	6
47	она не	2	6
48	в большинстве	1	6
49	человек в	1	6
50	там где	5	6
51	этом случае	1	6
52	жизни и	1	6
53	например в	3	5
54	героя и	5	5
55	своему предмету	1	5
56	это не	10	5
57	том что	10	5
58	по себе	1	5
59	мышления и	1	5
60	не могут	2	5
61	но все	4	5
62	мира и	1	5
63	с другой	9	5
64	один из	7	5
65	в том	7	5
66	с ними	1	5
67	с одной	5	5
68	конечно не	2	5
69	уже не	2	5
70	и их	1	5
71	одной стороны	5	5
72	большинстве случаев	1	5
73	только в	6	5
74	для нас	6	5
75	от него	3	5
76	и все	6	5
77	и наконец	3	5
78	отношения к	1	4
79	в зависимости	1	4
80	его не	2	4
81	и на	2	4
82	по отношению	1	4
83	отношение к	5	4
84	связанные с	2	4
85	всех этих	6	4
86	то же	8	4
87	его в	3	4
88	входит в	1	4
89	в новое	1	4
90	ни в	2	4
91	не менее	5	4
92	в то	2	4
93	одна из	7	4
94	в основе	2	4
95	во всем	2	4
96	зависимости от	1	4
97	здесь не	2	4
98	для этого	1	4
99	но здесь	2	4
100	дело с	1	4
101	так как	8	4
102	даже и	1	4
103	и др	2	4
104	xix века	1	4
105	в основном	2	4
106	а в	10	4
107	отношению к	1	4
108	в таком	1	4
109	ту же	1	3
110	как это	2	3
111	необходимо отметить	1	3
112	в чисто	1	3
113	должна быть	1	3
114	в чем	5	3
115	сама по	1	3
116	стороны и	2	3
117	перед нами	2	3
118	и как	1	3
119	не приходится	1	3
120	не с	1	3
121	с точки	1	3
122	не столько	3	3
123	и остается	1	3
124	его от	1	3
125	связи с	3	3
126	в ней	1	3
127	в состав	1	3
128	а также	1	3
129	к нему	7	3
130	что и	8	3
131	в свете	3	3
132	или даже	2	3
133	него нет	1	3
134	у него	10	3
135	рядом с	1	3
136	в особенности	2	3
137	связан с	1	3
138	здесь в	1	3
139	в некоторых	1	3
140	связано с	3	3
141	смысла и	1	3
142	и там	2	3
143	и от	2	3
144	но это	3	3
145	и часто	1	3
146	что в	13	3
147	хотя бы	1	3
148	сказать что	2	3
149	героя в	1	3
150	одним из	1	2
151	мы уже	4	2
152	мы не	4	2
153	но она	1	2
154	что говорят	1	2
155	в прямой	2	2
156	не все	3	2
157	с этим	2	2
158	кроме того	3	2
159	хотя и	3	2
160	более или	1	2
161	эпохи и	1	2
162	как он	6	2
163	на его	2	2
164	т д	16	2
165	он не	6	2
166	в виде	1	2
167	и более	1	2
168	из него	1	2
169	в нее	1	2
170	как особый	1	2
171	за ней	1	2
172	здесь это	1	2
173	далеко не	1	2
174	независимо от	1	2
175	и вне	1	2
176	мы видели	7	2
177	автора и	1	2
178	или менее	1	2
179	и другие	9	2
180	и при	1	2
181	в их	4	2
182	франции в	1	2
183	но эта	2	2
184	которые в	1	2
185	но он	2	2
186	тогда когда	3	2
187	дело в	1	2
188	того как	3	2
189	которого он	1	2
