N	3gram	Losev_Vlad_2	Myslijsy
1	в том что	9	13
2	не может быть	1	9
3	там же с	10	7
4	тем не менее	6	6
5	потому что в	1	4
6	не в том	3	4
7	в свою очередь	2	4
8	само по себе	2	4
9	в этом смысле	1	4
10	только тогда когда	1	4
11	и т д	1	4
12	с точки зрения	3	3
13	в том как	1	3
14	и в том	1	3
15	а в том	2	3
16	то же время	3	3
17	и как бы	1	3
18	но тем не	1	3
19	с самого начала	1	3
20	не только в	2	3
21	в то же	3	3
22	что иное как	1	2
23	можно себе представить	1	2
24	так что не	1	2
25	дело в том	3	2
26	к этой цели	1	2
27	бы то ни	1	2
28	то и в	1	2
29	на этот вопрос	1	2
30	по крайней мере	4	2
31	и с этой	1	2
32	для того чтобы	1	2
33	уже с самого	1	2
34	но дело в	2	2
35	не что иное	1	2
36	в сравнении с	1	2
37	так и мы	1	1
38	несмотря на все	2	1
39	имеет дело с	1	1
40	в таком состоянии	1	1
41	не говоря уже	2	1
42	но то что	1	1
43	но и по	1	1
44	во многих случаях	1	1
45	и в более	1	1
46	не могли быть	1	1
47	себе не может	1	1
48	говоря уже о	2	1
49	сам по себе	2	1
50	всех точек в	1	1
51	не было бы	1	1
52	только то что	1	1
53	в этом отношении	1	1
54	то что в	1	1
55	в собственном смысле	1	1
56	до сих пор	1	1
57	что в нем	1	1
58	с тем и	1	1
59	в целом а	1	1
60	т п с	1	1
61	но это не	1	1
62	можно было бы	2	1
63	потому что для	1	1
64	только при помощи	1	1
65	в ней не	1	1
66	что бы то	1	1
67	почти та же	1	1
68	более или менее	3	1
69	с моей стороны	1	1
70	бытием но тем	1	1
71	заключается в том	2	1
72	в связи с	8	1
73	то ни стало	1	1
74	во что бы	1	1
75	видно из следующих	1	1
76	или по крайней	2	1
77	однако в этой	1	1
78	своего развития а	1	1
79	во всяком случае	6	1
80	что несмотря на	1	1
81	по себе не	1	1
82	что во всех	1	1
83	и все же	2	1
84	отрицать что в	1	1
85	если не в	1	1
86	в то время	6	1
87	это значит что	1	1
88	после того как	2	1
89	о том что	3	1
90	из других источников	1	1
91	что так как	1	1
92	тогда когда мы	1	1
93	но все же	1	1
94	с этой стороны	1	1
95	а не на	2	1
96	на то что	2	1
97	для нас в	1	1
98	у него только	1	1
99	нужно было бы	1	1
100	это нисколько не	2	1
101	и вообще все	1	1
102	не есть следствие	1	1
103	точно так же	3	1
104	как мы видели	2	1
