N	3gram	Potebnia_M_3	Myshleni
1	для того чтобы	3	15
2	в том что	16	15
3	с другой стороны	4	9
4	с одной стороны	3	8
5	по отношению к	5	7
6	заключается в том	1	6
7	о том что	1	6
8	из того что	1	5
9	в собственном смысле	2	5
10	вместе с тем	4	5
11	в целом и	1	5
12	не может быть	3	5
13	в то время	4	5
14	до сих пор	3	4
15	то время как	1	4
16	но вместе с	2	4
17	в этом отношении	2	4
18	можно сказать что	2	4
19	друг с другом	1	4
20	смысле этого слова	7	3
21	таким образом что	1	3
22	на то что	1	3
23	то же самое	1	3
24	сам по себе	5	3
25	к тому что	2	3
26	в том чтобы	2	3
27	с таким образом	1	3
28	в свою очередь	3	3
29	собственном смысле этого	1	3
30	и тем самым	1	3
31	друг от друга	1	3
32	скажем только что	1	2
33	и то же	5	2
34	и той же	2	2
35	том что он	2	2
36	то же время	5	2
37	одно и то	5	2
38	в данном случае	1	2
39	от того что	5	2
40	и таким образом	1	2
41	тем и другим	1	2
42	между тем и	1	2
43	в самом деле	1	2
44	в то же	5	2
45	таким образом и	1	2
46	одной и той	2	2
47	только тогда когда	7	2
48	не к одному	1	1
49	даже тогда когда	1	1
50	в том виде	1	1
51	звук перестает быть	1	1
52	потому что он	3	1
53	и столь же	1	1
54	еще только в	1	1
55	того что в	1	1
56	в чем же	1	1
57	мы можем не	1	1
58	на самом деле	1	1
59	сливаются друг с	1	1
60	в том же	2	1
61	значении этого слова	1	1
62	в силу того	1	1
63	тем более что	1	1
64	и со стороны	1	1
65	того что мы	2	1
66	что он не	3	1
67	в некотором смысле	2	1
68	но и в	4	1
69	единство звука и	1	1
70	представить себе что	1	1
71	только то что	1	1
72	что не только	1	1
73	тогда когда он	1	1
74	на каждом шагу	1	1
75	по себе способен	1	1
76	для чего не	1	1
77	по крайней мере	5	1
78	и тем что	1	1
79	и то что	1	1
80	звуком и значением	1	1
81	одной стороны и	1	1
82	выделили из всего	1	1
83	нечто такое что	1	1
84	если бы мы	1	1
85	между звуком и	1	1
86	этому первому и	1	1
87	не только в	4	1
88	для ребенка в	1	1
89	к вопросу о	1	1
90	не имеет для	1	1
91	потому что оно	2	1
92	та и другая	1	1
93	тем что в	1	1
94	между тем в	1	1
95	что именно в	1	1
96	в котором была	1	1
97	или по крайней	1	1
98	того что она	1	1
99	и главным образом	1	1
100	в строгом смысле	1	1
101	в этих словах	1	1
102	не в силах	1	1
103	все то что	1	1
104	потому что они	1	1
105	в ряду других	1	1
106	то что я	2	1
107	силу того что	1	1
108	а вместе с	1	1
109	что даже в	1	1
110	слова которое мы	1	1
111	в общих чертах	1	1
112	что оно есть	1	1
113	но тем не	2	1
114	мы не можем	2	1
115	словом и мыслью	1	1
116	по всей вероятности	1	1
117	то что мы	2	1
118	это значит что	1	1
119	само по себе	3	1
120	том что этот	1	1
121	не только не	2	1
122	в связь с	1	1
123	потому что в	1	1
124	звука и значения	1	1
125	образом если бы	1	1
126	с тем и	2	1
127	одинаково ко всем	1	1
128	заметить что в	1	1
129	образом потому что	1	1
130	этого слова и	2	1
131	как мы уже	1	1
132	заключает в себе	5	1
133	предположить что в	1	1
134	от того насколько	2	1
135	сама по себе	2	1
136	и т д	3	1
137	тем не менее	3	1
138	то же что	4	1
139	независимо от своего	1	1
140	с к этому	1	1
141	и та и	1	1
142	в слове мы	1	1
143	как и в	2	1
144	том что только	1	1
145	но этого мало	1	1
146	направлении и в	1	1
