N	3gram	Voloshinov_2	Komedia
1	к тому же	2	10
2	в том что	6	5
3	о том что	3	4
4	для того чтобы	6	4
5	по отношению к	8	3
6	в том числе	1	3
7	так или иначе	1	3
8	в связи с	7	3
9	в первую очередь	1	3
10	то же время	8	3
11	в то же	8	3
12	чуть ли не	1	2
13	не говоря уже	1	2
14	их точки зрения	1	2
15	до сих пор	3	2
16	говоря уже о	1	2
17	в той же	1	2
18	в отличие от	3	2
19	бы то ни	4	2
20	то ни было	4	2
21	с одной стороны	3	2
22	во всяком случае	2	2
23	независимо от того	1	2
24	к тому что	3	2
25	друг с другом	1	2
26	в какой мере	1	1
27	в самом деле	5	1
28	в соответствии с	1	1
29	одна из них	1	1
30	с точки зрения	13	1
31	у нее не	1	1
32	с самого начала	5	1
33	еще тем что	1	1
34	но и в	2	1
35	а может быть	1	1
36	том числе и	1	1
37	в каком направлении	1	1
38	той или иной	4	1
39	обстоит дело с	1	1
40	по сравнению с	1	1
41	само по себе	1	1
42	с другой стороны	1	1
43	и в том	1	1
44	не может быть	10	1
45	но там оно	1	1
46	внешней и внутренней	1	1
47	не было бы	2	1
48	того или иного	2	1
49	более или менее	2	1
50	и в свою	1	1
51	так и в	1	1
52	в соединении с	2	1
53	в свою очередь	5	1
54	мы можем сказать	2	1
55	хотя бы в	2	1
56	не имеет значения	1	1
57	не только в	1	1
58	но в этом	1	1
59	но все же	1	1
60	как мы знаем	1	1
61	друг от друга	1	1
62	в большинстве случаев	5	1
63	и не имеет	1	1
64	тем не менее	1	1
65	и для себя	1	1
66	можем сказать что	1	1
67	как мы видели	3	1
