N	2gram	Losev_Vlad_3	Mirosoze
1	может быть	8	30
2	не только	25	29
3	и в	40	28
4	не может	14	28
5	но и	18	25
6	а не	8	25
7	он не	8	24
8	в этом	16	20
9	о свободе	2	18
10	не было	5	18
11	у него	24	17
12	не в	3	16
13	потому что	11	16
14	в ней	5	15
15	в своей	9	15
16	человека и	3	14
17	и есть	1	14
18	он был	2	14
19	никогда не	11	14
20	до конца	4	14
21	в нем	3	13
22	и он	1	12
23	и это	6	12
24	в самом	4	11
25	для него	8	11
26	и не	25	11
27	в своем	8	10
28	в творчестве	1	10
29	человек не	1	10
30	было бы	4	10
31	бога и	1	10
32	что в	17	10
33	в мире	2	10
34	прежде всего	10	10
35	что он	5	10
36	был бы	3	10
37	и потому	10	10
38	и все	4	10
39	с тем	7	9
40	но он	1	9
41	и его	10	9
42	не есть	10	9
43	в его	14	9
44	к человеку	1	9
45	из самых	1	8
46	в котором	4	8
47	но не	4	8
48	в человеке	1	8
49	не был	8	7
50	но в	4	7
51	в себе	9	7
52	в конце	12	7
53	в самой	1	7
54	к нему	3	7
55	того что	7	7
56	бог и	2	7
57	нет ничего	2	7
58	о боге	4	6
59	должна быть	2	6
60	и на	6	6
61	он сам	2	6
62	в которой	2	6
63	лишь в	1	6
64	в этой	8	6
65	свобода и	1	6
66	все в	1	6
67	только в	13	6
68	он уже	2	6
69	вместе с	7	6
70	все это	1	6
71	в том	18	6
72	нет и	1	5
73	это не	3	5
74	как и	7	5
75	если нет	3	5
76	что есть	3	5
77	у нас	5	5
78	не могут	2	5
79	человека на	1	5
80	добра и	1	5
81	то что	28	5
82	все творчество	1	5
83	во христе	1	5
84	мира и	1	5
85	смысле слова	6	4
86	отношения к	5	4
87	в христианском	2	4
88	это и	1	4
89	и этот	2	4
90	есть не	2	4
91	был еще	1	4
92	xix века	6	4
93	за пределы	3	4
94	духа и	1	4
95	привести к	1	4
96	не к	2	4
97	не как	2	4
98	и по	2	4
99	должен был	2	4
100	в них	1	4
101	в этих	2	4
102	точки зрения	13	4
103	в их	2	4
104	в которых	1	4
105	она не	2	4
106	свободу и	1	4
107	мог бы	4	4
108	что и	7	4
109	хотел бы	1	4
110	значит что	6	4
111	один из	1	4
112	в человека	1	4
113	человеческой личности	1	4
114	уже не	9	4
115	уже в	3	4
116	есть уже	1	4
117	ни с	3	4
118	а в	7	4
119	тем что	5	4
120	и вместе	2	4
121	был в	1	4
122	человек есть	2	4
123	не знал	1	4
124	с этой	2	4
125	на пути	1	4
126	которых он	2	4
127	его не	1	3
128	и мира	1	3
129	с его	2	3
130	к богу	2	3
131	с этим	2	3
132	когда он	1	3
133	бы и	4	3
134	и еще	2	3
135	и вот	1	3
136	и с	9	3
137	то есть	24	3
138	его в	2	3
139	который так	1	3
140	и истина	1	3
141	в жизни	2	3
142	для них	1	3
143	не мог	6	3
144	том что	18	3
145	но если	5	3
146	не имеет	4	3
147	на путях	2	3
148	ничего не	5	3
149	к тому	7	3
150	этот путь	1	3
151	в ее	1	3
152	особенно в	1	3
153	учение о	24	3
154	только и	5	3
155	для философии	1	3
156	это очень	1	3
157	конечно не	1	3
158	не так	3	3
159	и их	1	3
160	так как	7	3
161	не хотел	1	3
162	что человек	1	3
163	себя и	1	3
164	в боге	6	3
165	я хочу	1	3
166	в иных	1	3
167	это есть	10	3
168	для человека	1	3
169	это значит	6	3
170	должно быть	5	3
171	потому не	1	3
172	для нас	5	3
173	самого человека	3	3
174	интерес к	1	3
175	хотя бы	6	3
176	будто бы	1	3
177	в свете	1	3
178	есть и	4	3
179	также и	17	2
180	чтобы не	1	2
181	в этот	2	2
182	он хотел	1	2
183	не хочет	2	2
184	к чему	1	2
185	он знает	1	2
186	вопрос о	4	2
187	движение в	1	2
188	который был	2	2
189	время как	2	2
190	в виду	3	2
191	истории в	2	2
192	не все	3	2
193	себе и	2	2
194	что дух	1	2
195	относится к	1	2
196	в истории	5	2
197	как в	1	2
198	все же	4	2
199	и как	7	2
200	и к	2	2
201	от этого	2	2
202	и у	3	2
203	он в	1	2
204	все эти	5	2
205	бы не	1	2
206	самого себя	2	2
207	с их	3	2
208	пройти через	1	2
209	к учению	1	2
210	как он	1	2
211	если бы	3	2
212	он ни	2	2
213	с ней	1	2
214	но отношение	1	2
215	в россии	3	2
216	проблемы и	1	2
217	него и	1	2
218	этом он	1	2
219	природный человек	1	2
220	с самим	1	2
221	бытия но	1	2
222	и мы	1	2
223	истории и	1	2
224	чем в	4	2
225	которую он	1	2
226	прийти к	1	2
227	начинает с	1	2
228	место в	1	2
229	оказывается что	2	2
230	сих пор	1	2
231	возвращается к	1	2
232	что христос	1	2
233	с которой	1	2
234	на земле	1	2
235	в то	7	2
236	к этим	1	2
237	в основе	1	2
238	того чтобы	3	2
239	человека от	2	2
240	к добру	2	2
241	по своей	2	2
242	в каком	4	2
243	личности в	1	2
244	ему удалось	1	2
245	когда мы	1	2
246	есть только	9	2
247	отличается от	3	2
248	всего в	1	2
249	он никогда	2	2
250	него как	3	2
251	он мог	3	2
252	и от	6	2
253	то время	4	2
254	и что	8	2
255	различие между	1	2
256	что ведь	1	2
257	еще в	5	2
258	разного рода	3	2
259	с чего	2	2
260	и нужно	1	2
261	о своей	1	2
262	о том	11	2
263	может не	1	2
264	с того	1	2
265	ли она	1	2
266	самому себе	1	2
267	и во	1	2
268	и бог	1	2
269	и она	1	2
270	же можно	1	2
271	мы видим	1	2
272	начало в	1	2
273	философии но	4	2
274	жизни и	1	2
275	есть зло	1	2
276	и последняя	1	2
277	как будто	1	2
278	философии он	1	2
279	даже и	12	2
280	для того	2	2
281	в свой	1	2
282	до сих	1	2
283	на этот	1	2
284	человеческой жизни	1	2
285	о чем	1	2
286	есть истина	1	2
287	всемирной истории	1	2
288	бог есть	2	2
289	человека к	1	2
290	учению о	1	2
291	по своему	1	2
292	как бы	3	2
293	том смысле	1	2
294	него не	1	2
295	и нет	1	2
296	в начале	2	2
297	делает человека	1	2
298	в более	1	2
299	и для	3	2
300	не существует	2	2
301	его творчества	2	2
302	в христианстве	1	2
303	бы в	2	2
304	конце концов	5	2
305	отношении к	1	2
306	в свою	1	2
307	сказать что	12	2
308	к этой	2	2
309	к этому	2	2
310	все что	1	2
311	хуже всего	1	1
312	себя как	1	1
313	я и	1	1
314	также что	1	1
315	нельзя потому	1	1
316	от самой	1	1
317	и то	9	1
318	на самом	3	1
319	зла но	1	1
320	она все	1	1
321	вся она	1	1
322	был и	2	1
323	и греческой	1	1
324	из всех	1	1
325	ней нет	1	1
326	истории у	1	1
327	мы имеем	3	1
328	мы не	2	1
329	него сама	1	1
330	он идет	1	1
331	имеет свою	2	1
332	начало не	1	1
333	начинается с	1	1
334	но она	1	1
335	что иное	1	1
336	принадлежит к	1	1
337	не вполне	2	1
338	оно есть	6	1
339	я не	3	1
340	то это	10	1
341	и самой	1	1
342	и красота	2	1
343	и был	3	1
344	есть вместе	1	1
345	учение об	4	1
346	себе а	1	1
347	еще не	4	1
348	философии не	1	1
349	иное как	1	1
350	в последних	1	1
351	в существовании	1	1
352	что люди	1	1
353	во всех	1	1
354	то мы	1	1
355	в юности	2	1
356	самом деле	1	1
357	иных случаях	1	1
358	к которой	1	1
359	в сторону	2	1
360	тех же	1	1
361	если в	1	1
362	добра но	1	1
363	он пишет	1	1
364	отличие от	3	1
365	в свои	1	1
366	и речи	2	1
367	что они	1	1
368	природа в	2	1
369	которые не	2	1
370	внимание его	1	1
371	как говорит	2	1
372	истине и	3	1
373	его на	1	1
374	а материальная	1	1
375	если есть	3	1
376	кто не	1	1
377	сознания в	1	1
378	говорит что	1	1
379	природу эту	1	1
380	сам бог	2	1
381	учителей церкви	1	1
382	не очень	2	1
383	кажется в	1	1
384	всегда был	3	1
385	это христианство	1	1
386	духовное и	1	1
387	что же	9	1
388	философских и	1	1
389	и свободное	1	1
390	роль в	2	1
391	интересно что	2	1
392	люди а	1	1
393	нельзя к	1	1
394	эпохи возрождения	1	1
395	и почему	1	1
396	есть переход	1	1
397	к одному	1	1
398	в силу	2	1
399	богу но	1	1
400	с таким	2	1
401	отцов и	1	1
402	в плане	1	1
403	бл августина	1	1
404	его от	1	1
405	что сам	1	1
406	и заключается	1	1
407	которому принадлежал	1	1
408	подход к	1	1
409	же не	2	1
410	в состоянии	1	1
411	том случае	3	1
412	была в	1	1
413	и духовное	2	1
414	на все	1	1
415	нельзя мыслить	3	1
416	знает что	1	1
417	в душе	1	1
418	это было	3	1
419	всю свою	1	1
420	с начала	1	1
421	как такие	1	1
422	всю его	1	1
423	связанным с	1	1
424	после этого	1	1
425	есть отрицание	2	1
426	которым он	1	1
427	вл соловьева	188	1
428	период его	2	1
429	и вся	2	1
430	и вопреки	1	1
431	которой он	1	1
432	к богочеловечеству	1	1
433	с такой	2	1
434	существования а	1	1
435	не мирится	1	1
436	не больше	3	1
437	нисколько не	3	1
438	смысл и	1	1
439	сказать в	1	1
440	во время	1	1
441	к тем	2	1
442	от своего	1	1
443	еще менее	1	1
444	иначе он	1	1
445	можно найти	2	1
446	в такой	1	1
447	и без	1	1
448	но у	2	1
449	она в	1	1
450	что вся	1	1
451	все и	2	1
452	в отличие	3	1
453	а где	1	1
454	нему и	2	1
455	материального мира	1	1
456	боге а	2	1
457	не путем	1	1
458	должны были	1	1
459	знал и	1	1
460	сам же	2	1
461	мир и	1	1
462	есть его	1	1
463	точку зрения	1	1
464	основной для	1	1
465	в философии	3	1
466	земле и	1	1
467	его время	1	1
468	и более	2	1
469	только те	1	1
470	войти в	1	1
471	вовсе не	13	1
472	сам он	1	1
473	почти все	1	1
474	в атмосфере	1	1
475	положительный и	1	1
476	в отношении	5	1
477	и против	3	1
478	не менее	9	1
479	не раз	1	1
480	ничего кроме	1	1
481	есть прежде	2	1
482	еще до	2	1
483	таков был	2	1
484	то чего	1	1
485	что их	1	1
486	он еще	1	1
487	и слишком	3	1
488	это еще	1	1
489	не могло	1	1
490	мышления и	1	1
491	и христианская	1	1
492	и такой	1	1
493	а во	1	1
494	в красоте	2	1
495	во всем	6	1
496	и после	1	1
497	сознанием и	1	1
498	же он	1	1
499	хочет быть	2	1
500	всякий кто	1	1
501	только с	2	1
502	были еще	2	1
503	– если	1	1
504	дух человеческий	1	1
505	может показаться	2	1
506	которая всегда	2	1
507	от того	4	1
508	всему этому	1	1
509	зле и	1	1
510	в космосе	1	1
511	необходимость не	1	1
512	и оно	1	1
513	только от	1	1
514	все то	3	1
515	в духе	3	1
516	и учителей	1	1
517	нет ни	2	1
518	вл соловьев	127	1
519	что мир	1	1
520	и всех	1	1
521	боге и	1	1
522	было уже	1	1
523	все еще	1	1
524	бы это	2	1
525	оно не	3	1
526	можно и	1	1
527	и о	4	1
528	связи со	1	1
529	идею он	1	1
530	боге в	1	1
531	и такова	1	1
532	так в	1	1
533	не столько	3	1
534	слова а	1	1
535	бытия как	1	1
536	и сам	1	1
537	можно было	5	1
538	так и	6	1
539	было в	1	1
540	нужно было	1	1
541	и каждый	1	1
542	об этой	2	1
543	что уж	1	1
544	означает не	1	1
545	она была	4	1
546	подойти к	1	1
547	жизнь и	3	1
548	является в	2	1
549	и даже	6	1
550	не меньше	2	1
551	все есть	1	1
552	об этом	6	1
553	в разных	2	1
554	находится в	3	1
555	собственно в	1	1
556	а к	1	1
557	и гармонии	1	1
558	каждый раз	1	1
559	и поэтому	1	1
560	красоты в	1	1
561	в глаза	4	1
562	одного из	1	1
563	она всегда	1	1
564	заключается в	1	1
565	доходит до	1	1
566	путь к	2	1
567	и всю	2	1
568	идет к	1	1
569	и положительное	1	1
570	творчества в	1	1
571	погружен в	1	1
572	борьбе с	1	1
573	во всей	1	1
574	и только	3	1
575	и можно	4	1
576	вообще и	1	1
577	даже для	1	1
578	которая и	1	1
579	и наконец	2	1
580	моментов его	1	1
581	мы уже	5	1
582	и учение	1	1
583	что человечество	1	1
584	быть и	2	1
585	в новой	1	1
586	характерна для	2	1
587	одной из	2	1
588	у славянофилов	1	1
589	в вопросе	2	1
590	никаких противоречий	1	1
591	не имеющих	2	1
592	то он	4	1
593	своего свободного	1	1
594	в обществе	2	1
595	стремиться к	1	1
596	разума над	1	1
597	в эти	1	1
598	так что	14	1
599	же и	2	1
600	литературы в	1	1
601	говорить об	1	1
602	то и	2	1
603	в нашей	2	1
604	духовный человек	1	1
605	оно всегда	1	1
606	он принадлежит	1	1
607	только их	1	1
608	него нет	1	1
609	себе в	2	1
610	всяком случае	3	1
611	что она	2	1
612	в одном	5	1
613	него это	1	1
614	и никогда	1	1
615	за границу	2	1
616	вот оказывается	1	1
617	характерны для	1	1
618	абсолютном то	1	1
619	но из	1	1
620	об абсолютном	2	1
621	рядом с	1	1
622	выходит за	1	1
623	смысла жизни	1	1
624	и из	1	1
625	влияние на	1	1
626	о влиянии	1	1
627	по своим	1	1
628	быть рабом	1	1
629	а именно	12	1
630	к которому	1	1
631	с той	1	1
632	он во	1	1
633	души и	1	1
634	он считал	1	1
635	были в	2	1
636	и др	1	1
637	системы и	1	1
638	этом учении	1	1
639	говорит о	4	1
640	чувствовал что	1	1
641	притом не	1	1
642	так глубоко	1	1
643	нужно сказать	1	1
644	и возвращается	1	1
645	своего завершения	1	1
646	не на	2	1
647	было для	1	1
648	в христианской	1	1
649	выше всякого	2	1
650	и тут	3	1
651	ближе к	1	1
652	свободе его	1	1
653	если не	6	1
654	с л	1	1
655	конечно он	1	1
656	и всякое	1	1
657	есть бог	2	1
658	но оно	2	1
659	в частности	1	1
660	этот свой	1	1
661	к его	2	1
662	мы говорим	1	1
663	вопросе о	3	1
664	в европе	2	1
665	оно имеет	1	1
666	человек хочет	1	1
667	к жизни	1	1
668	она есть	1	1
669	в течение	4	1
670	наряду с	2	1
671	пишет в	1	1
672	есть на	1	1
673	если человек	1	1
674	да и	6	1
675	для понимания	2	1
676	ее пределы	1	1
677	мира с	1	1
678	бросается в	2	1
679	в это	2	1
680	потому и	2	1
681	человеческая личность	1	1
682	является для	2	1
683	приблизиться к	1	1
684	что мы	2	1
685	своей жизни	1	1
686	только для	1	1
687	но это	6	1
688	имел в	1	1
689	от нас	1	1
690	в смысле	6	1
691	на одной	2	1
692	процесса в	1	1
693	и часто	1	1
694	уже на	1	1
695	об отношении	2	1
696	его нет	1	1
697	его поэтому	1	1
698	он чувствовал	1	1
699	новый духовный	1	1
700	бы даже	1	1
701	что только	1	1
702	но также	1	1
703	то не	2	1
704	но когда	2	1
705	психологии я	1	1
706	бы он	1	1
707	иное чем	1	1
708	находит свое	1	1
709	себе что	1	1
710	еще более	1	1
711	о двух	2	1
712	ни к	2	1
713	против того	1	1
714	найдет свое	1	1
715	материальной и	1	1
716	за этим	1	1
717	от всякого	1	1
718	существование и	1	1
719	это все	1	1
720	соловьева в	10	1
721	отношением к	1	1
722	не быть	1	1
723	а ведь	1	1
724	в материальной	2	1
725	бог в	1	1
726	о духе	1	1
727	но этот	1	1
728	для нашего	1	1
729	жизни а	2	1
730	не что	1	1
731	ко всему	1	1
732	та же	1	1
733	есть то	1	1
734	время он	1	1
735	человек еще	1	1
736	случае если	2	1
737	в своих	7	1
738	и эта	3	1
739	и свою	1	1
740	так же	8	1
741	во всяком	3	1
742	земли и	1	1
743	они не	1	1
