N	3gram	Potebnia_M_4	Myshleni
1	в том что	7	21
2	с точки зрения	3	18
3	для того чтобы	4	10
4	с одной стороны	1	7
5	заключается в том	1	7
6	в связи с	1	6
7	во всяком случае	3	6
8	не может быть	5	6
9	на то что	4	6
10	по отношению к	8	5
11	на этот вопрос	2	5
12	мы могли бы	2	4
13	в том чтобы	1	4
14	о том что	5	4
15	в том числе	1	3
16	том числе и	1	3
17	в данном случае	2	3
18	смысле этого слова	1	3
19	мы видели что	1	3
20	что в сущности	1	3
21	мы не можем	3	3
22	в этом отношении	1	3
23	полагает что если	1	2
24	на самом деле	3	2
25	подобно тому как	2	2
26	в том же	2	2
27	мы старались показать	1	2
28	хотя бы и	2	2
29	к тому чтобы	1	2
30	в своем развитии	2	2
31	если бы мы	1	2
32	к которым мы	1	2
33	той и другой	1	2
34	само по себе	5	2
35	то же самое	4	2
36	том же роде	1	2
37	как уже сказано	1	2
38	же самое что	1	2
39	и в самом	1	2
40	легко заметить что	1	2
41	вопрос о том	2	2
42	друг от друга	1	2
43	только тогда когда	4	2
44	речь идет о	1	2
45	потому что как	2	1
46	друг к другу	1	1
47	было бы невозможно	1	1
48	у нас в	1	1
49	в силу этого	1	1
50	к другу и	1	1
51	и к тому	1	1
52	мере того как	4	1
53	иметь в виду	1	1
54	и что только	1	1
55	внешнее по отношению	1	1
56	дело в том	1	1
57	но так как	1	1
58	что перед нами	1	1
59	это было бы	1	1
60	ответить на этот	1	1
61	можно видеть из	1	1
62	по поводу его	1	1
63	в том и	2	1
64	по мере того	4	1
65	с этим словом	1	1
66	о том как	1	1
67	один и тот	2	1
68	в течение многих	1	1
69	существует независимо от	1	1
70	до сих пор	4	1
71	имеет в виду	1	1
72	сам по себе	4	1
73	на одном из	1	1
74	не имеет никакого	1	1
75	то что в	2	1
76	того и другого	1	1
77	с тем что	4	1
78	на каждом шагу	1	1
79	состоящее в том	1	1
80	точно так же	1	1
81	рано или поздно	2	1
82	но мы должны	1	1
83	что все это	1	1
84	то и другое	2	1
85	в том случае	3	1
86	и то что	4	1
87	что в первый	1	1
88	можно сравнить с	2	1
89	то это не	1	1
90	мысли но в	1	1
91	вопрос об отношении	1	1
92	не в том	2	1
93	сами по себе	2	1
94	образом как и	1	1
95	мы не знаем	1	1
96	и тот же	2	1
97	может быть выведено	1	1
98	мы тем самым	1	1
99	не могут быть	2	1
100	все более и	2	1
101	дело не в	1	1
102	на всю жизнь	1	1
103	о том какое	1	1
104	потому что мы	2	1
105	с другой стороны	1	1
106	но на самом	1	1
107	с психологической стороны	1	1
108	той или другой	1	1
109	первое и основное	1	1
110	старались показать что	1	1
111	том смысле что	1	1
112	того факта что	1	1
113	том случае если	1	1
114	никогда не может	1	1
115	мышления при помощи	1	1
116	ничего общего с	1	1
117	даже в том	1	1
118	с самого начала	1	1
119	не только не	3	1
120	как бы ни	1	1
121	своей точки зрения	1	1
122	более и более	2	1
123	в фонетическом отношении	1	1
124	можно сказать что	4	1
125	с той же	1	1
126	случае если бы	1	1
127	только в том	2	1
128	заметить что в	1	1
129	судить о том	1	1
130	и находится в	1	1
131	то же что	1	1
132	после того как	2	1
133	когда мы говорим	3	1
134	в том смысле	2	1
135	том что такое	1	1
136	в приведенном выше	1	1
137	там где она	1	1
138	как и в	1	1
139	и тем более	1	1
140	независимо от его	2	1
141	в свое время	1	1
142	в природе как	1	1
