N	2gram	Nazirov_Tv_2	Psycholo
1	и в	20	38
2	то что	3	35
3	все время	2	30
4	в том	8	25
5	в самом	3	25
6	самом деле	2	21
7	что в	7	20
8	может быть	8	19
9	и что	2	18
10	на то	1	16
11	что она	4	16
12	то есть	5	15
13	и т	13	14
14	том что	4	14
15	если бы	4	14
16	как бы	11	14
17	потому что	7	14
18	в этом	8	13
19	в этой	5	13
20	и мы	3	13
21	не только	13	12
22	таким образом	10	12
23	было бы	1	12
24	не в	4	12
25	мы видим	4	12
26	что он	6	11
27	то же	7	10
28	что это	1	10
29	и не	9	10
30	с этим	1	8
31	все же	5	8
32	и как	1	8
33	говорит что	1	8
34	как и	6	8
35	в одном	2	8
36	и это	3	8
37	но только	1	8
38	так что	2	8
39	вовсе не	2	8
40	как раз	1	8
41	перед нами	1	8
42	для нас	1	8
43	из этого	2	8
44	мы уже	1	7
45	с другой	2	7
46	заключается в	1	7
47	не может	7	7
48	как мы	1	7
49	в ее	2	7
50	что у	4	7
51	между тем	3	7
52	может служить	2	7
53	а не	6	7
54	а в	4	7
55	и на	5	6
56	в которых	3	6
57	как это	1	6
58	и если	2	6
59	он не	3	6
60	мы видели	1	6
61	в котором	3	6
62	тому что	1	6
63	она не	1	6
64	не имеет	1	6
65	самого начала	1	6
66	и его	9	6
67	к тому	1	6
68	указывает на	1	6
69	с самого	1	6
70	ясно что	1	6
71	и здесь	1	6
72	о том	5	6
73	второй план	1	6
74	один из	3	6
75	с одной	1	6
76	из них	2	6
77	так как	3	6
78	до сих	3	6
79	он говорит	1	6
80	мы не	4	5
81	я не	2	5
82	морали и	1	5
83	в которой	2	5
84	так сказать	2	5
85	в другом	1	5
86	к которым	1	5
87	несмотря на	1	5
88	с такой	1	5
89	в своей	6	5
90	т п	2	5
91	казалось бы	3	5
92	в его	10	5
93	но и	8	5
94	действующих лиц	2	5
95	вместе с	3	5
96	сих пор	3	5
97	другой стороны	2	5
98	совершенно не	1	5
99	наше чувство	1	5
100	на деле	1	4
101	что если	1	4
102	во всех	1	4
103	не то	1	4
104	что они	4	4
105	как в	4	4
106	когда он	4	4
107	в целом	6	4
108	все эти	4	4
109	в себе	3	4
110	если он	5	4
111	в нем	3	4
112	при этом	8	4
113	т д	11	4
114	она была	1	4
115	не мог	1	4
116	но если	2	4
117	не могли	2	4
118	что этот	2	4
119	что с	1	4
120	одна из	3	4
121	никогда не	11	4
122	как будто	1	4
