N	2gram	Vygotskiy__3	FransuaR
1	и в	38	40
2	то есть	15	18
3	и его	6	17
4	в этом	13	15
5	в романе	1	15
6	мы уже	7	13
7	не только	12	13
8	в его	5	13
9	и не	10	13
10	вовсе не	8	12
11	что в	20	12
12	как и	8	11
13	но и	5	11
14	таким образом	12	10
15	как мы	7	10
16	в сущности	10	9
17	он не	6	9
18	в них	3	9
19	может быть	19	9
20	и все	10	9
21	и до	1	8
22	той же	2	8
23	и на	6	8
24	отношение к	1	8
25	все эти	4	8
26	и с	1	8
27	в том	25	8
28	у него	4	8
29	но в	3	8
30	то же	10	7
31	в своем	5	7
32	он и	1	7
33	в виду	4	7
34	в одном	8	7
35	во всех	4	6
36	в самом	25	6
37	в этих	2	6
38	в то	3	6
39	и других	1	6
40	до конца	2	6
41	в той	5	6
42	он говорит	6	6
43	в своей	5	6
44	к этому	3	6
45	в нем	4	5
46	со всеми	2	5
47	так сказать	5	5
48	в основе	3	5
49	и для	4	5
50	те же	1	5
51	начала и	1	5
52	мы видим	12	5
53	для него	2	5
54	то что	35	5
55	не было	1	5
56	а не	7	5
57	как раз	8	5
58	в своих	4	5
59	жизни и	1	4
60	из всех	3	4
61	в ней	15	4
62	в истории	2	4
63	мы слышим	2	4
64	было бы	12	4
65	ни в	3	4
66	том что	14	4
67	в эту	2	4
68	в их	1	4
69	даже в	1	4
70	того чтобы	9	4
71	у нас	2	4
72	мы встречаем	1	4
73	о том	6	4
74	и о	3	4
75	роль в	1	4
76	мировой литературе	1	4
77	и здесь	6	4
78	и во	2	4
79	один из	6	4
80	только на	1	4
81	из них	6	4
82	так как	6	4
83	и даже	4	4
84	до сих	6	4
85	здесь в	2	4
86	и потому	1	4
87	в данном	2	4
88	сих пор	5	4
89	все это	3	4
90	ни для	1	4
91	в мировой	1	4
92	еще более	1	4
93	в заключение	1	4
94	самом деле	21	3
95	на самом	2	3
96	и есть	1	3
97	поэтому он	1	3
98	только для	3	3
99	он был	3	3
100	с его	1	3
101	отличие от	1	3
102	в этой	13	3
103	кроме того	1	3
104	и как	8	3
105	и наконец	2	3
106	и к	3	3
107	в себе	4	3
108	при этом	4	3
109	заявляет что	1	3
110	всех этих	2	3
111	для понимания	1	3
112	мы видели	6	3
113	в отличие	1	3
114	их в	2	3
115	для этого	2	3
116	в таких	1	3
117	дело не	2	3
118	одна из	4	3
119	так много	1	3
120	уже говорили	3	3
121	но все	1	3
122	и самое	1	3
123	здесь не	3	3
124	в ее	7	3
125	можно было	1	3
126	если бы	14	3
127	в другом	5	3
128	никак не	7	3
129	между тем	7	3
130	что и	4	3
131	и следовательно	2	3
132	еще не	1	3
133	только в	4	3
134	так и	1	3
135	в начале	1	3
136	одно из	2	3
137	не так	3	3
138	в конце	2	3
139	тем что	3	3
140	в других	1	3
141	для того	8	3
142	и прежде	1	3
143	сказать что	4	3
144	там где	6	3
145	жизнь в	1	3
146	для этой	1	3
147	в частности	1	3
148	не может	7	3
149	вместе с	5	3
150	как в	4	3
151	во все	1	3
152	как бы	14	3
153	хотя он	1	3
154	и смерти	1	3
155	весь этот	3	3
156	но это	3	3
157	а в	7	3
158	между ними	1	3
159	к этой	2	3
160	они не	2	3
161	как известно	1	2
162	в обычном	1	2
163	одним из	1	2
164	например в	2	2
165	он считает	1	2
166	того же	3	2
167	это и	1	2
168	по преимуществу	2	2
169	и этот	3	2
170	мы не	5	2
171	большую роль	1	2
172	и стиль	1	2
173	на тему	3	2
174	хотя бы	2	2
175	но конечно	1	2
176	но не	1	2
177	тут же	1	2
178	из важнейших	1	2
179	до наших	1	2
180	думать что	2	2
181	это самое	1	2
182	в течение	4	2
183	что он	11	2
184	к новому	1	2
185	все же	8	2
186	и той	2	2
187	его к	2	2
188	имеет в	1	2
189	в которой	5	2
190	в целом	4	2
191	он в	2	2
192	из этих	3	2
193	раз в	4	2
194	и если	6	2
195	к тем	3	2
196	на его	1	2
197	в первой	2	2
198	и еще	1	2
199	не к	3	2
200	в корне	1	2
201	и вот	2	2
202	в плане	3	2
203	одной и	2	2
204	на этом	5	2
205	здесь мы	4	2
206	и сделал	1	2
207	это вовсе	1	2
208	далеко не	3	2
209	характер и	1	2
210	в один	3	2
211	точки зрения	16	2
212	в котором	6	2
213	серьезности и	1	2
214	но он	2	2
215	и очень	2	2
216	ее не	3	2
217	как о	1	2
218	считает что	1	2
219	дело в	1	2
220	он с	1	2
221	и форм	1	2
222	этом отношении	1	2
223	и такие	1	2
224	и это	8	2
225	момент в	1	2
226	данном случае	2	2
227	на основе	1	2
228	здесь он	1	2
229	одного из	2	2
230	здесь нет	1	2
231	по сравнению	1	2
232	не исчерпывается	1	2
233	даны в	1	2
234	никакому сомнению	1	2
235	можно сказать	1	2
236	от смерти	2	2
237	основе своей	1	2
238	с другой	7	2
239	нас в	1	2
240	язык и	1	2
241	это не	1	2
242	говорит он	2	2
243	и так	1	2
244	но как	2	2
245	или же	1	2
246	и ее	2	2
247	больше чем	4	2
248	образов в	1	2
249	конечно не	4	2
250	и у	1	2
