N	3gram	Bakhtin_Pr_5	Dialekti
1	с точки зрения	2	12
2	сама по себе	1	8
3	в том что	2	7
4	сам по себе	2	6
5	внутреннего и внешнего	2	6
6	в нем есть	1	6
7	то же время	10	4
8	можно было бы	2	4
9	по крайней мере	1	4
10	одно и то	3	4
11	и то же	3	4
12	с другой стороны	3	4
13	в то же	10	4
14	в этом смысле	3	3
15	да и то	1	3
16	что в нем	1	3
17	в нем нет	1	3
18	может быть и	1	3
19	в конце концов	3	3
20	и в этом	2	3
21	не может и	1	3
22	не может быть	3	3
23	можно сказать что	1	3
24	той или иной	4	3
25	но уже и	1	2
26	то что я	2	2
27	на самом деле	9	2
28	до сих пор	1	2
29	и в то	2	2
30	что он не	1	2
31	по себе и	2	2
32	в этом отношении	1	2
33	или хотя бы	1	2
34	может и не	1	2
35	и в нем	3	2
36	это конечно не	1	2
37	друг к другу	3	2
38	во всяком случае	4	2
39	одна и та	2	2
40	ни в чем	1	2
41	о том что	1	2
42	мы можем сказать	2	2
43	можем сказать что	2	2
44	и ни в	1	2
45	по себе но	1	2
46	к тому что	1	2
47	друг другу как	1	2
48	и та же	2	2
49	его так что	1	1
50	то все же	2	1
51	а между тем	3	1
52	всю жизнь и	1	1
53	другой точки зрения	1	1
54	в чем не	1	1
55	в той или	4	1
56	я не могу	1	1
57	в чем же	1	1
58	и в своей	1	1
59	дело в том	1	1
60	то время как	1	1
61	он как раз	2	1
62	взаимоотношение внутреннего и	1	1
63	в самом деле	1	1
64	и в особенности	1	1
65	бы они были	1	1
66	но даже и	1	1
67	а не о	1	1
68	того или другого	1	1
69	что же касается	1	1
70	как раз и	2	1
71	самом деле не	1	1
72	о мире как	1	1
73	говорить о себе	1	1
74	к нему с	1	1
75	но для этого	1	1
76	так как здесь	1	1
77	выражение и потому	1	1
78	это как не	1	1
79	все это я	2	1
80	что все это	2	1
81	и ничего не	1	1
82	и не в	2	1
83	что почти все	1	1
84	вы как бы	2	1
85	но в то	4	1
86	я вовсе не	1	1
87	в то время	1	1
88	отношении к нему	1	1
89	ни того ни	1	1
90	в отношении к	7	1
91	и в отношении	1	1
92	все больше и	1	1
93	вонзается в душу	1	1
94	же не знает	1	1
95	только в отношении	1	1
96	с ним и	1	1
97	это меня не	1	1
98	то что он	1	1
99	к другу как	1	1
100	но она не	1	1
101	того ни другого	1	1
102	именно с точки	1	1
103	что же это	1	1
104	что он есть	1	1
105	мире и об	1	1
106	самим по себе	1	1
107	но в конце	1	1
108	лучше если я	1	1
109	так быстро что	1	1
110	раз и показывает	1	1
111	и не должен	1	1
112	сознания можно было	1	1
113	же время как	1	1
114	с самого начала	8	1
115	говорит не о	1	1
116	но все же	2	1
117	никогда и не	1	1
118	друг от друга	1	1
119	больше и больше	1	1
120	никогда не бывает	1	1
121	тем не менее	1	1
122	друг с другом	4	1
123	для того чтобы	1	1
124	в них не	1	1
125	в дальнейшем но	1	1
126	в результате получается	1	1
127	том или ином	1	1
128	я этого не	2	1
129	к тому же	3	1
130	то же самое	1	1
