N	2gram	Voloshinov_1	VrazhdaK
1	не только	6	9
2	в этом	2	8
3	и в	13	8
4	и что	1	8
5	но и	3	7
6	и все	3	7
7	то что	6	7
8	что в	3	7
9	все же	5	6
10	но в	4	6
11	в нем	2	6
12	как и	3	6
13	в начале	1	6
14	то же	4	5
15	об этом	1	5
16	в то	1	5
17	же время	1	5
18	между тем	2	5
19	не было	1	5
20	и не	8	5
21	в ней	2	4
22	что он	1	4
23	в истории	1	4
24	при этом	2	4
25	несмотря на	2	4
26	все это	4	4
27	в виду	1	4
28	уже в	2	4
29	может быть	8	4
30	как бы	6	4
31	в своих	2	4
32	так же	2	4
33	одним из	1	3
34	в чем	2	3
35	с его	1	3
36	в своем	1	3
37	и как	1	3
38	в этот	2	3
39	на то	1	3
40	его в	1	3
41	далеко не	1	3
42	и уже	3	3
43	том что	2	3
44	и его	12	3
45	связи с	1	3
46	и о	1	3
47	в его	7	3
48	в том	2	3
49	и у	1	3
50	в конце	1	3
51	тем что	2	3
52	в связи	2	3
53	эти слова	1	3
54	к этому	1	3
55	же как	1	2
56	и то	3	2
57	на место	1	2
58	и он	1	2
59	столь же	1	2
60	и достоевский	1	2
61	отнюдь не	1	2
62	его на	2	2
63	в этой	1	2
64	что к	1	2
65	в себе	3	2
66	в нашей	1	2
67	их в	1	2
68	таким образом	6	2
69	в мире	1	2
70	в них	2	2
71	не мог	2	2
72	точки зрения	7	2
73	в своей	4	2
74	и ее	2	2
75	с точки	5	2
76	не менее	2	2
77	одна из	1	2
78	никогда не	3	2
79	и это	1	2
80	же не	1	2
81	на основе	1	2
82	так в	1	2
83	еще не	1	2
84	а также	2	2
85	этот момент	1	2
86	тем более	1	2
87	его и	1	2
88	для него	2	2
89	отношение к	1	2
90	и т.п	7	2
91	о влиянии	1	2
92	как же	1	2
93	не может	8	2
94	вместе с	1	2
95	но это	1	2
96	а в	2	2
97	ну что	1	1
98	себя как	1	1
99	как известно	1	1
100	вряд ли	3	1
101	можно говорить	1	1
102	ко всем	1	1
103	также и	1	1
104	человека и	1	1
105	того же	1	1
106	это и	1	1
107	и есть	1	1
108	что слово	1	1
109	едва ли	1	1
110	в их	3	1
111	о помощи	1	1
112	равно как	1	1
113	говорить о	3	1
114	событий и	1	1
115	ему в	1	1
116	утверждаю что	1	1
117	из литературы	1	1
118	содержания в	1	1
119	материала это	1	1
120	совсем не	1	1
121	но не	1	1
122	и т.д	5	1
123	тут же	1	1
124	в оценке	1	1
125	что они	2	1
126	к сожалению	2	1
127	сказался в	1	1
128	как в	2	1
129	с этим	3	1
130	для создания	1	1
131	для всех	1	1
132	как к	1	1
133	и наконец	5	1
134	себе на	1	1
135	и отчасти	2	1
136	роль играет	1	1
137	в самом	2	1
138	в целом	2	1
139	что же	3	1
140	выражение в	1	1
141	но ведь	5	1
142	он всегда	1	1
143	да и	3	1
144	сказал что	1	1
145	из него	1	1
146	и этот	2	1
147	людей и	1	1
148	одно и	3	1
149	это конечно	1	1
150	конечно в	2	1
151	говорить не	1	1
152	входя в	1	1
153	заключается в	1	1
154	было бы	4	1
155	чисто художественном	1	1
156	соответствии с	2	1
157	автору и	1	1
158	не всегда	1	1
159	которой он	1	1
160	он и	1	1
161	может идти	1	1
162	такой же	1	1
163	этот материал	2	1
164	которую он	1	1
165	и их	7	1
166	представление о	1	1
167	своего рода	2	1
168	полно и	1	1
169	и уж	1	1
170	тем не	1	1
171	равно не	1	1
172	не должна	1	1
173	на три	1	1
174	вплоть до	1	1
175	что эта	2	1
176	в какую-то	1	1
177	не имеет	2	1
178	в процессе	5	1
179	как о	1	1
180	того как	1	1
181	мыслей и	1	1
182	по своей	1	1
183	это слово	1	1
184	потому что	1	1
185	до того	1	1
186	этом отношении	1	1
187	встречался с	1	1
188	среди них	1	1
189	могут быть	2	1
190	во все	1	1
191	ли не	1	1
192	этого и	1	1
193	же только	1	1
194	уже на	1	1
195	ничего общего	3	1
196	не совсем	1	1
197	с ее	1	1
198	но при	1	1
199	к друзьям	1	1
200	в ее	3	1
201	но мы	4	1
202	роль в	2	1
203	так и	3	1
204	еще в	2	1
205	принимая его	1	1
206	но у	1	1
207	быть может	1	1
208	внимание к	1	1
209	может в	2	1
210	приближается к	1	1
211	к нему	1	1
212	говорить об	2	1
213	во всей	2	1
214	в другой	1	1
215	вслед за	2	1
216	систем во	1	1
217	к которому	1	1
218	тех пор	4	1
219	один из	1	1
220	не хотят	1	1
221	за исключением	1	1
222	в предисловии	1	1
223	во всем	2	1
224	то он	1	1
225	в предшествующей	1	1
226	и творческого	1	1
227	никто не	1	1
228	в одном	3	1
229	привела к	1	1
230	каждый из	1	1
231	и никогда	1	1
232	в особенности	1	1
233	и речи	1	1
234	с другой	2	1
235	все равно	1	1
236	прежде всего	9	1
237	до конца	1	1
238	и самый	1	1
239	и говорю	1	1
240	с помощью	2	1
241	нет ничего	2	1
242	в условиях	1	1
243	но для	3	1
244	близкий к	1	1
245	более того	2	1
246	уж конечно	1	1
247	которых он	1	1
248	и указание	1	1
249	ее и	1	1
250	у некоторых	1	1
251	бы в	2	1
252	только что	1	1
253	быть и	1	1
254	другой стороны	2	1
255	мы считаем	2	1
256	только о	1	1
257	они не	1	1
