N	3gram	Vinokur_Ku_2	formyVre
1	и т п	24	11
2	с точки зрения	8	8
3	в связи с	3	7
4	для того чтобы	8	7
5	не только в	4	5
6	то же время	3	4
7	в то же	3	4
8	к вопросу о	2	3
9	и прежде всего	1	3
10	в большинстве случаев	1	3
11	в том что	10	3
12	и т д	14	3
13	а следовательно и	2	2
14	прежде всего в	1	2
15	в этом случае	2	2
16	до сих пор	1	2
17	сами по себе	1	2
18	не было бы	1	2
19	может быть и	1	2
20	потому что они	1	2
21	в этом отношении	3	2
22	связи с этим	1	2
23	и пр и	1	1
24	и говорить о	1	1
25	сих пор еще	1	1
26	подлинную природу вещей	1	1
27	не обходится почти	1	1
28	в виду что	1	1
29	на самом деле	2	1
30	мы видели в	1	1
31	под тем же	1	1
32	и не только	1	1
33	только в том	2	1
34	тот или иной	1	1
35	в конце концов	3	1
36	что он не	1	1
37	в отличие от	2	1
38	обходится почти ни	1	1
39	а так как	1	1
40	но он не	1	1
41	это вовсе не	1	1
42	все это для	1	1
43	с тех пор	1	1
44	широком смысле слова	1	1
45	с этой точки	2	1
46	вместе с тем	2	1
47	только для того	1	1
48	и у других	1	1
49	для борьбы с	1	1
50	из уст в	1	1
51	точки зрения в	3	1
52	по земле в	1	1
53	того чтобы не	1	1
54	то время как	1	1
55	как и в	1	1
56	в данном случае	1	1
57	что на самом	1	1
58	с одной стороны	1	1
59	и все его	1	1
60	на этом же	1	1
61	можно говорить о	1	1
62	а также и	1	1
63	по сравнению с	1	1
64	до некоторой степени	2	1
65	не до конца	1	1
66	это имеет место	1	1
67	и в обычном	1	1
68	все более и	1	1
69	большую роль в	1	1
70	но только в	1	1
71	с другой стороны	7	1
72	однако не только	1	1
73	уст в уста	1	1
74	вместо того чтобы	1	1
75	не может быть	4	1
76	свое место в	1	1
77	в широком смысле	2	1
78	этой точки зрения	2	1
79	такие слова как	1	1
80	в то время	1	1
81	в свою очередь	2	1
82	о том что	1	1
83	или должно быть	1	1
84	с самого начала	1	1
85	более и более	1	1
86	т п в	2	1
87	но все же	2	1
88	и по другим	1	1
89	не выходит за	1	1
90	можно сказать что	2	1
91	также и в	1	1
92	в данном отношении	2	1
93	сюда же относится	1	1
94	в другом случае	1	1
95	к тому что	1	1
96	пр и пр	1	1
97	в совершенно ином	1	1
98	то и дело	1	1
99	как мы видели	1	1
100	и в другом	2	1
