N	2gram	Voloshinov_2	EvropaiE
1	и в	19	37
2	в отношении	4	32
3	в пределах	10	25
4	точки зрения	17	23
5	что в	2	21
6	не только	13	18
7	с точки	13	17
8	в то	8	16
9	то же	16	15
10	хотя бы	6	15
11	отношении к	5	15
12	в своем	2	14
13	но в	7	14
14	же время	8	14
15	в качестве	3	14
16	но и	10	14
17	и не	19	14
18	в этом	15	12
19	в их	5	11
20	в том	7	11
21	с и	1	10
22	так и	10	10
23	отнюдь не	8	9
24	в себе	4	9
25	только в	8	9
26	прежде всего	7	9
27	все более	2	9
28	не может	18	9
29	так же	5	9
30	в смысле	6	9
31	в ее	3	8
32	было бы	4	8
33	в своей	3	8
34	к тому	6	8
35	между тем	6	8
36	с одной	3	8
37	одной стороны	3	8
38	также и	1	7
39	нам кажется	1	7
40	того что	4	7
41	так как	3	7
42	с другой	3	7
43	как и	9	7
44	может быть	28	6
45	и на	5	6
46	во всех	6	6
47	стороны и	2	6
48	на то	4	6
49	то есть	2	6
50	том что	10	6
51	того чтобы	6	6
52	вовсе не	11	6
53	для того	6	6
54	и даже	2	6
55	как бы	19	6
56	то что	4	6
57	столь же	3	5
58	но не	2	5
59	не в	10	5
60	к которым	3	5
61	как мы	15	5
62	одной из	3	5
63	в виде	2	5
64	со стороны	1	5
65	от этого	2	5
66	и потому	2	5
67	в течение	1	5
68	в той	5	5
69	как нам	1	5
70	то в	1	4
71	мы не	2	4
72	вопрос о	2	4
73	в ней	3	4
74	независимо от	2	4
75	в самом	6	4
76	то ни	5	4
77	того или	2	4
78	несмотря на	1	4
79	лежат в	1	4
80	не имеет	3	4
81	и притом	1	4
82	в процессе	18	4
83	в направлении	6	4
84	той или	4	4
85	бы то	4	4
86	по себе	3	4
87	можно сказать	1	4
88	тем более	5	4
89	именно в	2	4
90	ни было	6	4
91	само по	1	4
92	или иной	5	4
93	не на	2	4
94	как это	1	4
95	сказать что	4	4
96	или иного	2	4
97	в каком	3	4
98	на себя	1	3
99	и со	1	3
100	того же	5	3
101	время в	1	3
102	как в	1	3
103	когда он	1	3
104	себе не	1	3
105	вообще не	1	3
106	в определенном	2	3
107	мы можем	6	3
108	не будет	3	3
109	не дает	1	3
110	большинстве случаев	5	3
111	и тем	4	3
112	в них	1	3
113	с тем	1	3
114	мы видели	4	3
115	их отношении	1	3
116	дело в	1	3
117	никогда не	7	3
118	потому что	1	3
119	ли это	2	3
120	с другом	1	3
121	по нашему	1	3
122	приближается к	1	3
123	о том	3	3
124	место в	2	3
125	что и	3	3
126	и только	1	3
127	народов и	1	3
128	всяком случае	2	3
129	не из	1	3
130	в данной	4	3
131	из них	1	3
132	себе в	1	3
133	к ним	1	3
134	тем что	2	3
135	этом отношении	1	3
136	и прежде	2	3
137	в свою	6	3
138	говорит о	1	3
139	связано с	3	3
140	там где	2	3
141	ни на	1	3
142	в данном	5	3
143	друг с	1	3
144	является ли	1	3
145	не является	8	3
146	известной степени	1	3
147	и для	7	3
148	и от	3	3
149	обстоит дело	1	3
150	жизни в	1	3
151	на своем	1	3
152	ее в	1	3
153	как на	2	3
154	в таком	7	3
155	во всяком	3	3
156	и то	3	2
157	что эти	1	2
158	должна быть	4	2
159	именно к	1	2
160	из того	1	2
161	которое в	1	2
162	между собой	1	2
163	и человеческой	1	2
164	ли такое	1	2
165	совершенно прав	1	2
166	но как	2	2
167	точка зрения	1	2
168	друг от	1	2
169	и чем	1	2
170	в истории	3	2
171	его на	1	2
172	поскольку они	1	2
173	с этим	3	2
174	хотя и	1	2
175	тому или	1	2
176	и как	6	2
177	что это	2	2
178	в этой	3	2
179	xviii и	2	2
180	этот процесс	1	2
181	и если	1	2
182	как оно	1	2
183	главным образом	1	2
184	но именно	1	2
185	он не	3	2
186	или иному	1	2
187	в силу	1	2
188	но было	1	2
189	какой бы	3	2
190	таким образом	14	2
191	и с	2	2
192	заключается в	1	2
193	с другими	3	2
194	далеко не	2	2
195	и того	5	2
196	в этих	3	2
197	или точнее	1	2
198	в котором	3	2
199	не к	3	2
200	или вернее	2	2
201	и более	7	2
202	можем сказать	2	2
203	на арене	1	2
204	при условии	1	2
205	в идеологическом	2	2
206	тогда когда	1	2
207	могут стать	1	2
208	мало как	1	2
209	не могут	1	2
210	могут быть	3	2
211	или поздно	1	2
212	но также	1	2
213	только одно	1	2
214	но по	2	2
215	от друга	1	2
216	свою очередь	5	2
217	говоря уже	1	2
218	на основе	3	2
219	решения проблемы	2	2
220	по сравнению	1	2
221	если бы	11	2
222	и поэтому	1	2
223	и что	1	2
224	притом в	1	2
225	кажется что	1	2
226	в значительной	2	2
227	к нему	5	2
228	ее от	2	2
229	в его	5	2
230	во всей	1	2
231	и существенно	1	2
232	мы должны	1	2
233	эти последние	2	2
234	но с	1	2
235	в какой	3	2
236	есть в	1	2
237	идеологии и	1	2
238	в большинстве	5	2
239	если в	1	2
240	рано или	1	2
241	и других	1	2
242	в одном	1	2
243	в других	1	2
244	влияние на	4	2
245	а именно	1	2
246	производства в	1	2
247	будет ли	2	2
248	каких бы	1	2
249	как же	1	2
250	то нельзя	1	2
251	в некоторых	1	2
252	на основании	1	2
253	а не	9	2
254	что все	1	2
255	вместе с	2	2
256	и xix	1	2
257	сравнению с	1	2
258	что же	1	2
259	поскольку он	1	2
260	для понимания	3	2
261	или в	2	2
262	и все	6	2
263	бы в	4	2
264	еще более	2	2
265	и наконец	1	2
266	исключительно в	1	2
267	же в	1	2
268	в другой	1	2
269	мы видим	1	2
270	а в	3	2
271	не есть	3	2
272	между ними	2	2
273	не говоря	1	2
274	культуры как	2	2
275	другой стороны	1	2
276	в гораздо	1	2
277	жизни и	2	2
278	и эта	2	2
279	как известно	1	1
280	также что	1	1
281	ко всем	2	1
282	например в	1	1
283	связана с	2	1
284	мы здесь	2	1
285	в тех	2	1
286	не делает	1	1
287	и это	3	1
288	почти полном	2	1
289	но тем	1	1
290	и до	3	1
291	речь идет	1	1
292	исходит из	3	1
293	противном случае	2	1
294	определяется в	1	1
295	той же	3	1
296	именно при	1	1
297	на тех	1	1
298	из всего	2	1
299	пределы данного	1	1
300	неизбежно приводит	1	1
301	по самой	1	1
302	ответить на	1	1
303	почти все	1	1
304	говорить о	1	1
305	которое не	1	1
306	то это	1	1
307	социальной группы	6	1
308	когда мы	1	1
309	в сочетании	1	1
310	которых может	1	1
311	что его	1	1
312	таком смысле	1	1
313	с его	8	1
314	то мы	2	1
315	видели что	1	1
316	к которой	1	1
317	значением и	2	1
318	значение и	2	1
319	по отношению	8	1
320	отличие от	3	1
321	быть сведена	1	1
322	за пределы	3	1
323	только путем	2	1
324	относится к	3	1
325	в центре	1	1
326	в одной	2	1
327	дает нам	1	1
328	все остальные	1	1
329	все же	5	1
330	однако не	1	1
331	в противном	2	1
332	кроме того	1	1
333	смысле этого	4	1
334	могли бы	1	1
335	не являются	1	1
336	его к	2	1
337	более или	2	1
338	увидим что	1	1
339	в этот	1	1
340	грубо говоря	1	1
341	сфере как	1	1
342	бы с	1	1
343	чуть ли	1	1
344	в нашем	2	1
345	господствует в	1	1
346	в последнее	1	1
347	с их	1	1
348	значение так	2	1
349	элементов в	1	1
350	нами в	3	1
351	тому же	2	1
352	к выводу	1	1
353	при этом	9	1
354	жизни вообще	1	1
355	не значит	1	1
356	другой в	1	1
357	и когда	1	1
358	не как	3	1
359	в корне	3	1
360	мы совершенно	1	1
361	ли не	1	1
362	находит себе	2	1
363	но все	1	1
364	значительной степени	2	1
365	до эпохи	1	1
366	бы они	1	1
367	было только	1	1
368	как они	1	1
369	представляются нам	1	1
370	в нем	11	1
371	оно всегда	1	1
372	в совершенно	1	1
373	значение в	4	1
374	различие между	2	1
375	же касается	1	1
376	которой принадлежит	1	1
377	лишь в	14	1
378	входит в	1	1
379	как тот	1	1
380	воспринимается как	1	1
381	и иных	1	1
382	в свой	1	1
383	лишь на	5	1
384	мы сказали	3	1
385	в жизни	2	1
386	к области	1	1
387	о которых	1	1
388	рядом с	2	1
389	соответствии с	1	1
390	во внимание	1	1
391	всегда и	2	1
392	последние в	1	1
393	фигурирует в	2	1
394	и целые	1	1
395	и было	1	1
396	и всей	1	1
397	или менее	2	1
398	именно и	1	1
399	в глубь	1	1
400	роль но	1	1
401	большей степени	1	1
402	в отличие	3	1
403	сведена к	1	1
404	к границам	1	1
405	значение для	1	1
406	что имеет	1	1
407	и частью	1	1
408	определяется как	1	1
409	вопрос ставится	1	1
410	выше мы	1	1
411	простое и	1	1
412	друг другу	1	1
413	войти в	1	1
414	в современном	1	1
415	для нее	1	1
416	тому что	4	1
417	современного человека	1	1
418	все эти	3	1
419	не менее	1	1
420	но они	2	1
421	что эта	1	1
422	что с	1	1
423	в определении	2	1
424	одна из	7	1
425	мы все	1	1
426	для всего	3	1
427	в разных	1	1
428	только и	1	1
429	в самой	1	1
430	находятся в	2	1
431	этом процессе	1	1
432	они являются	3	1
433	в русском	4	1
434	такая же	1	1
435	и его	16	1
436	бы такое	1	1
437	каждой из	1	1
438	связи с	13	1
439	пределах этого	1	1
440	так называемый	1	1
441	следует что	4	1
442	от конкретных	1	1
443	как своя	1	1
444	так то	1	1
445	в основе	9	1
446	у нас	3	1
447	настоящего времени	2	1
448	приобщения к	1	1
449	числе и	1	1
450	должны быть	2	1
451	например по	1	1
452	но из	1	1
453	всегда в	1	1
454	для себя	4	1
455	где этот	1	1
456	оно может	3	1
457	что современная	2	1
458	и о	2	1
459	лишь весьма	1	1
460	имеет значение	1	1
461	он определяет	1	1
462	последнее время	1	1
463	то или	1	1
464	мысль о	1	1
465	и сам	1	1
466	особенно во	1	1
467	был бы	1	1
468	еще в	1	1
469	когда в	1	1
470	существенной для	1	1
471	является в	2	1
472	поэтому в	2	1
473	и вообще	1	1
474	имеет значения	1	1
475	оно определяется	1	1
476	с ним	1	1
477	связанное с	1	1
478	слово на	1	1
479	это зависит	1	1
480	сводится к	2	1
481	при такой	1	1
482	к проблемам	2	1
483	и силу	1	1
484	внимание на	1	1
