N	3gram	Trubetskoy_1	Problema
1	по отношению к	9	19
2	не может быть	3	11
3	с точки зрения	8	6
4	в высшей степени	1	5
5	между тем как	1	5
6	только по отношению	1	4
7	в данном случае	3	4
8	с другой стороны	4	4
9	на самом деле	7	3
10	в самом деле	5	3
11	бы то ни	2	3
12	можно было бы	1	3
13	и проч все	1	3
14	и проч в	1	3
15	все то что	1	3
16	с одной стороны	2	3
17	то же время	2	3
18	в том что	15	3
19	в то же	2	3
20	тем не менее	4	3
21	и в нем	1	3
22	и проч но	1	3
23	не во всех	1	2
24	проч все эти	1	2
25	то же самое	1	2
26	в том же	3	2
27	и не может	1	2
28	в лучшем случае	1	2
29	то ни было	2	2
30	начало и конец	4	2
31	для того чтобы	7	2
32	именно в том	1	1
33	и может быть	2	1
34	а между тем	8	1
35	хотя и не	1	1
36	и к культуре	1	1
37	в других областях	1	1
38	образом и в	1	1
39	культуры и в	1	1
40	иметь в виду	1	1
41	в свою очередь	2	1
42	не говоря уже	1	1
43	в этом последнем	1	1
44	в настоящее время	2	1
45	в том и	2	1
46	идет речь в	1	1
47	но если так	1	1
48	находить в них	1	1
49	а следовательно и	1	1
50	до сих пор	8	1
51	говоря уже о	1	1
52	что все эти	1	1
53	в общей борьбе	1	1
54	на то что	7	1
55	не есть ли	1	1
56	может быть и	4	1
57	широком смысле слова	1	1
58	как в его	1	1
59	что по отношению	1	1
60	несмотря на то	2	1
61	еще не вполне	1	1
62	в равной мере	1	1
63	то время как	1	1
64	все они довольно	1	1
65	служить базой для	1	1
66	таким образом и	1	1
67	смысле этого слова	1	1
68	по сравнению с	5	1
69	в целом в	1	1
70	это имеет место	1	1
71	в нашем случае	2	1
72	чем тот который	1	1
73	во всех отношениях	1	1
74	не в том	1	1
75	в связи с	3	1
76	если бы все	1	1
77	становится как бы	1	1
78	в нем не	1	1
79	и от всех	1	1
80	ее нет в	1	1
81	о которых идет	3	1
82	о которых мы	3	1
83	и в том	2	1
84	ставит его в	1	1
85	а в том	1	1
86	таким образом в	3	1
87	есть ли это	1	1
88	в то время	2	1
89	том и в	1	1
90	в значительной своей	1	1
91	та или иная	1	1
92	то есть в	1	1
93	хотя бы в	1	1
94	может быть признана	1	1
95	точки зрения одной	1	1
96	не более как	2	1
97	в самом широком	1	1
98	и с точки	1	1
99	которые могут быть	1	1
100	в другом случае	1	1
101	а рядом с	1	1
102	к тому что	1	1
103	в своем целом	2	1
104	самом широком смысле	1	1
105	художественное произведение и	1	1
106	этой области между	1	1
107	как и в	2	1
108	которых идет речь	3	1
109	дело в том	1	1
110	что все они	1	1
111	и в другом	1	1
