N	3gram	Bakhtin_fo_1	slovoVRo
1	и т п	8	33
2	не может быть	3	15
3	в отличие от	2	12
4	в этом случае	1	6
5	в значительной степени	1	6
6	с одной стороны	2	5
7	той или иной	2	5
8	по отношению к	3	4
9	на античной почве	6	4
10	в зависимости от	1	4
11	то же время	9	4
12	но все же	2	4
13	в то же	6	4
14	в том что	2	4
15	в той или	1	3
16	с точки зрения	2	3
17	сама по себе	1	3
18	в этом отношении	3	3
19	или иной степени	1	3
20	т п все	1	3
21	в нем в	2	3
22	но в то	1	3
23	можно прямо сказать	2	3
24	так и в	1	3
25	одной стороны и	2	3
26	для романного жанра	1	3
27	зрения на мир	1	2
28	в чем не	2	2
29	прямо сказать что	2	2
30	и в сущности	2	2
31	а вовсе не	1	2
32	в свою очередь	1	2
33	а также и	2	2
34	и в особенности	2	2
35	до сих пор	3	2
36	в мировой литературе	2	2
37	не только и	1	2
38	европейского романа в	1	2
39	т п но	1	2
40	у него нет	1	2
41	может быть и	2	2
42	как мы сказали	1	2
43	в основе его	1	2
44	не только в	2	2
45	тот факт что	1	2
46	включает в себя	1	2
47	и вне его	1	2
48	не могут быть	1	2
49	в романе как	1	2
50	в их целом	2	2
51	во всяком случае	1	2
52	сих пор не	1	2
53	ни в чем	2	2
54	в романе не	2	2
55	в новое время	1	2
56	в связи с	5	2
57	как мы уже	8	2
58	для того чтобы	5	2
59	во всех его	1	2
60	человека и его	7	2
61	отличие его от	1	2
62	в точном смысле	2	2
63	и даже на	1	2
64	для всех этих	1	1
65	и может быть	1	1
66	а следовательно и	1	1
67	точка зрения на	1	1
68	и с другими	1	1
69	мы говорим о	1	1
70	т п наконец	1	1
71	поэтому оно не	1	1
72	то есть не	2	1
73	и xviii веках	1	1
74	том что в	1	1
75	идеи испытания в	1	1
76	мы уже сказали	2	1
77	и случаев жизни	1	1
78	в последующем развитии	2	1
79	также и в	2	1
80	в том числе	4	1
81	в процессе рождения	1	1
82	достаточно указать на	1	1
83	в средние века	1	1
84	и до конца	2	1
85	всем этим определяется	1	1
86	дело не только	1	1
87	то есть к	1	1
88	которых мы говорили	1	1
89	здесь конечно не	1	1
90	необходимо отметить следующее	1	1
91	по самому своему	1	1
92	мира может быть	1	1
93	и не только	2	1
94	на первый план	1	1
95	но все это	1	1
96	мы говорили в	1	1
97	говорит о том	1	1
98	и в то	5	1
99	то есть именно	2	1
100	и речи в	1	1
101	до известной степени	1	1
102	до конца не	1	1
103	сами по себе	1	1
104	апулей и петроний	2	1
105	может иметь место	1	1
106	особенно важное значение	1	1
107	но и в	2	1
108	и в дальнейшем	1	1
109	может быть конечно	2	1
110	но в романе	1	1
111	том числе и	2	1
112	но конечно не	1	1
113	мир этих романов	1	1
114	жизни и в	2	1
115	конца не преодолевается	1	1
116	такие типы и	1	1
117	со всех сторон	1	1
118	может быть только	3	1
119	отчасти уже в	1	1
120	в xvii и	1	1
121	и на развитие	1	1
122	все это то	1	1
123	это очень важно	1	1
124	все снова и	1	1
125	в xvii веке	2	1
126	в этих романах	2	1
127	на этой почве	1	1
128	в романе с	1	1
129	в ту же	1	1
130	не входят в	1	1
131	в истории романа	1	1
132	определенности и конкретности	1	1
133	женщины и т	1	1
134	в той же	1	1
135	всем этим определяются	1	1
136	жанровых разновидностей европейского	1	1
137	во всей ее	1	1
138	в пространстве и	1	1
139	героев и их	1	1
140	и самое слово	1	1
141	удельный вес в	2	1
142	но в нем	1	1
143	самому своему существу	1	1
144	на фоне которого	2	1
145	в нашем случае	1	1
146	прежде всего тот	1	1
147	только и не	1	1
148	все более и	1	1
149	в нем не	3	1
150	мы уже говорили	3	1
151	если они не	1	1
152	не для того	2	1
153	античной почве мы	1	1
154	же в значительной	1	1
155	то перед нами	1	1
156	его и нет	1	1
157	дошедшие до нас	1	1
158	в риторических жанрах	1	1
159	конца xviii века	1	1
160	все то что	2	1
161	в самую гущу	1	1
162	в широком смысле	2	1
163	их удельный вес	1	1
164	и политического человека	1	1
165	этим и определяется	1	1
166	испытание морального реформатора	1	1
167	о том что	1	1
168	во всех этих	1	1
169	различным идеологическим содержанием	1	1
170	п но все	1	1
171	здесь не только	1	1
172	друг к другу	2	1
173	между этими двумя	3	1
174	в основе ее	1	1
175	с ним но	1	1
176	в нем нет	2	1
177	так и вне	1	1
178	и не столько	1	1
179	романа и в	1	1
180	на мировую литературу	1	1
181	как и в	2	1
182	биографических и автобиографических	1	1
183	xvii и xviii	1	1
184	на протяжении всего	1	1
185	одна из форм	1	1
186	с самого начала	2	1
187	более и более	1	1
188	здоровья и приспособленности	1	1
189	но в этом	1	1
190	основе его лежит	1	1
191	в романе мы	1	1
192	средние века и	1	1
193	типы и разновидности	2	1
194	на немой регистр	1	1
195	них до конца	1	1
196	разновидностей европейского романа	1	1
197	и ту же	1	1
198	испытания героя и	1	1
199	живет и действует	1	1
200	в его целом	2	1
201	еще вовсе не	1	1
202	прямой и косвенной	1	1
203	роль в романе	1	1
204	и еще не	1	1
205	о которых мы	1	1
206	так и по	1	1
207	эмансипированной женщины и	1	1
208	это то есть	2	1
209	и в различных	1	1
210	героя и его	1	1
211	снова и снова	1	1
212	кризиса и перерождения	2	1
213	одну и ту	1	1
214	в них не	1	1
215	все это не	1	1
216	биологического здоровья и	1	1
217	роман этого типа	1	1
218	мы еще не	1	1
