N	2gram	Bakhtin_Pr_5	Narrotol
1	не только	10	32
2	может быть	14	25
3	но и	14	23
4	в качестве	1	21
5	и не	27	20
6	то есть	16	19
7	и в	35	19
8	в том	5	18
9	в этом	14	17
10	не в	10	14
11	том что	3	14
12	своего рода	2	12
13	а не	4	12
14	то что	10	11
15	а в	7	11
16	точки зрения	7	10
17	не может	18	10
18	при этом	2	9
19	в мире	4	9
20	так и	8	9
21	в его	21	9
22	в себе	5	8
23	и т.п	6	8
24	с другой	4	8
25	не является	1	8
26	героя в	5	8
27	еще не	7	7
28	по отношению	6	7
29	как в	5	7
30	все же	8	7
31	времени и	2	7
32	как и	18	7
33	к тому	6	7
34	и т.д	3	7
35	с одной	1	7
36	с его	7	6
37	но не	6	6
38	в той	4	6
39	то в	2	6
40	на протяжении	5	6
41	в себя	1	6
42	о том	2	6
43	что он	24	6
44	отношению к	7	6
45	но в	19	6
46	между двумя	2	5
47	не все	1	5
48	отличие от	2	5
49	отнюдь не	1	5
50	и как	2	5
51	уже не	3	5
52	в этой	1	5
53	тому же	3	5
54	далеко не	1	5
55	в отличие	2	5
56	по себе	4	5
57	в основе	1	5
58	и его	14	5
59	к себе	18	5
60	к нему	13	5
61	нуждается в	3	5
62	в форме	3	5
63	себя в	2	5
64	или иной	4	5
65	в данном	1	5
66	можно сказать	1	5
67	данном случае	1	4
68	все те	1	4
69	то же	15	4
70	из которых	1	4
71	здесь не	1	4
72	перед нами	1	4
73	за собой	3	4
74	в нем	16	4
75	но все	4	4
76	же не	4	4
77	и с	12	4
78	было бы	3	4
79	не мог	3	4
80	пока еще	2	4
81	связи с	1	4
82	той или	4	4
83	те же	2	4
84	о нем	2	4
85	же время	10	4
86	во втором	1	4
87	или напротив	1	4
88	только в	6	4
89	хотя бы	2	4
90	при всей	1	4
91	у него	4	4
92	в особенности	1	4
93	что не	4	4
94	прежде всего	12	4
95	в рассказе	2	4
96	если не	1	4
97	как бы	31	4
98	да и	5	4
99	отличается от	1	4
100	же в	1	4
101	одной из	2	4
102	героя и	10	4
103	сказать что	3	4
104	другой стороны	3	4
105	это и	3	3
106	в первом	2	3
107	в сущности	14	3
108	и он	2	3
109	в ней	2	3
110	и на	6	3
111	еще одна	1	3
112	бы то	3	3
113	в ее	3	3
114	что они	6	3
115	хотя и	2	3
116	когда он	3	3
117	что это	4	3
118	уже в	3	3
119	героя к	2	3
120	он не	13	3
121	то ни	3	3
122	особенно в	2	3
123	в третьем	1	3
124	ни в	2	3
125	все было	1	3
126	интриги в	1	3
127	тем не	1	3
128	бы быть	1	3
129	не менее	2	3
130	в то	11	3
131	тем что	4	3
132	одна из	1	3
133	на него	5	3
134	никогда не	4	3
135	по своей	2	3
136	обращает на	2	3
137	этом отношении	1	3
138	как мы	8	3
139	с ее	3	3
140	свою очередь	1	3
141	сводится к	3	3
142	в произведении	2	3
143	и самого	1	3
144	мог бы	2	3
145	столь же	2	3
146	между тем	4	3
147	а именно	1	3
148	один из	1	3
149	но о	1	3
150	из них	3	3
151	не о	4	3
152	и даже	5	3
153	в свою	1	3
154	а с	3	3
155	как будто	4	3
156	что в	6	3
157	будто бы	2	3
158	ни было	3	3
159	отношения к	1	2
160	одним из	1	2
161	например в	2	2
162	и потому	1	2
163	самом деле	10	2
164	здесь и	1	2
165	к другому	16	2
166	и до	1	2
167	оно может	1	2
168	говорить о	3	2
169	ему в	1	2
170	он сам	6	2
171	один голос	1	2
172	в юности	1	2
173	но как	4	2
174	не то	1	2
175	как справедливо	1	2
176	отношение к	6	2
177	нет и	4	2
178	независимо от	1	2
179	как к	5	2
180	в своем	2	2
181	что касается	1	2
182	что по	1	2
183	все эти	3	2
184	бы не	2	2
185	всей своей	2	2
186	роль в	1	2
187	та же	4	2
188	себя и	8	2
189	не как	3	2
190	собой не	2	2
191	подобно тому	2	2
192	именно это	1	2
193	человека в	1	2
194	значительной степени	1	2
195	зрения на	1	2
196	его в	4	2
197	того или	1	2
198	его личности	1	2
199	это не	3	2
200	рассказ в	3	2
201	рассказа о	1	2
202	с точки	2	2
203	героя из	3	2
204	в соборе	1	2
205	однако в	2	2
206	даже в	5	2
207	она не	1	2
208	которого он	3	2
209	себе самом	5	2
210	ничего не	3	2
211	при всем	1	2
212	как раз	4	2
213	и после	1	2
214	что на	2	2
215	без исключения	2	2
216	когда мы	1	2
217	оно не	1	2
218	приходит к	1	2
219	говорит и	1	2
220	в пределах	11	2
221	приводит к	2	2
222	на свой	1	2
223	что у	6	2
224	можно было	2	2
225	другом и	1	2
226	или в	2	2
227	было в	2	2
228	с человеком	3	2
