N	2gram	Tiupa_Anal_2	Istorich
1	т е	2	29
2	и т	1	19
3	не только	16	18
4	может быть	6	17
5	мы имеем	3	15
6	и в	16	15
7	никогда не	3	15
8	так как	1	14
9	но и	12	14
10	так же	2	13
11	что в	2	12
12	то что	7	12
13	а в	3	12
14	в этом	18	11
15	об этом	1	11
16	в этих	2	11
17	и не	12	11
18	то же	4	10
19	его в	2	10
20	этих случаях	2	10
21	еще не	2	9
22	в другом	1	9
23	и здесь	1	9
24	потому что	1	9
25	он не	2	8
26	связи с	1	8
27	один из	2	8
28	мы видим	1	8
29	в нем	1	7
30	таким образом	2	7
31	том что	12	7
32	не в	4	7
33	ничего не	9	7
34	вместе с	2	7
35	но в	6	6
36	и что	1	6
37	в его	2	6
38	что и	3	6
39	мы уже	1	6
40	так что	3	6
41	как бы	10	6
42	в том	12	6
43	только в	4	6
44	точно так	1	6
45	представляет собой	8	5
46	как в	4	5
47	и наконец	1	5
48	что она	2	5
49	было бы	3	5
50	попадает в	3	5
51	этого не	1	5
52	в котором	2	5
53	на него	2	5
54	что при	1	5
55	можно было	3	5
56	так и	15	5
57	связан с	1	5
58	она не	2	5
59	к нему	1	5
60	в одном	2	5
61	прежде всего	3	5
62	а не	10	5
63	в связи	1	5
64	не может	4	5
65	этом случае	4	5
66	к тому	7	5
67	со всех	1	4
68	всех сторон	1	4
69	и на	6	4
70	в себе	7	4
71	все эти	1	4
72	в этой	9	4
73	при этом	10	4
74	дело не	2	4
75	для нас	1	4
76	о нем	1	4
77	что здесь	1	4
78	с одной	5	4
79	пока не	1	4
80	его и	1	4
81	у него	4	4
82	тем что	3	4
83	но это	1	4
84	как она	1	4
85	мы должны	1	4
86	одной из	3	4
87	к этой	1	4
88	он был	2	3
89	когда он	1	3
90	привести к	1	3
91	он в	4	3
92	из этих	1	3
93	как он	1	3
94	на то	2	3
95	всех этих	1	3
96	подобно тому	3	3
97	он и	2	3
98	не мог	3	3
99	я его	2	3
100	в их	3	3
101	что этот	1	3
102	с одним	1	3
103	и его	4	3
104	как будто	3	3
105	встречается в	1	3
106	в себя	4	3
107	роль в	2	3
108	о том	7	3
109	того что	2	3
110	в качестве	11	3
111	же и	1	3
112	по отношению	4	3
113	в состоянии	2	3
114	представляют собой	2	3
115	одной стороны	4	3
116	с мотивом	1	3
117	эти слова	1	3
118	как это	6	3
119	тому как	3	3
120	все это	4	3
121	между прочим	1	3
122	и ушел	1	3
123	но если	1	3
124	отношению к	4	3
125	а другой	1	3
126	самом деле	1	2
127	так у	4	2
128	и для	2	2
129	в сущности	4	2
130	что иное	1	2
131	я не	1	2
132	хотя бы	1	2
133	они были	1	2
134	и то	3	2
135	иное как	1	2
136	во всех	4	2
137	но не	4	2
138	не все	1	2
139	перед нами	1	2
140	третий раз	1	2
141	в которой	1	2
142	интересно что	1	2
143	тому же	4	2
144	на его	3	2
145	вера в	1	2
146	так сказать	1	2
147	состоит в	8	2
148	в силу	1	2
149	и если	3	2
150	и по	1	2
151	человека в	1	2
152	а затем	2	2
153	из них	3	2
154	той же	2	2
155	его не	1	2
156	на этой	2	2
157	это не	1	2
158	в жизни	1	2
159	ни в	1	2
160	как и	14	2
161	ключ к	3	2
162	такой же	1	2
163	обратимся к	1	2
164	нисколько не	1	2
165	в эту	3	2
166	и ее	1	2
167	в третий	1	2
168	не столько	3	2
169	и эти	1	2
170	и более	1	2
171	в таких	2	2
172	таких случаях	1	2
173	тем самым	4	2
174	одна из	1	2
175	на котором	2	2
176	другой стороны	2	2
177	только с	1	2
178	могут быть	10	2
179	он видит	1	2
180	с ее	2	2
181	в виду	1	2
182	приводит к	3	2
183	это только	2	2
184	имеется в	1	2
185	одно из	2	2
186	стол и	1	2
187	в разных	1	2
188	мы могли	1	2
189	на вопрос	1	2
190	с другой	6	2
191	а также	7	2
192	в изложении	2	2
193	на которой	1	2
194	оно и	1	2
195	с ними	3	2
196	вступление в	1	2
197	уже в	1	2
198	а то	2	2
199	и их	2	2
200	слова в	1	2
201	тут же	1	2
202	он взял	1	2
203	о своей	2	2
204	и из	1	2
205	именно в	3	2
206	здесь в	2	2
207	себя и	1	2
208	его из	1	2
209	превращается в	2	2
210	зависит от	1	2
211	есть на	1	2
212	в тех	1	2
213	да и	1	2
214	по существу	2	2
215	в основном	1	2
216	о его	4	2
217	на смерть	1	2
218	см ниже	1	2
219	это явление	1	2
220	или в	3	2
221	тот кто	2	2
222	будто бы	1	2
223	в системе	1	2
224	не знает	3	2
225	сказать что	2	2
226	не что	1	2
227	ее в	1	2
228	и наиболее	1	1
229	и понимает	1	1
230	говорилось выше	1	1
231	ко всем	1	1
232	ранее чем	1	1
233	перед лицом	2	1
234	из его	2	1
235	едва ли	3	1
236	то самое	1	1
237	и за	3	1
238	по его	1	1
239	их и	1	1
240	а как	2	1
241	есть не	1	1
242	и о	1	1
243	из своих	2	1
244	сущности это	1	1
245	не слишком	1	1
246	это всегда	1	1
247	говорить о	6	1
248	на себя	5	1
249	уже получил	1	1
250	и он	2	1
251	в отличие	2	1
252	что его	1	1
253	с его	1	1
254	на своих	1	1
255	тем как	1	1
256	должна была	2	1
257	а тем	1	1
258	на основе	2	1
259	в сторону	5	1
260	ответ на	3	1
261	отличие от	2	1
262	отнюдь не	8	1
263	как говорит	2	1
264	в центре	3	1
265	себя за	1	1
266	не подтверждается	1	1
267	этой стороны	1	1
268	однако не	1	1
269	встрече с	1	1
270	и как	1	1
271	и тот	1	1
272	и к	5	1
273	себе не	2	1
274	следующим образом	1	1
275	со своей	1	1
276	разве я	1	1
277	в целом	8	1
278	мне не	1	1
279	себя к	1	1
280	так или	1	1
281	в главе	1	1
282	еще один	1	1
283	однако как	2	1
284	столько с	1	1
285	в следующих	1	1
286	говорит не	1	1
287	но на	1	1
288	еще одна	2	1
289	жизнью и	2	1
290	мы их	1	1
291	по-видимому не	1	1
292	о смерти	1	1
293	ноги такая	1	1
294	свою собственную	1	1
295	является эпизодом	1	1
296	силу своей	1	1
297	несколько ниже	1	1
298	что ни	1	1
299	так например	2	1
300	конца и	1	1
301	с собой	1	1
302	мне в	1	1
303	в совершенно	1	1
304	что такой	1	1
305	них не	2	1
306	от такой	1	1
307	в несколько	1	1
308	е к	2	1
309	входит в	1	1
310	это было	2	1
311	обоих случаях	2	1
312	при встрече	1	1
313	смерть и	1	1
314	в них	1	1
315	он же	2	1
316	соответствии с	2	1
317	далеко не	1	1
318	несмотря на	3	1
319	в сон	1	1
320	к своему	2	1
321	но я	1	1
322	на дорогу	1	1
323	в своей	2	1
324	ведь ты	2	1
