N	3gram	Vygotskiy__1	RusskieA
1	в том что	9	18
2	состоит в том	2	13
3	для того чтобы	5	6
4	и т д	8	5
5	вместе с тем	2	4
6	так же как	4	4
7	о том что	7	4
8	мы видели что	2	4
9	в отличие от	3	3
10	не может быть	8	3
11	подобно тому как	5	3
12	только тогда когда	4	3
13	но она не	1	2
14	тем не менее	2	2
15	во многих случаях	1	2
16	что иное как	1	2
17	же как и	1	2
18	может быть только	1	2
19	не что иное	1	2
20	в том чтобы	7	2
21	но вместе с	1	2
22	не принадлежат к	1	2
23	бросается в глаза	1	2
24	мы не можем	2	2
25	в то время	5	2
26	по этому поводу	2	2
27	с одной стороны	5	2
28	приводит нас к	1	2
29	потому что он	2	1
30	не может не	1	1
31	как например в	1	1
32	что при этом	1	1
33	еще далеко не	1	1
34	это обстоятельство не	1	1
35	потому что в	1	1
36	из которого она	1	1
37	показывает что в	2	1
38	но так как	1	1
39	более или менее	2	1
40	в тех случаях	1	1
41	в настоящее время	2	1
42	в том же	1	1
43	так как при	1	1
44	мы должны будем	1	1
45	мы не имеем	1	1
46	между тем как	1	1
47	а может быть	1	1
48	в этом отношении	2	1
49	то что в	1	1
50	а вместе с	1	1
51	и всем другим	1	1
52	можно найти в	1	1
53	в это время	1	1
54	в применении к	2	1
55	и должна была	1	1
56	во всяком случае	6	1
57	смысле этого слова	2	1
58	так как это	1	1
59	и в этом	1	1
60	в какой степени	1	1
61	это имеет место	1	1
62	то время как	5	1
63	в такой же	1	1
64	той и другой	1	1
65	то что по	1	1
66	видели что в	1	1
67	дело в том	1	1
68	например то что	1	1
69	с другой стороны	5	1
70	и в том	1	1
71	все то что	3	1
72	тогда когда они	1	1
73	в свою очередь	1	1
74	к выводу что	1	1
75	так как в	1	1
76	можно сказать что	1	1
77	на то что	8	1
78	совершенно очевидно что	2	1
79	вопрос о том	1	1
80	нас совершенно очевидно	1	1
81	как одна из	2	1
82	отличие от других	1	1
83	и таким образом	2	1
84	дело не в	1	1
85	для нас не	1	1
86	как и в	4	1
87	это и есть	1	1
