N	2gram	Losev_Prob_4	Analitik
1	в этом	9	18
2	не только	24	16
3	и в	20	16
4	в частности	2	16
5	так и	10	15
6	как и	6	14
7	но и	14	12
8	и не	28	12
9	том что	12	12
10	в том	20	12
11	в качестве	10	11
12	при этом	6	10
13	могут быть	1	10
14	а не	7	10
15	как бы	4	10
16	в этой	4	9
17	ничего не	1	9
18	в пределах	2	9
19	и даже	9	9
20	то есть	27	9
21	в целом	1	8
22	в данном	6	8
23	не случайно	1	8
24	отнюдь не	10	8
25	особенно в	1	7
26	к тому	3	7
27	а также	6	7
28	о том	5	7
29	в себе	12	7
30	то что	15	7
31	в самом	2	6
32	и на	3	6
33	но в	8	6
34	говорить о	2	6
35	может быть	9	6
36	с другой	7	6
37	как это	3	6
38	на себя	1	5
39	и к	3	5
40	данном случае	5	5
41	с одной	1	5
42	говорит о	2	5
43	в контексте	1	5
44	того же	2	4
45	по преимуществу	2	4
46	столь же	2	4
47	но не	5	4
48	за пределы	2	4
49	как в	5	4
50	в своем	3	4
51	хотя и	5	4
52	он в	1	4
53	тому же	2	4
54	то же	7	4
55	и тем	7	4
56	тем самым	4	4
57	для него	3	4
58	точки зрения	14	4
59	не в	13	4
60	в конце	2	4
61	только не	4	4
62	и является	3	4
63	не менее	10	4
64	можно сказать	5	4
65	во всех	4	4
66	только в	23	4
67	и его	10	4
68	уже не	5	4
69	в сознании	3	4
70	не так	3	4
71	у него	1	4
72	как раз	4	4
73	одной стороны	1	4
74	не может	5	4
75	и особенно	1	4
76	все это	9	4
77	и то	2	3
78	едва ли	10	3
79	в их	1	3
80	мы имеем	6	3
81	ему в	2	3
82	не был	1	3
83	судьбы не	1	3
84	в нашем	12	3
85	на его	2	3
86	и если	5	3
87	и сам	1	3
88	содержит в	8	3
89	его от	1	3
90	удивительно что	1	3
91	несмотря на	4	3
92	на фоне	1	3
93	тем не	10	3
94	по крайней	6	3
95	на себе	3	3
96	как о	3	3
97	никогда не	1	3
98	казалось бы	3	3
99	имеем дело	3	3
100	тем что	3	3
101	как будто	11	3
102	ни о	4	3
103	той или	14	3
104	как мы	3	3
105	можно было	4	3
106	в результате	8	3
107	если бы	8	3
108	одного из	1	3
109	того или	3	3
110	что и	3	3
111	крайней мере	6	3
112	и все	8	3
113	одной из	4	3
114	с ними	2	3
115	так что	6	3
116	есть в	7	3
117	из них	3	3
118	только на	2	3
119	или иной	13	3
120	именно в	7	3
121	было бы	14	3
122	или иного	3	3
123	или в	5	3
124	на небесах	1	3
125	бы в	1	3
126	прежде всего	11	3
127	а в	4	3
128	не знает	1	3
129	в действительности	1	3
130	по поводу	1	3
131	таком случае	1	2
132	художественного произведения	1	2
133	перед лицом	1	2
134	и до	1	2
135	ведь и	1	2
136	и он	2	2
137	еще не	7	2
138	он был	3	2
139	на основе	1	2
140	иной эстетической	1	2
141	оказывается не	1	2
142	в значительной	2	2
143	в противоположность	1	2
144	с их	1	2
145	на то	1	2
146	в случае	1	2
147	вообще не	3	2
148	он не	2	2
149	что она	4	2
150	таким образом	8	2
151	что все	1	2
152	на этой	2	2
153	это было	2	2
154	этом смысле	3	2
155	по себе	11	2
156	он и	1	2
157	жизни но	1	2
158	в этих	5	2
159	в своей	4	2
160	в котором	2	2
161	с точки	11	2
162	о себе	3	2
163	но эта	2	2
164	для нее	1	2
165	даже в	1	2
166	в обоих	2	2
167	в то	4	2
168	дело не	3	2
169	некоторого рода	2	2
170	не имеет	4	2
171	это именно	1	2
172	или иных	3	2
173	всего в	1	2
174	с ее	2	2
175	того и	1	2
176	это только	1	2
177	с ним	4	2
178	что в	3	2
179	вполне закономерно	1	2
180	никак не	4	2
181	его в	2	2
182	и во	4	2
183	на всех	2	2
184	в два	2	2
185	том или	3	2
186	в его	3	2
187	вообще и	1	2
188	того что	1	2
189	с той	1	2
190	себя в	2	2
191	этой системе	1	2
192	для всех	3	2
193	не есть	12	2
194	свидетельствует о	2	2
195	а то	2	2
196	ни с	4	2
197	или даже	4	2
198	ведь это	1	2
199	в одном	4	2
200	вовсе не	21	2
201	не о	1	2
202	уже и	3	2
203	с действительностью	1	2
204	здесь в	5	2
205	превращается в	1	2
206	его как	1	2
207	была бы	2	2
208	о чем	1	2
209	вместе с	5	2
210	так же	5	2
211	к его	3	2
212	данного произведения	1	2
213	при переходе	1	2
214	к своему	2	2
215	такого рода	7	2
216	здравого смысла	1	2
217	тех или	4	2
218	и для	4	2
219	он по	1	2
220	характерно и	1	2
221	тот кто	1	2
222	внимание на	1	2
223	еще более	2	2
224	сказать что	7	2
225	другой стороны	6	2
226	т е	1	2
227	в таком	6	2
228	и наиболее	1	1
229	как известно	1	1
230	по законам	1	1
231	и т	4	1
232	также и	13	1
233	с с	1	1
234	с жизнью	1	1
235	самом деле	3	1
236	говорилось выше	1	1
237	отношений в	1	1
238	к другому	1	1
239	и больше	2	1
240	действительности и	5	1
241	его своей	1	1
242	есть не	6	1
243	изо всей	1	1
244	на первом	1	1
245	свидетельствует и	1	1
246	они могут	2	1
247	именно к	1	1
248	что иное	2	1
249	не вполне	2	1
250	один к	1	1
251	почти исключительно	1	1
252	но даже	4	1
253	самой своей	1	1
254	то его	1	1
255	и самого	1	1
256	и сами	1	1
257	иное как	2	1
258	картину жизни	1	1
259	нам представляется	2	1
260	миф о	1	1
261	в чем	2	1
262	тем как	1	1
263	там и	1	1
264	сказать и	1	1
265	и всего	1	1
266	совсем не	1	1
267	особенно если	1	1
268	то он	2	1
269	о смерти	1	1
270	и всякий	1	1
271	не все	1	1
272	тут же	3	1
273	сама по	2	1
274	бы для	2	1
275	независимо от	3	1
276	так называемая	2	1
277	в художественном	4	1
278	однако не	4	1
