N	4gram	Vygotskiy__2	Dialekti
1	ни в каком случае	1	4
2	одно и то же	1	4
3	в то же время	2	4
4	одна и та же	1	2
5	значит ли это что	1	2
6	ни на что не	1	2
7	в каком случае не	1	2
8	и тем не менее	1	1
9	по крайней мере в	1	1
10	беда в том что	1	1
11	одной и той же	4	1
12	по самой природе своей	1	1
13	если бы не было	1	1
14	не что иное как	1	1
15	в то время как	2	1
16	привело к тому что	1	1
17	нечего и говорить что	1	1
18	же самое и в	1	1
19	в самом деле почему	1	1
20	в этом отношении совершенно	1	1
21	то это значит что	1	1
22	можно было бы и	1	1
23	все больше и больше	1	1
24	сам по себе не	1	1
25	то же самое и	1	1
26	есть не что иное	1	1
27	сам по себе и	1	1
28	а между тем в	1	1
29	никогда не может быть	1	1
30	в связи с этим	1	1
