N	2gram	Tiupa_Disk_1	Tvorches
1	у достоевского	1	30
2	и в	16	20
3	в году	2	16
4	не только	28	13
5	никогда не	2	11
6	как бы	5	11
7	таким образом	3	10
8	в то	3	10
9	в его	7	10
10	и его	2	9
11	там же	1	9
12	же с	1	9
13	и не	11	9
14	при этом	13	8
15	в том	23	8
16	может быть	17	8
17	в этом	15	8
18	прежде всего	11	8
19	но и	14	8
20	то же	7	7
21	это не	3	7
22	представление о	1	7
23	же время	4	7
24	наряду с	1	7
25	потому что	4	7
26	не может	9	7
27	что в	4	7
28	в целом	4	6
29	как и	16	6
30	в своей	5	6
31	что он	4	6
32	так и	8	6
33	в конце	1	6
34	именно в	3	6
35	а не	22	6
36	романе достоевского	1	6
37	в основном	1	6
38	например в	2	5
39	еще не	14	5
40	и на	5	5
41	но не	11	5
42	все же	3	5
43	в этой	2	5
44	и сам	1	5
45	в мире	1	5
46	то есть	20	5
47	о том	8	5
48	и даже	3	5
49	в творчестве	1	5
50	но это	1	5
51	мы не	1	4
52	что они	1	4
53	отнюдь не	8	4
54	как в	10	4
55	хотя и	2	4
56	когда он	2	4
57	но в	8	4
58	не в	7	4
59	на его	4	4
60	что она	1	4
61	в принципе	2	4
62	об этом	2	4
63	соответствии с	2	4
64	если бы	1	4
65	тем самым	1	4
66	литературной традиции	3	4
67	в известной	1	4
68	в чем	1	4
69	а в	5	4
70	в соответствии	2	4
71	и потому	3	4
72	и от	1	4
73	героя в	2	4
74	том что	19	4
75	одним из	2	3
76	по мнению	1	3
77	х годов	2	3
78	он сам	1	3
79	а с	5	3
80	по отношению	9	3
81	тогда как	19	3
82	в одной	3	3
83	по сути	4	3
84	о жизни	1	3
85	отношению к	9	3
86	в себе	7	3
87	в нем	9	3
88	он не	1	3
89	так например	2	3
90	человека в	2	3
91	и мы	1	3
92	но уже	1	3
93	в самом	3	3
94	в котором	5	3
95	в их	5	3
96	в которых	4	3
97	в дневнике	1	3
98	своего рода	8	3
99	тем что	3	3
100	и это	1	3
101	мифа в	1	3
102	до сих	1	3
103	между тем	4	3
104	в античной	2	3
105	уже не	4	3
106	в начале	2	3
107	для него	4	3
108	в современном	2	3
109	то что	5	3
110	и др	2	3
111	что не	4	3
112	в рассказе	2	3
113	вместе с	1	3
114	сути дела	2	3
115	в область	1	3
116	с этой	1	3
117	сих пор	1	3
118	один из	3	3
119	ранних стадиях	1	3
120	не является	4	3
121	но зато	2	3
122	жизни в	2	3
123	одной из	4	3
124	в своих	3	3
125	к этому	2	3
126	в таком	1	3
127	как известно	1	2
128	таком случае	1	2
129	самом деле	1	2
130	и есть	2	2
131	по преимуществу	1	2
132	он всегда	2	2
133	говорить о	1	2
134	со своими	1	2
135	я не	1	2
136	и он	2	2
137	в xix	1	2
138	как правило	4	2
139	в ее	3	2
140	они имеют	1	2
141	тут же	1	2
142	нет и	1	2
143	в истории	4	2
144	писателя в	2	2
145	в которой	1	2
146	из жизни	3	2
147	тому же	5	2
148	так сказать	2	2
149	едва ли	2	2
150	характер в	1	2
151	и по	2	2
152	по словам	2	2
153	при помощи	1	2
154	особенно в	1	2
155	которой он	1	2
156	не столько	1	2
157	в отличие	5	2
158	не могли	1	2
159	где нет	1	2
160	не менее	2	2
161	на него	1	2
162	в процессе	5	2
163	в русской	1	2
164	другой стороны	3	2
165	xix веке	1	2
166	целом и	1	2
167	что на	1	2
168	однако это	2	2
169	личности в	1	2
170	могут быть	4	2
171	ли не	3	2
172	бахтина о	2	2
173	более не	1	2
174	приводит к	2	2
175	роль в	7	2
176	только через	1	2
177	его времени	1	2
178	сводится к	5	2
179	и что	2	2
180	что его	1	2
181	восходит к	1	2
182	крайней мере	2	2
183	всяком случае	1	2
184	фабулы и	1	2
185	в литературе	2	2
186	к которому	2	2
187	не случайно	1	2
188	с ними	1	2
189	только в	7	2
190	наше время	2	2
191	и ее	2	2
192	точка зрения	2	2
193	себя в	2	2
194	уже в	2	2
195	в виде	1	2
196	или даже	2	2
197	и других	1	2
