N	2gram	Propp_Isto_6	UchenyiS
1	и в	26	14
2	а не	2	10
3	не только	10	10
4	прежде всего	4	8
5	и не	10	8
6	не может	6	7
7	вот почему	3	7
8	в этом	12	7
9	то что	6	7
10	может быть	11	6
11	то же	5	5
12	и только	3	5
13	все это	1	5
14	с другой	10	4
15	но и	9	4
16	в этой	2	4
17	вряд ли	1	3
18	и то	3	3
19	это не	4	3
20	было бы	2	3
21	как и	5	3
22	для этого	1	3
23	в частности	3	3
24	в своей	3	3
25	и формы	2	3
26	в то	5	3
27	все же	8	3
28	но в	7	3
29	формы в	1	3
30	в области	1	3
31	у нас	5	3
32	другой стороны	8	3
33	для него	1	3
34	не как	1	3
35	что все	1	2
36	же не	2	2
37	именно как	1	2
38	одним из	1	2
39	и с	6	2
40	и через	3	2
41	до сих	4	2
42	а как	1	2
43	должна быть	3	2
44	в некоторых	2	2
45	превращается в	7	2
46	мы не	6	2
47	о чем	2	2
48	на эту	1	2
49	если бы	3	2
50	что мы	2	2
51	ничего не	2	2
52	не столько	1	2
53	том что	10	2
54	на первый	3	2
55	сводится к	2	2
56	но даже	1	2
57	с его	4	2
58	но не	2	2
59	не все	1	2
60	в его	5	2
61	по существу	1	2
62	что и	4	2
63	более чем	1	2
64	сих пор	4	2
65	но это	4	2
66	в том	12	2
67	и для	1	2
68	что он	9	2
69	в себе	3	2
70	между тем	1	2
71	только в	5	2
72	не в	3	2
73	не есть	2	2
74	еще ничего	1	2
75	его и	1	2
76	не могут	1	2
77	могут быть	3	2
78	смысле этого	1	2
79	не случайно	1	2
80	тем что	5	2
81	что она	3	2
82	таким образом	12	2
83	он прежде	1	1
84	и это	8	1
85	об этом	1	1
86	же как	3	1
87	связанных с	1	1
88	в этот	1	1
89	даже не	1	1
90	то есть	1	1
91	изобразительном искусстве	1	1
92	данном случае	3	1
93	или иначе	1	1
94	только при	1	1
95	видно русская	1	1
96	идет не	1	1
97	возвращается в	1	1
98	и др	2	1
99	и отвратительное	1	1
100	и случилось	1	1
101	никогда не	13	1
102	так и	5	1
103	одной стороны	7	1
104	относится к	2	1
105	отсюда и	1	1
106	с тем	4	1
107	мы имеем	14	1
108	что никакого	1	1
109	детали как	1	1
110	уже много	1	1
111	обращение к	1	1
112	своем месте	1	1
113	такое понимание	2	1
114	почему и	1	1
115	он становится	2	1
116	именно к	1	1
117	и разнообразие	1	1
118	и даже	1	1
119	остается в	1	1
120	можно сказать	2	1
121	не вполне	2	1
122	ясно он	1	1
123	или менее	1	1
124	к лицу	1	1
125	этой же	1	1
126	тех кто	1	1
127	как на	3	1
128	приводит к	1	1
129	о том	7	1
130	в ней	5	1
131	относятся к	1	1
132	в котором	1	1
133	и требованиями	1	1
134	и что	5	1
135	она в	2	1
136	он был	2	1
137	первый план	2	1
138	все его	1	1
139	из которых	3	1
140	он будет	1	1
141	своей работе	1	1
142	ее к	3	1
143	чем к	1	1
144	в данном	3	1
145	что же	2	1
146	бы в	1	1
147	переходит в	1	1
148	того что	2	1
149	в которых	2	1
150	эта работа	1	1
151	их в	3	1
152	друг с	1	1
153	на его	4	1
154	говорит он	2	1
155	тому чтобы	1	1
156	это значит	1	1
157	что этот	2	1
158	на то	2	1
159	к изучению	1	1
160	и вся	1	1
161	его как	1	1
162	она не	3	1
163	для тех	1	1
164	еще раз	1	1
165	этом случае	6	1
166	первый взгляд	1	1
167	независимо от	3	1
168	но тут	1	1
169	в своем	2	1
170	она сводится	1	1
171	что с	1	1
172	как нам	1	1
173	но для	2	1
174	имеет свою	1	1
175	того как	3	1
176	анализ его	1	1
177	на своем	4	1
178	более или	1	1
179	есть ли	1	1
180	и действительно	3	1
181	не существует	1	1
182	которое мы	1	1
183	в изобразительном	1	1
184	о котором	2	1
185	меньшей мере	1	1
186	больше чем	1	1
187	бы ни	1	1
188	это то	2	1
189	не было	3	1
190	так или	1	1
191	он в	1	1
192	с одной	7	1
193	с которыми	1	1
194	в качестве	3	1
195	тем более	1	1
196	его еще	1	1
197	уже не	7	1
198	далеко не	3	1
199	имеем в	4	1
200	ее как	1	1
201	то и	2	1
202	же в	1	1
203	в виде	6	1
204	в нем	8	1
205	связанные с	1	1
206	или даже	1	1
207	с другом	1	1
208	но если	1	1
209	месте в	1	1
210	он не	2	1
211	где бы	1	1
212	сказать что	3	1
213	состоит из	1	1
214	очень часто	5	1
215	одно из	1	1
216	в первую	1	1
217	не значит	1	1
218	равно как	1	1
219	он и	2	1
220	этот процесс	1	1
221	в отдельности	1	1
222	что под	1	1
223	в свое	2	1
224	время не	1	1
225	может служить	1	1
226	но он	2	1
227	но что	1	1
228	у него	7	1
229	мы можем	7	1
230	ее в	6	1
231	и эта	3	1
232	это в	1	1
233	а это	1	1
234	что при	2	1
235	нам несколько	1	1
236	к этому	3	1
237	что в	12	1
238	в таком	1	1
239	все что	4	1
240	от которой	1	1
