N	3gram	Propp_Isto_3	Myshleni
1	с точки зрения	1	21
2	в этом случае	5	14
3	в том что	5	13
4	не только не	2	9
5	так же как	1	7
6	с самого начала	1	7
7	по отношению к	2	5
8	в данном случае	3	5
9	с одной стороны	2	5
10	этой точки зрения	1	4
11	с этой точки	1	4
12	вместе с тем	1	4
13	не может быть	1	4
14	заключается в том	1	4
15	о том что	2	4
16	на то что	1	4
17	состоит в том	2	3
18	что у нее	1	3
19	до сих пор	5	3
20	связаны между собой	1	3
21	и то что	2	3
22	смысле этого слова	1	3
23	тем не менее	5	3
24	в такой же	1	3
25	можно сказать что	1	3
26	но и не	1	3
27	как и в	2	3
28	как мы видели	5	3
29	том что в	2	2
30	и столь же	1	2
31	одной и той	1	2
32	и той же	1	2
33	на самом деле	1	2
34	из того что	1	2
35	в большинстве случаев	1	2
36	точно так же	2	2
37	что в этом	1	2
38	чем перейти к	2	2
39	то время как	2	2
40	в то время	2	2
41	и вместе с	1	2
42	этом случае в	1	2
43	в свою очередь	1	2
44	друг от друга	1	2
45	друг с другом	1	2
46	должны были бы	1	1
47	потому что как	1	1
48	к этому же	2	1
49	что иное как	3	1
50	мы видим в	1	1
51	показывает что в	2	1
52	друг другу и	1	1
53	так как в	1	1
54	мы должны были	1	1
55	подобно тому как	1	1
56	в том числе	1	1
57	также и в	1	1
58	в соответствии с	1	1
59	совершенно то же	1	1
60	в силу того	1	1
61	самом же деле	1	1
62	есть не что	1	1
63	как мы увидим	1	1
64	никак не мог	1	1
65	можно было бы	1	1
66	ее свойств и	1	1
67	с ней в	1	1
68	то что было	1	1
69	не только в	1	1
70	видеть и слышать	1	1
71	в определенном направлении	1	1
72	с другой стороны	7	1
73	если это так	1	1
74	но вместе с	1	1
75	говорят о том	1	1
76	мы уже говорили	1	1
77	во всяком случае	2	1
78	один из моментов	1	1
79	сравним с этим	1	1
80	этом случае не	1	1
81	в целом но	1	1
82	силу того что	1	1
83	на самом же	1	1
84	мы увидим ниже	2	1
85	есть представление о	1	1
86	вопрос о связи	1	1
87	таким образом мы	2	1
88	непосредственной связи с	1	1
89	это и есть	1	1
90	а она уже	1	1
91	с тем они	1	1
92	она не может	1	1
93	видно из того	1	1
94	после того как	1	1
95	не что иное	3	1
96	но все же	2	1
97	мы имеем дело	1	1
98	друг друга и	1	1
99	что и в	2	1
100	покрывают друг друга	1	1
101	он никак не	1	1
