N	4gram	Bakhtin_Pr_5	Formalny
1	в то же время	10	7
2	бы то ни было	3	4
3	и во всяком случае	1	2
4	и в то же	2	2
5	во всяком случае в	1	2
6	дело в том что	1	1
7	одних и тех же	1	1
8	одного и того же	1	1
9	чего бы то ни	2	1
10	на самом деле все	1	1
11	под эту категорию и	1	1
12	в том или ином	1	1
13	они на самом деле	1	1
14	в такой же степени	2	1
15	не может и не	1	1
16	то же время не	3	1
17	сводится к тому чтобы	2	1
18	в одних и тех	1	1
19	мы можем сказать что	2	1
20	смысле этого слова в	1	1
21	все более и более	1	1
22	и по отношению к	1	1
23	какого бы то ни	1	1
