N	4gram	Tiupa_Anal_1	Hudozhes
1	в то же время	6	6
2	присутствия я в мире	1	4
3	одно и то же	1	3
4	состоит в том что	3	3
5	не следует смешивать с	1	3
6	одного и того же	2	3
7	в том и состоит	1	2
8	в той или иной	3	2
9	случае не следует смешивать	1	2
10	в том числе и	1	2
11	в коем случае не	2	2
12	коем случае не следует	1	2
13	ни в коем случае	2	2
14	и в самом произведении	1	1
15	знанию такого рода обогащает	1	1
16	выступать и внутренняя целостность	1	1
17	говорит и объектной что	1	1
18	мы имеем дело с	3	1
19	и наоборот созерцающий становится	1	1
20	в той мере в	2	1
21	личностного присутствия во внешнем	1	1
22	смена субъекта речи кто	1	1
23	мы имеем в виду	1	1
24	своих героях воображая что	1	1
25	той или иной форме	1	1
26	специфически человеческий способ существования	1	1
27	незаместимое место в событии	1	1
28	собственному я самоопределение к	1	1
29	мира вокруг я героя	1	1
30	есть высшая форма целостности	1	1
31	факультативные и более поверхностные	1	1
32	неслиянными и нераздельными его	1	1
33	донна ставшие общеизвестными после	1	1
34	числе и трагическое есть	1	1
35	ядра личности а не	1	1
36	специфическая целостность феноменов человеческого	1	1
37	этого словами гегеля духовная	1	1
38	мире и жизни однако	1	1
39	в художественном произведении чище	1	1
40	б.о корманом объектную и	1	1
41	и способа высказывания смена	1	1
42	как внутреннее единство духовного	1	1
43	общее всем знакомее и	1	1
44	и что ж результат	1	1
45	не только мы родственные	1	1
46	самом произведении > мы	1	1
47	первостепенная проблема субъектной организации	1	1
48	произведения как живущего своей	1	1
49	и сосредоточенное в конечном	1	1
50	ни убавить ни изменить	1	1
51	объектом только в присутствии	1	1
52	художник вследствие этого словами	1	1
53	и объектной что говорится	1	1
54	всякий раз художественно значимые	1	1
55	кто говорит и как	1	1
56	целостность феноменов человеческого бытия	1	1
57	очевидная граница между двумя	1	1
58	тем художественная реальность героя	1	1
59	но факультативные и более	1	1
60	то есть его активность	1	1
61	эстетической деятельности созерцания направленной	1	1
62	дискурса состоит в том	1	1
63	интимному самопониманию всех и	1	1
64	том и состоит что	1	1
65	речи такова специфика самого	1	1
66	к знанию такого рода	1	1
67	объектную и субъектную организации	1	1
68	известную цельность как бы	1	1
69	ее художник вследствие этого	1	1
70	чего бы то ни	1	1
71	содержание эстетической деятельности созерцания	1	1
72	человеческое я есть точка	1	1
73	ему люди но иностранцы	1	1
74	сказать не спрашивай о	1	1
75	ценностное уплотнение воображаемого мира	1	1
76	однако начало нового эпизода	1	1
77	расчленяет произведение на части	1	1
78	оно универсальнее вы говорите	1	1
79	эпизодов служат абзацы далеко	1	1
80	тайна внутреннего я ядра	1	1
81	художественное знание по мысли	1	1
82	свое незаместимое место в	1	1
83	чем произведение оригинальнее тем	1	1
84	наш духовный опыт внутреннего	1	1
85	счете искусство в том	1	1
86	всем любая личность является	1	1
87	гегеля духовная ценность которой	1	1
88	составе персонажей появление исчезновение	1	1
89	своей полноте и неизбыточности	1	1
90	одна вымышленная условная индивидуальность	1	1
91	и привлекает внимание адресата	1	1
92	отдельные слова не разложимое	1	1
93	ее никто не решает	1	1
94	адресата к какому-нибудь объекту	1	1
95	можно сказать не спрашивай	1	1
96	входят в состав художественного	1	1
97	эстетического созерцания может выступать	1	1
98	личности к своему собственному	1	1
99	внутреннее единство духовного я	1	1
100	мы находим вне произведения	1	1
101	внутренняя целостность не только	1	1
102	более поверхностные психологические социальные	1	1
103	изначально владеет сотворивший ее	1	1
104	той мере в какой	2	1
105	более крупные членения а	1	1
106	и неспецифичны собственно же	1	1
107	я героя как ценностного	1	1
108	не ее оболочек психологии	1	1
109	единством субъекта и способа	1	1
110	это возможно в обыденной	1	1
111	крупные членения а также	1	1
112	некое событие индивидуальный характер	1	1
113	как организация ментального созерцания	1	1
114	переменой в составе персонажей	1	1
115	человек недвусмысленно встречается таким	1	1
116	единством а места б	1	1
117	в принципе недоступна между	1	1
118	абзацы и особенно внешних	1	1
119	в композиции произведения он	1	1
120	оригинальнее тем оно универсальнее	1	1
121	оказывается эстетическим объектом только	1	1
122	не спрашивай о ком	1	1
123	взаимоотношений изображающей и изображенной	1	1
124	логический объект логический субъект	1	1
125	является специфическая целостность феноменов	1	1
126	таким образом с самим	1	1
127	субъекта и способа высказывания	1	1
128	что говорит искусство человек	1	1
129	принадлежит какому-нибудь речевому субъекту	1	1
130	становится эстетическим субъектом только	1	1
131	встречаемся с ним как	1	1
132	нераздельными его полюсами предмет	1	1
133	по всеохватывающей своей широте	1	1
134	и более поверхностные психологические	1	1
135	реальность героя это еще	1	1
136	узкое и сосредоточенное в	1	1
