N	2gram	Voloshinov_1	Istorich
1	и в	12	28
2	может быть	14	25
3	а не	5	15
4	не может	16	15
5	никогда не	5	14
6	мы имеем	2	13
7	мы должны	1	13
8	для нас	7	13
9	то же	5	12
10	не только	4	12
11	что в	2	12
12	только в	6	11
13	мы не	3	10
14	все же	4	10
15	и что	2	10
16	мы увидим	1	10
17	но и	3	10
18	прежде всего	8	10
19	не в	4	9
20	так и	4	9
21	о том	3	9
22	то что	5	9
23	в том	6	9
24	и не	10	9
25	в этом	4	8
26	но в	5	8
27	что это	1	8
28	таким образом	12	8
29	не всегда	1	8
30	если бы	9	8
31	в ней	6	7
32	здесь мы	1	7
33	это не	2	7
34	еще не	3	7
35	и здесь	2	7
36	и др	5	7
37	что мы	5	7
38	так же	3	7
39	том что	5	7
40	было бы	1	7
41	в этих	2	7
42	его в	4	6
43	тем не	3	6
44	не менее	3	6
45	к тому	1	6
46	что и	2	6
47	так как	9	6
48	с другой	4	6
49	вместе с	2	6
50	когда он	3	6
51	например в	1	5
52	должна быть	5	5
53	что они	1	5
54	в своем	2	5
55	более или	1	5
56	увидим что	1	5
57	что она	1	5
58	или менее	1	5
59	на основе	1	5
60	можно было	1	5
61	в его	2	5
62	что здесь	1	5
63	но не	2	5
64	в качестве	1	5
65	в одном	1	5
66	до сих	3	5
67	к которому	1	5
68	сих пор	3	5
69	не должен	1	5
70	не знает	1	5
71	сказать что	7	5
72	другой стороны	2	5
73	героя в	1	5
74	и для	3	4
75	и на	4	4
76	между собой	2	4
77	то мы	1	4
78	не то	1	4
79	все эти	3	4
80	но все	2	4
81	и с	3	4
82	как и	5	4
83	на него	2	4
84	в основе	1	4
85	связи с	1	4
86	должны быть	1	4
87	здесь не	3	4
88	в пределах	3	4
89	того что	3	4
90	с одной	2	4
91	в большинстве	1	4
92	к ним	2	4
93	и пр	3	4
94	социальной жизни	2	4
95	связь с	2	4
96	одной стороны	2	4
97	могут быть	2	4
98	там где	2	4
99	как будто	1	4
100	все это	3	4
101	хотя бы	5	4
102	но это	2	4
103	обстоит дело	1	4
104	и другие	2	4
105	они не	1	4
106	чтобы не	1	3
107	мы здесь	1	3
108	исходит из	1	3
109	время как	1	3
110	не знают	1	3
111	и он	1	3
112	по отношению	11	3
113	так называемая	1	3
114	перед нами	1	3
115	точку зрения	2	3
116	при этом	6	3
117	не как	1	3
118	и по	3	3
119	на этом	1	3
120	же не	1	3
121	в другом	1	3
122	и тогда	1	3
123	нас не	1	3
