N	3gram	Bakhtin_Pr_3	Narrotol
1	в данном случае	1	8
2	в том что	1	5
3	к тому же	2	5
4	то же время	12	4
5	той или иной	2	4
6	в то же	12	4
7	не может быть	6	4
8	по отношению к	5	3
9	подобно тому как	2	3
10	в этом отношении	1	3
11	для того чтобы	1	3
12	тем не менее	2	3
13	о том что	2	2
14	в самом деле	3	2
15	так и не	1	2
16	не было и	1	2
17	до сих пор	1	2
18	в отличие от	2	2
19	друг на друга	2	2
20	заключает в себе	1	2
21	чем иным как	1	2
22	как если бы	1	2
23	одно и то	1	2
24	может быть не	1	2
25	и то же	1	2
26	во всяком случае	5	2
27	в свою очередь	1	2
28	можно сказать что	1	2
29	на то что	1	2
30	друг для друга	1	2
31	и того же	1	1
32	что каждый из	1	1
33	не может обойтись	1	1
34	как и у	3	1
35	и столь же	1	1
36	он думает и	1	1
37	какой бы то	1	1
38	большей или меньшей	1	1
39	не только с	1	1
40	как она есть	1	1
41	который сразу же	1	1
42	один и тот	1	1
43	сих пор еще	1	1
44	а художественное произведение	1	1
45	он не может	3	1
46	с другой стороны	3	1
47	с точки зрения	4	1
48	и не может	2	1
49	как и все	2	1
50	в сущности в	1	1
51	и в то	5	1
52	в его душе	1	1
53	бы то ни	4	1
54	он и не	2	1
55	слова и мысли	1	1
56	и то что	1	1
57	себя за голову	1	1
58	по крайней мере	3	1
59	у него нет	1	1
60	может быть и	1	1
61	его произведениях но	1	1
62	немногочисленных случаях когда	1	1
63	с другими людьми	1	1
64	как и в	1	1
65	то ни было	4	1
66	и тот же	1	1
67	не в чем	1	1
68	но при этом	1	1
69	в значительной степени	1	1
70	друг с другом	2	1
71	и как бы	1	1
72	потому что в	1	1
73	к одному из	1	1
74	в большей или	1	1
75	диалог в сущности	1	1
76	бывает и в	1	1
77	в нем не	1	1
78	в той или	2	1
79	а не в	2	1
80	похоже было как	1	1
81	и как будто	1	1
82	на протяжении всего	4	1
83	как и само	1	1
84	и в самом	3	1
85	он обращается к	1	1
86	смысле можно сказать	1	1
87	но в этом	1	1
88	и не то	2	1
89	но все же	1	1
90	но и не	1	1
91	одного и того	1	1
92	но именно поэтому	1	1
93	к тому что	1	1
94	на самом деле	10	1
95	а в то	1	1
96	или иной степени	1	1
97	на этот раз	1	1
98	с его собственным	1	1
99	но и с	1	1
100	обратим внимание на	1	1
101	и т д	2	1
102	как мы видели	2	1
103	не входит в	2	1
