N	2gram	Tiupa_Disk_1	NovoeSre
1	а не	22	17
2	и в	16	16
3	не может	9	16
4	нового времени	1	12
5	и не	11	11
6	и есть	2	10
7	в эпоху	5	9
8	что в	4	9
9	как не	3	8
10	в том	23	8
11	он не	1	8
12	в этом	15	7
13	может быть	17	7
14	не будет	1	7
15	как и	16	7
16	с его	4	6
17	не в	7	6
18	никогда не	2	6
19	лишь в	4	6
20	но это	1	6
21	не знает	1	6
22	с ее	2	5
23	истории в	1	5
24	культуры в	1	5
25	и к	4	5
26	не только	28	5
27	в жизни	1	5
28	в нем	9	5
29	новое время	1	4
30	о том	8	4
31	и мы	1	4
32	наше время	2	4
33	эпохи и	2	4
34	в них	4	4
35	то что	5	4
36	это не	3	4
37	прежде всего	11	4
38	не было	7	4
39	и потому	3	4
40	по своему	3	4
41	не менее	2	4
42	не имеет	1	4
43	и все	2	4
44	потому что	4	4
45	с другой	10	3
46	в ее	3	3
47	вопрос о	1	3
48	еще не	14	3
49	во всех	5	3
50	за пределы	2	3
51	лицом к	1	3
52	в истории	4	3
53	наряду с	1	3
54	как в	10	3
55	к ним	3	3
56	подобно тому	2	3
57	в мире	1	3
58	но и	14	3
59	это было	2	3
60	не есть	2	3
61	стремится к	1	3
62	с тем	1	3
63	к лицу	1	3
64	в своей	5	3
65	в новое	1	3
66	тому как	3	3
67	в россии	1	3
68	в прошлом	1	3
69	что такое	1	3
70	в наше	2	3
71	не существует	1	3
72	в основе	7	3
73	жизни в	2	3
74	к тому	5	3
75	сказать что	3	3
76	и это	1	2
77	нем нет	1	2
78	более не	1	2
79	это и	1	2
80	роль в	7	2
81	не имеют	1	2
82	так и	8	2
83	времени и	3	2
84	мы не	1	2
85	но она	1	2
86	я не	1	2
87	и должно	1	2
88	и что	2	2
89	и на	5	2
90	стоят на	1	2
91	быть в	1	2
92	времени в	2	2
93	истории а	1	2
94	должно было	1	2
95	и большая	1	2
96	на протяжении	2	2
97	но не	11	2
98	в новом	2	2
99	с этим	3	2
100	ни к	6	2
101	хотя и	2	2
102	это представляется	1	2
103	но в	8	2
104	с одной	9	2
105	себя в	2	2
106	с их	1	2
107	есть в	2	2
108	в себе	7	2
109	уже не	4	2
110	вернуться к	1	2
111	не к	1	2
112	том чтобы	2	2
113	нашего времени	1	2
114	что она	1	2
115	и заключается	1	2
116	нет и	1	2
117	и даже	3	2
118	и т.п	12	2
119	связаны с	1	2
120	этом смысле	1	2
121	к более	1	2
122	зависит от	2	2
123	и было	2	2
124	том что	19	2
125	вместе с	1	2
126	к содержанию	3	2
127	мысли и	2	2
128	одной стороны	9	2
129	такого рода	4	2
130	мир и	1	2
131	другой стороны	3	2
132	не могли	1	2
133	том и	1	2
134	как будто	1	2
135	как это	1	2
136	но для	1	2
137	в смысле	1	2
138	в то	3	2
139	и от	1	2
140	хотя бы	3	2
141	а в	5	2
142	когда мы	1	2
143	могут быть	4	2
144	в категориях	1	2
145	же так	1	1
146	бытия а	1	1
147	для себя	4	1
148	только потому	1	1
149	переход от	1	1
150	суждено было	1	1
151	средних веков	1	1
152	характер и	2	1
153	более широкого	1	1
154	россии в	1	1
155	чтобы быть	1	1
156	по преимуществу	1	1
157	приводит к	2	1
158	и до	1	1
159	и про	1	1
160	природе своей	5	1
161	явление культуры	1	1
162	не с	3	1
163	по природе	5	1
164	еще в	3	1
165	возвращения к	1	1
166	можно сказать	5	1
167	говорить о	1	1
168	на себя	2	1
169	которого происходит	1	1
170	не был	1	1
171	в виду	2	1
172	в xix	1	1
173	на нем	1	1
174	на них	1	1
175	теперь и	1	1
176	что его	1	1
177	в чем	1	1
178	не могу	1	1
179	и во	2	1
180	нет у	1	1
181	не могут	1	1
182	своего рода	8	1
183	к нему	1	1
184	всей нашей	1	1
185	из сторон	1	1
186	общества его	1	1
187	в его	7	1
188	себе и	1	1
189	отличие от	5	1
190	в значительной	2	1
191	к которому	2	1
192	в своем	6	1
193	и нет	1	1
194	известном смысле	1	1
195	в формах	1	1
196	власти от	1	1
197	истории из	1	1
198	человека в	2	1
199	что он	4	1
200	всего как	1	1
201	только в	7	1
202	во всем	1	1
203	по своей	11	1
204	вступление в	1	1
205	отнесены к	1	1
206	от этого	1	1
207	так на	1	1
208	в самом	3	1
209	к чему	1	1
210	не хочет	1	1
211	современной культуры	2	1
212	он в	1	1
213	своей основе	1	1
214	из этих	1	1
215	в известном	1	1
216	для всех	1	1
217	уже в	2	1
218	вопроса о	1	1
219	в большинстве	1	1
220	человек не	1	1
221	свидетельствует о	2	1
222	она направлена	1	1
223	большинстве случаев	1	1
224	из них	3	1
225	к своим	1	1
226	все еще	1	1
227	и их	1	1
228	всяком случае	1	1
229	к одному	1	1
230	слова в	2	1
231	сами по	2	1
232	в конце	1	1
233	друг друга	1	1
234	не случайно	1	1
235	тем что	3	1
236	к той	3	1
237	от того	1	1
238	но все	1	1
239	значительной степени	2	1
240	этом он	1	1
241	значение в	1	1
242	не должна	1	1
243	том случае	1	1
244	групп и	1	1
245	жизни для	1	1
246	выходит за	1	1
247	а по	2	1
248	необходимой для	1	1
249	оно лишь	1	1
250	общества в	1	1
251	на ее	2	1
252	с другими	1	1
253	было бы	1	1
254	в каких	1	1
255	было и	1	1
256	котором и	1	1
257	себя и	1	1
258	в отличие	5	1
259	что не	4	1
260	но оно	1	1
261	для них	1	1
262	связано с	1	1
263	протекающей в	1	1
264	к политической	1	1
265	они не	2	1
266	в этой	2	1
267	с большей	1	1
268	ничем не	1	1
269	не на	1	1
270	не всегда	2	1
271	от мира	1	1
272	отказаться от	1	1
273	т.п так	1	1
274	далеко еще	4	1
275	когда она	1	1
276	и того	3	1
277	более глубоком	1	1
278	ближе к	1	1
279	одного и	2	1
280	в этих	1	1
281	во время	1	1
282	имея в	3	1
283	целостности но	1	1
284	она сама	1	1
285	до этого	1	1
286	к себе	2	1
287	в котором	5	1
288	что вся	1	1
289	одну из	2	1
290	не столько	1	1
291	не должно	1	1
292	чем современная	1	1
293	оно существует	1	1
294	в силу	5	1
295	с миром	1	1
296	движение к	1	1
297	быть только	1	1
298	мы должны	1	1
299	и более	1	1
300	он видел	1	1
301	по себе	3	1
302	в той	1	1
303	и вся	1	1
304	будто бы	2	1
305	рода в	1	1
306	сих пор	1	1
307	оба они	1	1
308	природу и	1	1
309	она могла	1	1
310	обращения к	1	1
311	должны быть	3	1
312	истории с	1	1
313	исторический период	1	1
314	в сущности	2	1
315	не по	1	1
316	это уже	1	1
317	за его	2	1
318	до сих	1	1
319	которая в	1	1
320	а к	1	1
321	но также	1	1
322	в исторический	1	1
323	особого рода	2	1
324	или нет	1	1
325	своей природе	2	1
326	событиях и	1	1
327	привело к	4	1
328	и его	2	1
329	а также	8	1
330	или не	1	1
331	в области	1	1
332	в период	1	1
333	в каком	1	1
334	в свою	3	1
335	замкнутой и	1	1
336	на смену	3	1
337	и оно	1	1
338	того же	3	1
339	в речах	1	1
340	выход из	1	1
341	во все	1	1
342	и вполне	1	1
343	про себя	1	1
344	людей но	1	1
345	в которой	1	1
346	числе и	2	1
347	и иерархическое	1	1
348	во всяком	2	1
349	то они	1	1
350	быть отнесены	1	1
351	случае если	1	1
352	оно не	2	1
353	который не	1	1
354	но сама	1	1
355	том числе	2	1
