N	2gram	Losev_Prob_5	Psycholo
1	и в	30	38
2	то что	18	35
3	все время	3	30
4	в том	12	25
5	в самом	5	25
6	самом деле	2	21
7	что в	5	20
8	может быть	7	19
9	и что	6	18
10	на то	2	16
11	что она	1	16
12	точки зрения	10	16
13	в ней	3	15
14	то есть	21	15
15	и т	1	14
16	том что	17	14
17	как бы	6	14
18	потому что	13	14
19	в этом	17	13
20	в этой	10	13
21	не только	18	12
22	таким образом	13	12
23	было бы	4	12
24	не в	7	12
25	мы увидим	1	12
26	что он	7	11
27	то же	2	10
28	что это	1	10
29	и не	12	10
30	и все	9	10
31	с точки	8	9
32	того чтобы	2	9
33	в двух	1	9
34	и то	5	8
35	с этим	1	8
36	все же	9	8
37	и как	6	8
38	с тем	5	8
39	как и	7	8
40	в одном	3	8
41	и это	1	8
42	но только	3	8
43	так что	11	8
44	вовсе не	8	8
45	как раз	5	8
46	для того	3	8
47	перед нами	1	8
48	для нас	10	8
49	из этого	4	8
50	мы уже	1	7
51	с другой	6	7
52	мы можем	5	7
53	не может	5	7
54	как мы	2	7
55	в ее	3	7
56	что у	5	7
57	никак не	8	7
58	между тем	2	7
59	увидеть что	1	7
60	а не	5	7
61	а в	6	7
62	и на	6	6
63	как это	1	6
64	и если	1	6
65	он не	3	6
66	в котором	2	6
67	тому что	1	6
68	она не	1	6
69	не имеет	1	6
70	самого начала	1	6
71	и его	6	6
72	к тому	2	6
73	указывает на	3	6
74	с самого	1	6
75	ясно что	4	6
76	и здесь	1	6
77	о том	12	6
78	один из	2	6
79	с одной	3	6
80	если мы	1	6
81	из них	2	6
82	так как	6	6
83	до сих	2	6
84	там где	1	6
85	он говорит	2	6
86	мы не	2	5
87	я не	2	5
88	время в	1	5
89	в своем	11	5
90	могли бы	1	5
91	в которой	5	5
92	в другом	3	5
93	к которым	1	5
94	несмотря на	6	5
95	с такой	2	5
96	в своей	22	5
97	и когда	1	5
98	в его	12	5
99	в какой	2	5
100	но и	13	5
101	одной стороны	3	5
102	вместе с	7	5
103	сих пор	2	5
104	или в	4	5
105	о котором	3	5
106	другой стороны	6	5
107	что если	1	4
108	которую мы	1	4
109	время как	3	4
110	мысль что	1	4
111	не то	2	4
112	что они	3	4
113	как в	2	4
114	когда он	2	4
115	все эти	2	4
116	в тех	1	4
117	раз в	2	4
118	в себе	4	4
119	если он	2	4
120	в нем	6	4
121	при этом	4	4
122	т д	1	4
123	здесь мы	1	4
124	не мог	4	4
125	не могли	1	4
126	что этот	5	4
127	что эта	1	4
128	и другое	3	4
129	из него	1	4
130	никогда не	7	4
131	больше чем	2	4
132	в самой	3	4
133	как будто	3	4
134	здесь совершенно	1	4
135	когда в	1	4
136	в виду	3	4
137	образом мы	1	4
138	что и	6	4
139	только в	9	4
140	конечно не	2	4
141	при помощи	6	4
142	у него	11	4
143	и даже	14	4
144	из которых	1	4
145	того что	3	4
146	мы могли	1	4
147	и для	6	4
148	в свою	2	4
149	сказать что	9	4
150	ее в	2	4
151	в своих	1	4
152	должен быть	1	3
153	того же	4	3
154	едва ли	4	3
155	по его	2	3
156	из всех	2	3
157	совсем не	3	3
158	что по	1	3
159	и к	4	3
160	но в	9	3
161	из этих	1	3
162	больше не	1	3
163	не к	2	3
164	состоит в	1	3
165	рассказывает о	1	3
166	бы в	1	3
167	его в	6	3
168	и тем	3	3
169	ни в	4	3
170	в них	2	3
171	далеко не	4	3
172	со всей	2	3
173	в такой	1	3
174	без всяких	1	3
175	в поэме	2	3
176	бы не	3	3
177	с теми	1	3
178	в то	4	3
179	того как	5	3
180	весь этот	1	3
181	как только	1	3
182	на это	1	3
183	где он	1	3
184	и о	5	3
